#lean
idx,roll_norm,pitch_norm,angle_max,angle_limit,roll_out,pitch_out
35,3212836864,3200253952,1095237632,3212836864,3015425326,3230429964,1094403084
36,3212836864,3200253952,1065353216,1060439283,3207922931,3201170958,3210909558
37,3212836864,3200253952,1084227584,1060439283,3207922931,3221274313,3230506666
38,3212836864,3200253952,1095237632,1060439283,3207922931,3231772283,3241215572
39,3212836864,3200253952,1065353216,3201634611,3211315127,3213362922,1033473012
40,3212836864,3200253952,1084227584,3201634611,3211315127,3232368805,1052765938
41,3212836864,3200253952,1095237632,3201634611,3211315127,3243543247,1064299183
42,3212836864,0,1065353216,1065353216,0,0,3212836864
43,3212836864,0,1084227584,1065353216,0,0,3231711232
44,3212836864,0,1095237632,1065353216,0,0,3242721280
45,3212836864,0,1065353216,1060439283,1060439283,1056964607,3204448255
46,3212836864,0,1084227584,1060439283,1060439283,1075838976,3223322624
47,3212836864,0,1095237632,1060439283,1060439283,1086849024,3234332672
48,3212836864,0,1065353216,866263401,1065353216,1065353216,3013747049
49,3212836864,0,1084227584,866263401,1065353216,1084227584,3033180611
50,3212836864,0,1095237632,866263401,1065353216,1095237632,3044889652
51,3212836864,0,1065353216,3207922931,1060439283,1056964607,1056964607
52,3212836864,0,1084227584,3207922931,1060439283,1075838976,1075838976
53,3212836864,0,1095237632,3207922931,1060439283,1086849024,1086849024
54,3212836864,0,1065353216,3212836864,3015425326,3015425326,1065353216
55,3212836864,0,1084227584,3212836864,3015425326,3035278458,1084227584
56,3212836864,0,1095237632,3212836864,3015425326,3046288332,1095237632
