#limits
idx,vel_x,vel_y,acc_x,acc_y,accel_max,plain_x,plain_y,plain_ret,corner_x,corner_y,corner_ret
24,0,0,1056964608,0,1094713344,1056964608,0,0,1056964608,0,0
25,0,0,1054716887,1048576000,1094713344,1054716887,1048576000,0,1054716887,1048576000,0
26,0,0,1048575999,1054716888,1094713344,1048575999,1054716888,0,1048575999,1054716888,0
27,0,0,2998648110,1056964608,1094713344,2998648110,1056964608,0,2998648110,1056964608,0
28,0,0,3196059649,1054716887,1094713344,3196059649,1054716887,0,3196059649,1054716887,0
29,0,0,3202200535,1048576001,1094713344,3202200535,1048576001,0,3202200535,1048576001,0
30,0,0,3204448256,3007036718,1094713344,3204448256,3007036718,0,3204448256,3007036718,0
31,0,0,3202200533,3196059651,1094713344,3202200533,3196059651,0,3202200533,3196059651,0
32,0,0,3196059645,3202200536,1094713344,3196059645,3202200536,0,3196059645,3202200536,0
33,0,0,835509806,3204448256,1094713344,835509806,3204448256,0,835509806,3204448256,0
34,0,0,1048575997,3202200536,1094713344,1048575997,3202200536,0,1048575997,3202200536,0
35,0,0,1054716890,3196059640,1094713344,1054716890,3196059640,0,1054716890,3196059640,0
36,0,0,1075838976,0,0,1075838976,0,0,1075838976,0,0
37,0,0,1074434150,1067450368,0,1074434150,1067450368,0,1074434150,1067450368,0
38,0,0,1067450367,1074434151,0,1067450367,1074434151,0,1067450367,1074434151,0
39,0,0,3018501242,1075838976,0,3018501242,1075838976,0,3018501242,1075838976,0
40,0,0,3214934017,1074434150,0,3214934017,1074434150,0,3214934017,1074434150,0
41,0,0,3221917798,1067450369,0,3221917798,1067450369,0,3221917798,1067450369,0
42,0,0,3223322624,3026889850,0,3223322624,3026889850,0,3223322624,3026889850,0
43,0,0,3221917797,3214934020,0,3221917797,3214934020,0,3221917797,3214934020,0
44,0,0,3214934014,3221917799,0,3214934014,3221917799,0,3214934014,3221917799,0
45,0,0,855640797,3223322624,0,855640797,3223322624,0,855640797,3223322624,0
46,0,0,1067450366,3221917799,0,1067450366,3221917799,0,1067450366,3221917799,0
47,0,0,1074434152,3214934011,0,1074434152,3214934011,0,1074434152,3214934011,0
48,0,0,1075838976,0,1077936128,1075838976,0,0,1075838976,0,0
49,0,0,1074434150,1067450368,1077936128,1074434150,1067450368,0,1074434150,1067450368,0
50,0,0,1067450367,1074434151,1077936128,1067450367,1074434151,0,1067450367,1074434151,0
51,0,0,3018501242,1075838976,1077936128,3018501242,1075838976,0,3018501242,1075838976,0
52,0,0,3214934017,1074434150,1077936128,3214934017,1074434150,0,3214934017,1074434150,0
53,0,0,3221917798,1067450369,1077936128,3221917798,1067450369,0,3221917798,1067450369,0
54,0,0,3223322624,3026889850,1077936128,3223322624,3026889850,0,3223322624,3026889850,0
55,0,0,3221917797,3214934020,1077936128,3221917797,3214934020,0,3221917797,3214934020,0
56,0,0,3214934014,3221917799,1077936128,3214934014,3221917799,0,3214934014,3221917799,0
57,0,0,855640797,3223322624,1077936128,855640797,3223322624,0,855640797,3223322624,0
58,0,0,1067450366,3221917799,1077936128,1067450366,3221917799,0,1067450366,3221917799,0
59,0,0,1074434152,3214934011,1077936128,1074434152,3214934011,0,1074434152,3214934011,0
60,0,0,1075838976,0,1094713344,1075838976,0,0,1075838976,0,0
61,0,0,1074434150,1067450368,1094713344,1074434150,1067450368,0,1074434150,1067450368,0
62,0,0,1067450367,1074434151,1094713344,1067450367,1074434151,0,1067450367,1074434151,0
63,0,0,3018501242,1075838976,1094713344,3018501242,1075838976,0,3018501242,1075838976,0
64,0,0,3214934017,1074434150,1094713344,3214934017,1074434150,0,3214934017,1074434150,0
65,0,0,3221917798,1067450369,1094713344,3221917798,1067450369,0,3221917798,1067450369,0
66,0,0,3223322624,3026889850,1094713344,3223322624,3026889850,0,3223322624,3026889850,0
67,0,0,3221917797,3214934020,1094713344,3221917797,3214934020,0,3221917797,3214934020,0
68,0,0,3214934014,3221917799,1094713344,3214934014,3221917799,0,3214934014,3221917799,0
69,0,0,855640797,3223322624,1094713344,855640797,3223322624,0,855640797,3223322624,0
70,0,0,1067450366,3221917799,1094713344,1067450366,3221917799,0,1067450366,3221917799,0
71,0,0,1074434152,3214934011,1094713344,1074434152,3214934011,0,1074434152,3214934011,0
72,0,0,1084227584,0,0,1084227584,0,0,1084227584,0,0
73,0,0,1082822758,1075838976,0,1082822758,1075838976,0,1082822758,1075838976,0
74,0,0,1075838975,1082822759,0,1075838975,1082822759,0,1075838975,1082822759,0
75,0,0,3026889850,1084227584,0,3026889850,1084227584,0,3026889850,1084227584,0
76,0,0,3223322625,1082822758,0,3223322625,1082822758,0,3223322625,1082822758,0
77,0,0,3230306406,1075838977,0,3230306406,1075838977,0,3230306406,1075838977,0
78,0,0,3231711232,3035278458,0,3231711232,3035278458,0,3231711232,3035278458,0
79,0,0,3230306405,3223322628,0,3230306405,3223322628,0,3230306405,3223322628,0
80,0,0,3223322622,3230306407,0,3223322622,3230306407,0,3223322622,3230306407,0
81,0,0,864029405,3231711232,0,864029405,3231711232,0,864029405,3231711232,0
82,0,0,1075838974,3230306407,0,1075838974,3230306407,0,1075838974,3230306407,0
83,0,0,1082822760,3223322619,0,1082822760,3223322619,0,1082822760,3223322619,0
84,0,0,1084227584,0,1077936128,1077936128,0,1,1077936128,0,1
85,0,0,1082822758,1075838976,1077936128,1076250337,1069547520,1,1076250337,1069547520,1
86,0,0,1075838975,1082822759,1077936128,1069547519,1076250338,1,1069547519,1076250338,1
87,0,0,3026889850,1084227584,1077936128,3020738019,1077936128,1,3020738019,1077936128,1
88,0,0,3223322625,1082822758,1077936128,3217031170,1076250337,1,3217031170,1076250337,1
89,0,0,3230306406,1075838977,1077936128,3223733985,1069547522,1,3223733985,1069547522,1
90,0,0,3231711232,3035278458,1077936128,3225419776,3029126627,1,3225419776,3029126627,1
91,0,0,3230306405,3223322628,1077936128,3223733984,3217031173,1,3223733984,3217031173,1
92,0,0,3223322622,3230306407,1077936128,3217031166,3223733986,1,3217031166,3223733986,1
93,0,0,864029405,3231711232,1077936128,857319075,3225419776,1,857319075,3225419776,1
94,0,0,1075838974,3230306407,1077936128,1069547518,3223733986,1,1069547518,3223733986,1
95,0,0,1082822760,3223322619,1077936128,1076250340,3217031162,1,1076250340,3217031162,1
96,0,0,1084227584,0,1094713344,1084227584,0,0,1084227584,0,0
97,0,0,1082822758,1075838976,1094713344,1082822758,1075838976,0,1082822758,1075838976,0
98,0,0,1075838975,1082822759,1094713344,1075838975,1082822759,0,1075838975,1082822759,0
99,0,0,3026889850,1084227584,1094713344,3026889850,1084227584,0,3026889850,1084227584,0
100,0,0,3223322625,1082822758,1094713344,3223322625,1082822758,0,3223322625,1082822758,0
101,0,0,3230306406,1075838977,1094713344,3230306406,1075838977,0,3230306406,1075838977,0
102,0,0,3231711232,3035278458,1094713344,3231711232,3035278458,0,3231711232,3035278458,0
103,0,0,3230306405,3223322628,1094713344,3230306405,3223322628,0,3230306405,3223322628,0
104,0,0,3223322622,3230306407,1094713344,3223322622,3230306407,0,3223322622,3230306407,0
105,0,0,864029405,3231711232,1094713344,864029405,3231711232,0,864029405,3231711232,0
106,0,0,1075838974,3230306407,1094713344,1075838974,3230306407,0,1075838974,3230306407,0
107,0,0,1082822760,3223322619,1094713344,1082822760,3223322619,0,1082822760,3223322619,0
108,0,0,1091567616,0,0,1091567616,0,0,1091567616,0,0
109,0,0,1090087506,1083179008,0,1090087506,1083179008,0,1090087506,1083179008,0
110,0,0,1083179007,1090087507,0,1083179007,1090087507,0,1083179007,1090087507,0
111,0,0,3033740500,1091567616,0,3033740500,1091567616,0,3033740500,1091567616,0
112,0,0,3230662657,1090087506,0,3230662657,1090087506,0,3230662657,1090087506,0
113,0,0,3237571154,1083179009,0,3237571154,1083179009,0,3237571154,1083179009,0
114,0,0,3239051264,3042129108,0,3239051264,3042129108,0,3239051264,3042129108,0
115,0,0,3237571152,3230662659,0,3237571152,3230662659,0,3237571152,3230662659,0
116,0,0,3230662654,3237571155,0,3230662654,3237571155,0,3230662654,3237571155,0
117,0,0,870742516,3239051264,0,870742516,3239051264,0,870742516,3239051264,0
118,0,0,1083179006,3237571155,0,1083179006,3237571155,0,1083179006,3237571155,0
119,0,0,1090087509,3230662652,0,1090087509,3230662652,0,1090087509,3230662652,0
120,0,0,1091567616,0,1077936128,1077936128,0,1,1077936128,0,1
121,0,0,1090087506,1083179008,1077936128,1076250338,1069547520,1,1076250338,1069547520,1
122,0,0,1083179007,1090087507,1077936128,1069547519,1076250338,1,1069547519,1076250338,1
123,0,0,3033740500,1091567616,1077936128,3020738019,1077936128,1,3020738019,1077936128,1
124,0,0,3230662657,1090087506,1077936128,3217031170,1076250338,1,3217031170,1076250338,1
125,0,0,3237571154,1083179009,1077936128,3223733986,1069547522,1,3223733986,1069547522,1
126,0,0,3239051264,3042129108,1077936128,3225419776,3029126627,1,3225419776,3029126627,1
127,0,0,3237571152,3230662659,1077936128,3223733984,3217031172,1,3223733984,3217031172,1
128,0,0,3230662654,3237571155,1077936128,3217031166,3223733986,1,3217031166,3223733986,1
129,0,0,870742516,3239051264,1077936128,857319075,3225419776,1,857319075,3225419776,1
130,0,0,1083179006,3237571155,1077936128,1069547518,3223733986,1,1069547518,3223733986,1
131,0,0,1090087509,3230662652,1077936128,1076250340,3217031163,1,1076250340,3217031163,1
132,0,0,1091567616,0,1094713344,1091567616,0,0,1091567616,0,0
133,0,0,1090087506,1083179008,1094713344,1090087506,1083179008,0,1090087506,1083179008,0
134,0,0,1083179007,1090087507,1094713344,1083179007,1090087507,0,1083179007,1090087507,0
135,0,0,3033740500,1091567616,1094713344,3033740500,1091567616,0,3033740500,1091567616,0
136,0,0,3230662657,1090087506,1094713344,3230662657,1090087506,0,3230662657,1090087506,0
137,0,0,3237571154,1083179009,1094713344,3237571154,1083179009,0,3237571154,1083179009,0
138,0,0,3239051264,3042129108,1094713344,3239051264,3042129108,0,3239051264,3042129108,0
139,0,0,3237571152,3230662659,1094713344,3237571152,3230662659,0,3237571152,3230662659,0
140,0,0,3230662654,3237571155,1094713344,3230662654,3237571155,0,3230662654,3237571155,0
141,0,0,870742516,3239051264,1094713344,870742516,3239051264,0,870742516,3239051264,0
142,0,0,1083179006,3237571155,1094713344,1083179006,3237571155,0,1083179006,3237571155,0
143,0,0,1090087509,3230662652,1094713344,1090087509,3230662652,0,1090087509,3230662652,0
144,0,0,1101004800,0,0,1101004800,0,0,1101004800,0,0
145,0,0,1099599974,1092616192,0,1099599974,1092616192,0,1099599974,1092616192,0
146,0,0,1092616191,1099599975,0,1092616191,1099599975,0,1092616191,1099599975,0
147,0,0,3043667066,1101004800,0,3043667066,1101004800,0,3043667066,1101004800,0
148,0,0,3240099841,1099599974,0,3240099841,1099599974,0,3240099841,1099599974,0
149,0,0,3247083622,1092616193,0,3247083622,1092616193,0,3247083622,1092616193,0
150,0,0,3248488448,3052055674,0,3248488448,3052055674,0,3248488448,3052055674,0
151,0,0,3247083621,3240099844,0,3247083621,3240099844,0,3247083621,3240099844,0
152,0,0,3240099838,3247083623,0,3240099838,3247083623,0,3240099838,3247083623,0
153,0,0,880806621,3248488448,0,880806621,3248488448,0,880806621,3248488448,0
154,0,0,1092616190,3247083623,0,1092616190,3247083623,0,1092616190,3247083623,0
155,0,0,1099599976,3240099835,0,1099599976,3240099835,0,1099599976,3240099835,0
156,0,0,1101004800,0,1077936128,1077936128,0,1,1077936128,0,1
157,0,0,1099599974,1092616192,1077936128,1076250337,1069547520,1,1076250337,1069547520,1
158,0,0,1092616191,1099599975,1077936128,1069547519,1076250338,1,1069547519,1076250338,1
159,0,0,3043667066,1101004800,1077936128,3020738019,1077936128,1,3020738019,1077936128,1
160,0,0,3240099841,1099599974,1077936128,3217031170,1076250337,1,3217031170,1076250337,1
161,0,0,3247083622,1092616193,1077936128,3223733985,1069547522,1,3223733985,1069547522,1
162,0,0,3248488448,3052055674,1077936128,3225419776,3029126627,1,3225419776,3029126627,1
163,0,0,3247083621,3240099844,1077936128,3223733984,3217031173,1,3223733984,3217031173,1
164,0,0,3240099838,3247083623,1077936128,3217031166,3223733986,1,3217031166,3223733986,1
165,0,0,880806621,3248488448,1077936128,857319075,3225419776,1,857319075,3225419776,1
166,0,0,1092616190,3247083623,1077936128,1069547518,3223733986,1,1069547518,3223733986,1
167,0,0,1099599976,3240099835,1077936128,1076250340,3217031162,1,1076250340,3217031162,1
168,0,0,1101004800,0,1094713344,1094713344,0,1,1094713344,0,1
169,0,0,1099599974,1092616192,1094713344,1093027553,1086324736,1,1093027553,1086324736,1
170,0,0,1092616191,1099599975,1094713344,1086324735,1093027554,1,1086324735,1093027554,1
171,0,0,3043667066,1101004800,1094713344,3037515235,1094713344,1,3037515235,1094713344,1
172,0,0,3240099841,1099599974,1094713344,3233808386,1093027553,1,3233808386,1093027553,1
173,0,0,3247083622,1092616193,1094713344,3240511201,1086324738,1,3240511201,1086324738,1
174,0,0,3248488448,3052055674,1094713344,3242196992,3045903843,1,3242196992,3045903843,1
175,0,0,3247083621,3240099844,1094713344,3240511200,3233808389,1,3240511200,3233808389,1
176,0,0,3240099838,3247083623,1094713344,3233808382,3240511202,1,3233808382,3240511202,1
177,0,0,880806621,3248488448,1094713344,874096291,3242196992,1,874096291,3242196992,1
178,0,0,1092616190,3247083623,1094713344,1086324734,3240511202,1,1086324734,3240511202,1
179,0,0,1099599976,3240099835,1094713344,1093027556,3233808378,1,1093027556,3233808378,1
180,0,0,1109393408,0,0,1109393408,0,0,1109393408,0,0
181,0,0,1107988582,1101004800,0,1107988582,1101004800,0,1107988582,1101004800,0
182,0,0,1101004799,1107988583,0,1101004799,1107988583,0,1101004799,1107988583,0
183,0,0,3052055674,1109393408,0,3052055674,1109393408,0,3052055674,1109393408,0
184,0,0,3248488449,1107988582,0,3248488449,1107988582,0,3248488449,1107988582,0
185,0,0,3255472230,1101004801,0,3255472230,1101004801,0,3255472230,1101004801,0
186,0,0,3256877056,3060444282,0,3256877056,3060444282,0,3256877056,3060444282,0
187,0,0,3255472229,3248488452,0,3255472229,3248488452,0,3255472229,3248488452,0
188,0,0,3248488446,3255472231,0,3248488446,3255472231,0,3248488446,3255472231,0
189,0,0,889195229,3256877056,0,889195229,3256877056,0,889195229,3256877056,0
190,0,0,1101004798,3255472231,0,1101004798,3255472231,0,1101004798,3255472231,0
191,0,0,1107988584,3248488443,0,1107988584,3248488443,0,1107988584,3248488443,0
192,0,0,1109393408,0,1077936128,1077936128,0,1,1077936128,0,1
193,0,0,1107988582,1101004800,1077936128,1076250337,1069547520,1,1076250337,1069547520,1
194,0,0,1101004799,1107988583,1077936128,1069547519,1076250338,1,1069547519,1076250338,1
195,0,0,3052055674,1109393408,1077936128,3020738019,1077936128,1,3020738019,1077936128,1
196,0,0,3248488449,1107988582,1077936128,3217031170,1076250337,1,3217031170,1076250337,1
197,0,0,3255472230,1101004801,1077936128,3223733985,1069547522,1,3223733985,1069547522,1
198,0,0,3256877056,3060444282,1077936128,3225419776,3029126627,1,3225419776,3029126627,1
199,0,0,3255472229,3248488452,1077936128,3223733984,3217031173,1,3223733984,3217031173,1
200,0,0,3248488446,3255472231,1077936128,3217031166,3223733986,1,3217031166,3223733986,1
201,0,0,889195229,3256877056,1077936128,857319075,3225419776,1,857319075,3225419776,1
202,0,0,1101004798,3255472231,1077936128,1069547518,3223733986,1,1069547518,3223733986,1
203,0,0,1107988584,3248488443,1077936128,1076250340,3217031162,1,1076250340,3217031162,1
204,0,0,1109393408,0,1094713344,1094713344,0,1,1094713344,0,1
205,0,0,1107988582,1101004800,1094713344,1093027553,1086324736,1,1093027553,1086324736,1
206,0,0,1101004799,1107988583,1094713344,1086324735,1093027554,1,1086324735,1093027554,1
207,0,0,3052055674,1109393408,1094713344,3037515235,1094713344,1,3037515235,1094713344,1
208,0,0,3248488449,1107988582,1094713344,3233808386,1093027553,1,3233808386,1093027553,1
209,0,0,3255472230,1101004801,1094713344,3240511201,1086324738,1,3240511201,1086324738,1
210,0,0,3256877056,3060444282,1094713344,3242196992,3045903843,1,3242196992,3045903843,1
211,0,0,3255472229,3248488452,1094713344,3240511200,3233808389,1,3240511200,3233808389,1
212,0,0,3248488446,3255472231,1094713344,3233808382,3240511202,1,3233808382,3240511202,1
213,0,0,889195229,3256877056,1094713344,874096291,3242196992,1,874096291,3242196992,1
214,0,0,1101004798,3255472231,1094713344,1086324734,3240511202,1,1086324734,3240511202,1
215,0,0,1107988584,3248488443,1094713344,1093027556,3233808378,1,1093027556,3233808378,1
216,1056964608,0,1056964608,0,0,1056964608,0,0,1056964608,0,0
217,1056964608,0,1054716887,1048576000,0,1054716887,1048576000,0,1054716887,1048576000,0
218,1056964608,0,1048575999,1054716888,0,1048575999,1054716888,0,1048575999,1054716888,0
219,1056964608,0,2998648110,1056964608,0,2998648110,1056964608,0,2998648110,1056964608,0
220,1056964608,0,3196059649,1054716887,0,3196059649,1054716887,0,3196059649,1054716887,0
221,1056964608,0,3202200535,1048576001,0,3202200535,1048576001,0,3202200535,1048576001,0
222,1056964608,0,3204448256,3007036718,0,3204448256,3007036718,0,3204448256,3007036718,0
223,1056964608,0,3202200533,3196059651,0,3202200533,3196059651,0,3202200533,3196059651,0
224,1056964608,0,3196059645,3202200536,0,3196059645,3202200536,0,3196059645,3202200536,0
225,1056964608,0,835509806,3204448256,0,835509806,3204448256,0,835509806,3204448256,0
226,1056964608,0,1048575997,3202200536,0,1048575997,3202200536,0,1048575997,3202200536,0
227,1056964608,0,1054716890,3196059640,0,1054716890,3196059640,0,1054716890,3196059640,0
228,1056964608,0,1056964608,0,1077936128,1056964608,0,0,1056964608,0,1
229,1056964608,0,1054716887,1048576000,1077936128,1054716887,1048576000,0,1054716887,1048576000,1
230,1056964608,0,1048575999,1054716888,1077936128,1048575999,1054716888,0,1048575999,1054716888,1
231,1056964608,0,2998648110,1056964608,1077936128,2998648110,1056964608,0,2998648110,1056964608,1
232,1056964608,0,3196059649,1054716887,1077936128,3196059649,1054716887,0,3196059649,1054716887,1
233,1056964608,0,3202200535,1048576001,1077936128,3202200535,1048576001,0,3202200535,1048576001,1
234,1056964608,0,3204448256,3007036718,1077936128,3204448256,3007036718,0,3204448256,3007036718,1
235,1056964608,0,3202200533,3196059651,1077936128,3202200533,3196059651,0,3202200533,3196059651,1
236,1056964608,0,3196059645,3202200536,1077936128,3196059645,3202200536,0,3196059645,3202200536,1
237,1056964608,0,835509806,3204448256,1077936128,835509806,3204448256,0,835509806,3204448256,1
238,1056964608,0,1048575997,3202200536,1077936128,1048575997,3202200536,0,1048575997,3202200536,1
239,1056964608,0,1054716890,3196059640,1077936128,1054716890,3196059640,0,1054716890,3196059640,1
240,1056964608,0,1056964608,0,1094713344,1056964608,0,0,1056964608,0,1
241,1056964608,0,1054716887,1048576000,1094713344,1054716887,1048576000,0,1054716887,1048576000,1
242,1056964608,0,1048575999,1054716888,1094713344,1048575999,1054716888,0,1048575999,1054716888,1
243,1056964608,0,2998648110,1056964608,1094713344,2998648110,1056964608,0,2998648110,1056964608,1
244,1056964608,0,3196059649,1054716887,1094713344,3196059649,1054716887,0,3196059649,1054716887,1
245,1056964608,0,3202200535,1048576001,1094713344,3202200535,1048576001,0,3202200535,1048576001,1
246,1056964608,0,3204448256,3007036718,1094713344,3204448256,3007036718,0,3204448256,3007036718,1
247,1056964608,0,3202200533,3196059651,1094713344,3202200533,3196059651,0,3202200533,3196059651,1
248,1056964608,0,3196059645,3202200536,1094713344,3196059645,3202200536,0,3196059645,3202200536,1
249,1056964608,0,835509806,3204448256,1094713344,835509806,3204448256,0,835509806,3204448256,1
250,1056964608,0,1048575997,3202200536,1094713344,1048575997,3202200536,0,1048575997,3202200536,1
251,1056964608,0,1054716890,3196059640,1094713344,1054716890,3196059640,0,1054716890,3196059640,1
252,1056964608,0,1075838976,0,0,1075838976,0,0,1075838976,0,0
253,1056964608,0,1074434150,1067450368,0,1074434150,1067450368,0,1074434150,1067450368,0
254,1056964608,0,1067450367,1074434151,0,1067450367,1074434151,0,1067450367,1074434151,0
255,1056964608,0,3018501242,1075838976,0,3018501242,1075838976,0,3018501242,1075838976,0
256,1056964608,0,3214934017,1074434150,0,3214934017,1074434150,0,3214934017,1074434150,0
257,1056964608,0,3221917798,1067450369,0,3221917798,1067450369,0,3221917798,1067450369,0
258,1056964608,0,3223322624,3026889850,0,3223322624,3026889850,0,3223322624,3026889850,0
259,1056964608,0,3221917797,3214934020,0,3221917797,3214934020,0,3221917797,3214934020,0
260,1056964608,0,3214934014,3221917799,0,3214934014,3221917799,0,3214934014,3221917799,0
261,1056964608,0,855640797,3223322624,0,855640797,3223322624,0,855640797,3223322624,0
262,1056964608,0,1067450366,3221917799,0,1067450366,3221917799,0,1067450366,3221917799,0
263,1056964608,0,1074434152,3214934011,0,1074434152,3214934011,0,1074434152,3214934011,0
264,1056964608,0,1075838976,0,1077936128,1075838976,0,0,1075838976,0,1
265,1056964608,0,1074434150,1067450368,1077936128,1074434150,1067450368,0,1074434150,1067450368,1
266,1056964608,0,1067450367,1074434151,1077936128,1067450367,1074434151,0,1067450367,1074434151,1
267,1056964608,0,3018501242,1075838976,1077936128,3018501242,1075838976,0,3018501242,1075838976,1
268,1056964608,0,3214934017,1074434150,1077936128,3214934017,1074434150,0,3214934017,1074434150,1
269,1056964608,0,3221917798,1067450369,1077936128,3221917798,1067450369,0,3221917798,1067450369,1
270,1056964608,0,3223322624,3026889850,1077936128,3223322624,3026889850,0,3223322624,3026889850,1
271,1056964608,0,3221917797,3214934020,1077936128,3221917797,3214934020,0,3221917797,3214934020,1
272,1056964608,0,3214934014,3221917799,1077936128,3214934014,3221917799,0,3214934014,3221917799,1
273,1056964608,0,855640797,3223322624,1077936128,855640797,3223322624,0,855640797,3223322624,1
274,1056964608,0,1067450366,3221917799,1077936128,1067450366,3221917799,0,1067450366,3221917799,1
275,1056964608,0,1074434152,3214934011,1077936128,1074434152,3214934011,0,1074434152,3214934011,1
276,1056964608,0,1075838976,0,1094713344,1075838976,0,0,1075838976,0,1
277,1056964608,0,1074434150,1067450368,1094713344,1074434150,1067450368,0,1074434150,1067450368,1
278,1056964608,0,1067450367,1074434151,1094713344,1067450367,1074434151,0,1067450367,1074434151,1
279,1056964608,0,3018501242,1075838976,1094713344,3018501242,1075838976,0,3018501242,1075838976,1
280,1056964608,0,3214934017,1074434150,1094713344,3214934017,1074434150,0,3214934017,1074434150,1
281,1056964608,0,3221917798,1067450369,1094713344,3221917798,1067450369,0,3221917798,1067450369,1
282,1056964608,0,3223322624,3026889850,1094713344,3223322624,3026889850,0,3223322624,3026889850,1
283,1056964608,0,3221917797,3214934020,1094713344,3221917797,3214934020,0,3221917797,3214934020,1
284,1056964608,0,3214934014,3221917799,1094713344,3214934014,3221917799,0,3214934014,3221917799,1
285,1056964608,0,855640797,3223322624,1094713344,855640797,3223322624,0,855640797,3223322624,1
286,1056964608,0,1067450366,3221917799,1094713344,1067450366,3221917799,0,1067450366,3221917799,1
287,1056964608,0,1074434152,3214934011,1094713344,1074434152,3214934011,0,1074434152,3214934011,1
288,1056964608,0,1084227584,0,0,1084227584,0,0,1084227584,0,0
289,1056964608,0,1082822758,1075838976,0,1082822758,1075838976,0,1082822758,1075838976,0
290,1056964608,0,1075838975,1082822759,0,1075838975,1082822759,0,1075838975,1082822759,0
291,1056964608,0,3026889850,1084227584,0,3026889850,1084227584,0,3026889850,1084227584,0
292,1056964608,0,3223322625,1082822758,0,3223322625,1082822758,0,3223322625,1082822758,0
293,1056964608,0,3230306406,1075838977,0,3230306406,1075838977,0,3230306406,1075838977,0
294,1056964608,0,3231711232,3035278458,0,3231711232,3035278458,0,3231711232,3035278458,0
295,1056964608,0,3230306405,3223322628,0,3230306405,3223322628,0,3230306405,3223322628,0
296,1056964608,0,3223322622,3230306407,0,3223322622,3230306407,0,3223322622,3230306407,0
297,1056964608,0,864029405,3231711232,0,864029405,3231711232,0,864029405,3231711232,0
298,1056964608,0,1075838974,3230306407,0,1075838974,3230306407,0,1075838974,3230306407,0
299,1056964608,0,1082822760,3223322619,0,1082822760,3223322619,0,1082822760,3223322619,0
300,1056964608,0,1084227584,0,1077936128,1077936128,0,1,1077936128,0,1
301,1056964608,0,1082822758,1075838976,1077936128,1070875541,1075838976,1,1070875541,1075838976,1
302,1056964608,0,1075838975,1082822759,1077936128,0,1077936128,1,0,1077936128,1
303,1056964608,0,3026889850,1084227584,1077936128,0,1077936128,1,3026889850,1077936128,1
304,1056964608,0,3223322625,1082822758,1077936128,0,1077936128,1,3223322625,1070875538,1
305,1056964608,0,3230306406,1075838977,1077936128,3218359185,1075838977,1,3225419776,0,1
306,1056964608,0,3231711232,3035278458,1077936128,3225419776,3035278458,1,3225419776,2147483648,1
307,1056964608,0,3230306405,3223322628,1077936128,3218359177,3223322628,1,3225419776,2147483648,1
308,1056964608,0,3223322622,3230306407,1077936128,0,3225419776,1,3223322622,3218359195,1
309,1056964608,0,864029405,3231711232,1077936128,0,3225419776,1,864029405,3225419776,1
310,1056964608,0,1075838974,3230306407,1077936128,0,3225419776,1,0,3225419776,1
311,1056964608,0,1082822760,3223322619,1077936128,1070875555,3223322619,1,1070875555,3223322619,1
312,1056964608,0,1084227584,0,1094713344,1084227584,0,0,1084227584,0,1
313,1056964608,0,1082822758,1075838976,1094713344,1082822758,1075838976,0,1082822758,1075838976,1
314,1056964608,0,1075838975,1082822759,1094713344,1075838975,1082822759,0,1075838975,1082822759,1
315,1056964608,0,3026889850,1084227584,1094713344,3026889850,1084227584,0,3026889850,1084227584,1
