#parameters
idx,enabled,fs_thr,rc3_min,fs_thr_value,fs_gcs,acro_roll,acro_pitch,angle_roll_p,angle_pitch_p,pilot_spd_up,adsb,passed,calls,messages
157,0,1,1000,905,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
158,0,1,1000,905,0,1120272384,1065353216,1083179008,1083179008,0,0,1,0,-|-
159,0,1,1000,905,0,1120272384,1065353216,1083179008,1083179008,0,1,1,0,-|-
160,0,1,1000,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
161,0,1,1000,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
162,0,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
163,0,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
164,0,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,0,0,1,0,-|-
165,0,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,0,1,1,0,-|-
166,0,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
167,0,1,1000,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
168,0,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
169,0,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
170,0,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,0,0,1,0,-|-
171,0,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,0,1,1,0,-|-
172,0,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
173,0,1,1000,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
174,0,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
175,0,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
176,0,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,0,0,1,0,-|-
177,0,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,0,1,1,0,-|-
178,0,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
179,0,1,1000,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
180,0,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
181,0,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
182,0,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,0,0,1,0,-|-
183,0,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,0,1,1,0,-|-
184,0,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
185,0,1,1000,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
186,0,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
187,0,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
188,0,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,0,0,1,0,-|-
189,0,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,0,1,1,0,-|-
190,0,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
191,0,1,1000,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
192,0,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
193,0,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
194,0,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,0,0,1,0,-|-
195,0,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,0,1,1,0,-|-
196,0,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
197,0,1,1000,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
198,0,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
199,0,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
200,0,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,0,0,1,0,-|-
201,0,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,0,1,1,0,-|-
202,0,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
203,0,1,1000,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
204,0,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
205,0,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
206,0,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,0,0,1,0,-|-
207,0,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,0,1,1,0,-|-
208,0,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
209,0,1,1000,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
210,0,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
211,0,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
212,0,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,0,0,1,0,-|-
213,0,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,0,1,1,0,-|-
214,0,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
215,0,1,1000,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
216,0,1,915,905,0,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
217,0,1,915,905,0,1065353216,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
218,0,1,915,905,0,1065353216,1065353216,1083179008,1083179008,0,0,1,0,-|-
219,0,1,915,905,0,1065353216,1065353216,1083179008,1083179008,0,1,1,0,-|-
220,0,1,915,905,0,1065353216,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
221,0,1,915,905,0,1065353216,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
222,0,1,915,905,0,3212836864,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
223,0,1,915,905,0,3212836864,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
224,0,1,915,905,0,3212836864,1065353216,1083179008,1083179008,0,0,1,0,-|-
225,0,1,915,905,0,3212836864,1065353216,1083179008,1083179008,0,1,1,0,-|-
226,0,1,915,905,0,3212836864,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
227,0,1,915,905,0,3212836864,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
228,0,1,915,905,0,1120272384,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
229,0,1,915,905,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
230,0,1,915,905,0,1120272384,1065353216,1083179008,1083179008,0,0,1,0,-|-
231,0,1,915,905,0,1120272384,1065353216,1083179008,1083179008,0,1,1,0,-|-
232,0,1,915,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
233,0,1,915,905,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
234,0,1,915,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
235,0,1,915,905,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
236,0,1,915,905,2,1065353216,1065353216,1083179008,1083179008,0,0,1,0,-|-
237,0,1,915,905,2,1065353216,1065353216,1083179008,1083179008,0,1,1,0,-|-
238,0,1,915,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
239,0,1,915,905,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
240,0,1,915,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
241,0,1,915,905,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
242,0,1,915,905,2,3212836864,1065353216,1083179008,1083179008,0,0,1,0,-|-
243,0,1,915,905,2,3212836864,1065353216,1083179008,1083179008,0,1,1,0,-|-
244,0,1,915,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
245,0,1,915,905,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
246,0,1,915,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
247,0,1,915,905,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
248,0,1,915,905,2,1120272384,1065353216,1083179008,1083179008,0,0,1,0,-|-
249,0,1,915,905,2,1120272384,1065353216,1083179008,1083179008,0,1,1,0,-|-
250,0,1,915,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
251,0,1,915,905,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
252,0,1,915,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
253,0,1,915,975,0,1065353216,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
254,0,1,915,975,0,1065353216,1065353216,1083179008,1083179008,0,0,1,0,-|-
255,0,1,915,975,0,1065353216,1065353216,1083179008,1083179008,0,1,1,0,-|-
256,0,1,915,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
257,0,1,915,975,0,1065353216,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
258,0,1,915,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
259,0,1,915,975,0,3212836864,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
260,0,1,915,975,0,3212836864,1065353216,1083179008,1083179008,0,0,1,0,-|-
261,0,1,915,975,0,3212836864,1065353216,1083179008,1083179008,0,1,1,0,-|-
262,0,1,915,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
263,0,1,915,975,0,3212836864,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
264,0,1,915,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
265,0,1,915,975,0,1120272384,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
266,0,1,915,975,0,1120272384,1065353216,1083179008,1083179008,0,0,1,0,-|-
267,0,1,915,975,0,1120272384,1065353216,1083179008,1083179008,0,1,1,0,-|-
268,0,1,915,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
269,0,1,915,975,0,1120272384,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
270,0,1,915,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
271,0,1,915,975,2,1065353216,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
272,0,1,915,975,2,1065353216,1065353216,1083179008,1083179008,0,0,1,0,-|-
273,0,1,915,975,2,1065353216,1065353216,1083179008,1083179008,0,1,1,0,-|-
274,0,1,915,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
275,0,1,915,975,2,1065353216,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
276,0,1,915,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
277,0,1,915,975,2,3212836864,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
278,0,1,915,975,2,3212836864,1065353216,1083179008,1083179008,0,0,1,0,-|-
279,0,1,915,975,2,3212836864,1065353216,1083179008,1083179008,0,1,1,0,-|-
280,0,1,915,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
281,0,1,915,975,2,3212836864,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
282,0,1,915,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
283,0,1,915,975,2,1120272384,1065353216,1083179008,1083179008,1075838976,1,1,0,-|-
284,0,1,915,975,2,1120272384,1065353216,1083179008,1083179008,0,0,1,0,-|-
285,0,1,915,975,2,1120272384,1065353216,1083179008,1083179008,0,1,1,0,-|-
286,0,1,915,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,0,1,0,-|-
287,0,1,915,975,2,1120272384,1065353216,1083179008,1083179008,3212836864,1,1,0,-|-
288,1,0,1000,905,0,1065353216,1065353216,1083179008,1083179008,1075838976,0,1,0,-|-
289,1,0,1000,905,0,1065353216,1065353216,1083179008,1083179008,1075838976,1,0,1,ADSB threat detected|ADSB threat detected
290,1,0,1000,905,0,1065353216,1065353216,1083179008,1083179008,0,0,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
291,1,0,1000,905,0,1065353216,1065353216,1083179008,1083179008,0,1,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
292,1,0,1000,905,0,1065353216,1065353216,1083179008,1083179008,3212836864,0,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
293,1,0,1000,905,0,1065353216,1065353216,1083179008,1083179008,3212836864,1,0,1,Check PILOT_SPD_UP|Check PILOT_SPD_UP
