#control
kind,a,b,c,d,e,f,out1,out2
sqrt,3214934016,0,3212836864,0,0,0,2147483648,0
sqrt,3212836864,0,3212836864,0,0,0,2147483648,0
sqrt,3208642560,0,3212836864,0,0,0,2147483648,0
sqrt,3204448256,0,3212836864,0,0,0,2147483648,0
sqrt,3196059648,0,3212836864,0,0,0,2147483648,0
sqrt,0,0,3212836864,0,0,0,0,0
sqrt,1048576000,0,3212836864,0,0,0,0,0
sqrt,1056964608,0,3212836864,0,0,0,0,0
sqrt,1061158912,0,3212836864,0,0,0,0,0
sqrt,1065353216,0,3212836864,0,0,0,0,0
sqrt,1067450368,0,3212836864,0,0,0,0,0
sqrt,1069547520,0,3212836864,0,0,0,0,0
sqrt,1071644672,0,3212836864,0,0,0,0,0
sqrt,1073741824,0,3212836864,0,0,0,0,0
sqrt,1074790400,0,3212836864,0,0,0,0,0
sqrt,1075838976,0,3212836864,0,0,0,0,0
sqrt,1076887552,0,3212836864,0,0,0,0,0
sqrt,1077936128,0,3212836864,0,0,0,0,0
sqrt,1078984704,0,3212836864,0,0,0,0,0
sqrt,1080033280,0,3212836864,0,0,0,0,0
sqrt,1081081856,0,3212836864,0,0,0,0,0
sqrt,1082130432,0,3212836864,0,0,0,0,0
sqrt,1082654720,0,3212836864,0,0,0,0,0
sqrt,1083179008,0,3212836864,0,0,0,0,0
sqrt,1083703296,0,3212836864,0,0,0,0,0
sqrt,1084227584,0,3212836864,0,0,0,0,0
sqrt,1084751872,0,3212836864,0,0,0,0,0
sqrt,1085276160,0,3212836864,0,0,0,0,0
sqrt,1085800448,0,3212836864,0,0,0,0,0
sqrt,1086324736,0,3212836864,0,0,0,0,0
sqrt,1086849024,0,3212836864,0,0,0,0,0
sqrt,1087373312,0,3212836864,0,0,0,0,0
sqrt,1087897600,0,3212836864,0,0,0,0,0
sqrt,1088421888,0,3212836864,0,0,0,0,0
sqrt,1088946176,0,3212836864,0,0,0,0,0
sqrt,1089470464,0,3212836864,0,0,0,0,0
sqrt,1089994752,0,3212836864,0,0,0,0,0
sqrt,1090519040,0,3212836864,0,0,0,0,0
sqrt,1090781184,0,3212836864,0,0,0,0,0
sqrt,1091043328,0,3212836864,0,0,0,0,0
sqrt,1091305472,0,3212836864,0,0,0,0,0
sqrt,1091567616,0,3212836864,0,0,0,0,0
sqrt,1091829760,0,3212836864,0,0,0,0,0
sqrt,1092091904,0,3212836864,0,0,0,0,0
sqrt,1092354048,0,3212836864,0,0,0,0,0
sqrt,1092616192,0,3212836864,0,0,0,0,0
sqrt,1092878336,0,3212836864,0,0,0,0,0
sqrt,1093140480,0,3212836864,0,0,0,0,0
sqrt,1093402624,0,3212836864,0,0,0,0,0
sqrt,1093664768,0,3212836864,0,0,0,0,0
sqrt,1093926912,0,3212836864,0,0,0,0,0
sqrt,1094189056,0,3212836864,0,0,0,0,0
sqrt,1094451200,0,3212836864,0,0,0,0,0
sqrt,1094713344,0,3212836864,0,0,0,0,0
sqrt,1094975488,0,3212836864,0,0,0,0,0
sqrt,1095237632,0,3212836864,0,0,0,0,0
sqrt,1095499776,0,3212836864,0,0,0,0,0
sqrt,1095761920,0,3212836864,0,0,0,0,0
sqrt,1096024064,0,3212836864,0,0,0,0,0
sqrt,1096286208,0,3212836864,0,0,0,0,0
sqrt,1096548352,0,3212836864,0,0,0,0,0
sqrt,1096810496,0,3212836864,0,0,0,0,0
sqrt,1097072640,0,3212836864,0,0,0,0,0
sqrt,1097334784,0,3212836864,0,0,0,0,0
sqrt,1097596928,0,3212836864,0,0,0,0,0
sqrt,1097859072,0,3212836864,0,0,0,0,0
sqrt,3245342720,0,3212836864,992204554,0,0,2147483648,0
sqrt,3245080576,0,3212836864,992204554,0,0,2147483648,0
sqrt,3244818432,0,3212836864,992204554,0,0,2147483648,0
sqrt,3244556288,0,3212836864,992204554,0,0,2147483648,0
sqrt,3244294144,0,3212836864,992204554,0,0,2147483648,0
sqrt,3244032000,0,3212836864,992204554,0,0,2147483648,0
sqrt,3243769856,0,3212836864,992204554,0,0,2147483648,0
sqrt,3243507712,0,3212836864,992204554,0,0,2147483648,0
sqrt,3243245568,0,3212836864,992204554,0,0,2147483648,0
sqrt,3242983424,0,3212836864,992204554,0,0,2147483648,0
sqrt,3242721280,0,3212836864,992204554,0,0,2147483648,0
sqrt,3242459136,0,3212836864,992204554,0,0,2147483648,0
sqrt,3242196992,0,3212836864,992204554,0,0,2147483648,0
sqrt,3241934848,0,3212836864,992204554,0,0,2147483648,0
sqrt,3241672704,0,3212836864,992204554,0,0,2147483648,0
sqrt,3241410560,0,3212836864,992204554,0,0,2147483648,0
sqrt,3241148416,0,3212836864,992204554,0,0,2147483648,0
sqrt,3240886272,0,3212836864,992204554,0,0,2147483648,0
sqrt,3240624128,0,3212836864,992204554,0,0,2147483648,0
sqrt,3240361984,0,3212836864,992204554,0,0,2147483648,0
sqrt,3240099840,0,3212836864,992204554,0,0,2147483648,0
sqrt,3239837696,0,3212836864,992204554,0,0,2147483648,0
sqrt,3239575552,0,3212836864,992204554,0,0,2147483648,0
sqrt,3239313408,0,3212836864,992204554,0,0,2147483648,0
sqrt,3239051264,0,3212836864,992204554,0,0,2147483648,0
sqrt,3238789120,0,3212836864,992204554,0,0,2147483648,0
sqrt,3238526976,0,3212836864,992204554,0,0,2147483648,0
sqrt,3238264832,0,3212836864,992204554,0,0,2147483648,0
sqrt,3238002688,0,3212836864,992204554,0,0,2147483648,0
sqrt,3237478400,0,3212836864,992204554,0,0,2147483648,0
sqrt,3236954112,0,3212836864,992204554,0,0,2147483648,0
sqrt,3236429824,0,3212836864,992204554,0,0,2147483648,0
sqrt,3235905536,0,3212836864,992204554,0,0,2147483648,0
sqrt,3235381248,0,3212836864,992204554,0,0,2147483648,0
sqrt,3234856960,0,3212836864,992204554,0,0,2147483648,0
sqrt,3234332672,0,3212836864,992204554,0,0,2147483648,0
sqrt,3233808384,0,3212836864,992204554,0,0,2147483648,0
sqrt,3233284096,0,3212836864,992204554,0,0,2147483648,0
sqrt,3232759808,0,3212836864,992204554,0,0,2147483648,0
sqrt,3232235520,0,3212836864,992204554,0,0,2147483648,0
sqrt,3231711232,0,3212836864,992204554,0,0,2147483648,0
sqrt,3231186944,0,3212836864,992204554,0,0,2147483648,0
sqrt,3230662656,0,3212836864,992204554,0,0,2147483648,0
sqrt,3230138368,0,3212836864,992204554,0,0,2147483648,0
sqrt,3229614080,0,3212836864,992204554,0,0,2147483648,0
sqrt,3228565504,0,3212836864,992204554,0,0,2147483648,0
sqrt,3227516928,0,3212836864,992204554,0,0,2147483648,0
sqrt,3226468352,0,3212836864,992204554,0,0,2147483648,0
sqrt,3225419776,0,3212836864,992204554,0,0,2147483648,0
sqrt,3224371200,0,3212836864,992204554,0,0,2147483648,0
sqrt,3223322624,0,3212836864,992204554,0,0,2147483648,0
sqrt,3222274048,0,3212836864,992204554,0,0,2147483648,0
sqrt,3221225472,0,3212836864,992204554,0,0,2147483648,0
sqrt,3219128320,0,3212836864,992204554,0,0,2147483648,0
sqrt,3217031168,0,3212836864,992204554,0,0,2147483648,0
sqrt,3214934016,0,3212836864,992204554,0,0,2147483648,0
sqrt,3212836864,0,3212836864,992204554,0,0,2147483648,0
sqrt,3208642560,0,3212836864,992204554,0,0,2147483648,0
sqrt,3204448256,0,3212836864,992204554,0,0,2147483648,0
sqrt,3196059648,0,3212836864,992204554,0,0,2147483648,0
sqrt,0,0,3212836864,992204554,0,0,0,0
sqrt,1048576000,0,3212836864,992204554,0,0,0,0
sqrt,1056964608,0,3212836864,992204554,0,0,0,0
sqrt,1061158912,0,3212836864,992204554,0,0,0,0
sqrt,1065353216,0,3212836864,992204554,0,0,0,0
sqrt,1067450368,0,3212836864,992204554,0,0,0,0
sqrt,1069547520,0,3212836864,992204554,0,0,0,0
sqrt,1071644672,0,3212836864,992204554,0,0,0,0
sqrt,1073741824,0,3212836864,992204554,0,0,0,0
sqrt,1074790400,0,3212836864,992204554,0,0,0,0
sqrt,1075838976,0,3212836864,992204554,0,0,0,0
sqrt,1076887552,0,3212836864,992204554,0,0,0,0
sqrt,1077936128,0,3212836864,992204554,0,0,0,0
sqrt,1078984704,0,3212836864,992204554,0,0,0,0
sqrt,1080033280,0,3212836864,992204554,0,0,0,0
sqrt,1081081856,0,3212836864,992204554,0,0,0,0
sqrt,1082130432,0,3212836864,992204554,0,0,0,0
sqrt,1082654720,0,3212836864,992204554,0,0,0,0
sqrt,1083179008,0,3212836864,992204554,0,0,0,0
sqrt,1083703296,0,3212836864,992204554,0,0,0,0
sqrt,1084227584,0,3212836864,992204554,0,0,0,0
sqrt,1084751872,0,3212836864,992204554,0,0,0,0
sqrt,1085276160,0,3212836864,992204554,0,0,0,0
sqrt,1085800448,0,3212836864,992204554,0,0,0,0
sqrt,1086324736,0,3212836864,992204554,0,0,0,0
sqrt,1086849024,0,3212836864,992204554,0,0,0,0
sqrt,1087373312,0,3212836864,992204554,0,0,0,0
sqrt,1087897600,0,3212836864,992204554,0,0,0,0
sqrt,1088421888,0,3212836864,992204554,0,0,0,0
sqrt,1088946176,0,3212836864,992204554,0,0,0,0
sqrt,1089470464,0,3212836864,992204554,0,0,0,0
sqrt,1089994752,0,3212836864,992204554,0,0,0,0
sqrt,1090519040,0,3212836864,992204554,0,0,0,0
sqrt,1090781184,0,3212836864,992204554,0,0,0,0
sqrt,1091043328,0,3212836864,992204554,0,0,0,0
sqrt,1091305472,0,3212836864,992204554,0,0,0,0
sqrt,1091567616,0,3212836864,992204554,0,0,0,0
sqrt,1091829760,0,3212836864,992204554,0,0,0,0
sqrt,1092091904,0,3212836864,992204554,0,0,0,0
sqrt,1092354048,0,3212836864,992204554,0,0,0,0
sqrt,1092616192,0,3212836864,992204554,0,0,0,0
sqrt,1092878336,0,3212836864,992204554,0,0,0,0
sqrt,1093140480,0,3212836864,992204554,0,0,0,0
sqrt,1093402624,0,3212836864,992204554,0,0,0,0
sqrt,1093664768,0,3212836864,992204554,0,0,0,0
sqrt,1093926912,0,3212836864,992204554,0,0,0,0
sqrt,1094189056,0,3212836864,992204554,0,0,0,0
sqrt,1094451200,0,3212836864,992204554,0,0,0,0
sqrt,1094713344,0,3212836864,992204554,0,0,0,0
sqrt,1094975488,0,3212836864,992204554,0,0,0,0
sqrt,1095237632,0,3212836864,992204554,0,0,0,0
sqrt,1095499776,0,3212836864,992204554,0,0,0,0
sqrt,1095761920,0,3212836864,992204554,0,0,0,0
sqrt,1096024064,0,3212836864,992204554,0,0,0,0
sqrt,1096286208,0,3212836864,992204554,0,0,0,0
sqrt,1096548352,0,3212836864,992204554,0,0,0,0
sqrt,1096810496,0,3212836864,992204554,0,0,0,0
sqrt,1097072640,0,3212836864,992204554,0,0,0,0
sqrt,1097334784,0,3212836864,992204554,0,0,0,0
sqrt,1097596928,0,3212836864,992204554,0,0,0,0
sqrt,1097859072,0,3212836864,992204554,0,0,0,0
sqrt,3245342720,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3245080576,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3244818432,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3244556288,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3244294144,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3244032000,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3243769856,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3243507712,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3243245568,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3242983424,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3242721280,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3242459136,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3242196992,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3241934848,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3241672704,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3241410560,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3241148416,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3240886272,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3240624128,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3240361984,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3240099840,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3239837696,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3239575552,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3239313408,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3239051264,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3238789120,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3238526976,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3238264832,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3238002688,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3237478400,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3236954112,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3236429824,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3235905536,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3235381248,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3234856960,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3234332672,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3233808384,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3233284096,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3232759808,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3232235520,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3231711232,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3231186944,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3230662656,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3230138368,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3229614080,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3228565504,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3227516928,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3226468352,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3225419776,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3224371200,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3223322624,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3222274048,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3221225472,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3219128320,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3217031168,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3214934016,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3212836864,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3208642560,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3204448256,0,3212836864,1017370378,0,0,2147483648,0
sqrt,3196059648,0,3212836864,1017370378,0,0,2147483648,0
sqrt,0,0,3212836864,1017370378,0,0,0,0
sqrt,1048576000,0,3212836864,1017370378,0,0,0,0
sqrt,1056964608,0,3212836864,1017370378,0,0,0,0
sqrt,1061158912,0,3212836864,1017370378,0,0,0,0
sqrt,1065353216,0,3212836864,1017370378,0,0,0,0
sqrt,1067450368,0,3212836864,1017370378,0,0,0,0
sqrt,1069547520,0,3212836864,1017370378,0,0,0,0
sqrt,1071644672,0,3212836864,1017370378,0,0,0,0
sqrt,1073741824,0,3212836864,1017370378,0,0,0,0
sqrt,1074790400,0,3212836864,1017370378,0,0,0,0
sqrt,1075838976,0,3212836864,1017370378,0,0,0,0
sqrt,1076887552,0,3212836864,1017370378,0,0,0,0
sqrt,1077936128,0,3212836864,1017370378,0,0,0,0
sqrt,1078984704,0,3212836864,1017370378,0,0,0,0
sqrt,1080033280,0,3212836864,1017370378,0,0,0,0
sqrt,1081081856,0,3212836864,1017370378,0,0,0,0
sqrt,1082130432,0,3212836864,1017370378,0,0,0,0
sqrt,1082654720,0,3212836864,1017370378,0,0,0,0
sqrt,1083179008,0,3212836864,1017370378,0,0,0,0
sqrt,1083703296,0,3212836864,1017370378,0,0,0,0
sqrt,1084227584,0,3212836864,1017370378,0,0,0,0
sqrt,1084751872,0,3212836864,1017370378,0,0,0,0
sqrt,1085276160,0,3212836864,1017370378,0,0,0,0
sqrt,1085800448,0,3212836864,1017370378,0,0,0,0
sqrt,1086324736,0,3212836864,1017370378,0,0,0,0
sqrt,1086849024,0,3212836864,1017370378,0,0,0,0
sqrt,1087373312,0,3212836864,1017370378,0,0,0,0
sqrt,1087897600,0,3212836864,1017370378,0,0,0,0
sqrt,1088421888,0,3212836864,1017370378,0,0,0,0
sqrt,1088946176,0,3212836864,1017370378,0,0,0,0
sqrt,1089470464,0,3212836864,1017370378,0,0,0,0
sqrt,1089994752,0,3212836864,1017370378,0,0,0,0
sqrt,1090519040,0,3212836864,1017370378,0,0,0,0
sqrt,1090781184,0,3212836864,1017370378,0,0,0,0
sqrt,1091043328,0,3212836864,1017370378,0,0,0,0
sqrt,1091305472,0,3212836864,1017370378,0,0,0,0
sqrt,1091567616,0,3212836864,1017370378,0,0,0,0
sqrt,1091829760,0,3212836864,1017370378,0,0,0,0
sqrt,1092091904,0,3212836864,1017370378,0,0,0,0
sqrt,1092354048,0,3212836864,1017370378,0,0,0,0
sqrt,1092616192,0,3212836864,1017370378,0,0,0,0
sqrt,1092878336,0,3212836864,1017370378,0,0,0,0
sqrt,1093140480,0,3212836864,1017370378,0,0,0,0
sqrt,1093402624,0,3212836864,1017370378,0,0,0,0
sqrt,1093664768,0,3212836864,1017370378,0,0,0,0
sqrt,1093926912,0,3212836864,1017370378,0,0,0,0
sqrt,1094189056,0,3212836864,1017370378,0,0,0,0
sqrt,1094451200,0,3212836864,1017370378,0,0,0,0
sqrt,1094713344,0,3212836864,1017370378,0,0,0,0
sqrt,1094975488,0,3212836864,1017370378,0,0,0,0
sqrt,1095237632,0,3212836864,1017370378,0,0,0,0
sqrt,1095499776,0,3212836864,1017370378,0,0,0,0
sqrt,1095761920,0,3212836864,1017370378,0,0,0,0
sqrt,1096024064,0,3212836864,1017370378,0,0,0,0
sqrt,1096286208,0,3212836864,1017370378,0,0,0,0
sqrt,1096548352,0,3212836864,1017370378,0,0,0,0
sqrt,1096810496,0,3212836864,1017370378,0,0,0,0
sqrt,1097072640,0,3212836864,1017370378,0,0,0,0
sqrt,1097334784,0,3212836864,1017370378,0,0,0,0
sqrt,1097596928,0,3212836864,1017370378,0,0,0,0
sqrt,1097859072,0,3212836864,1017370378,0,0,0,0
sqrt,3245342720,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3245080576,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3244818432,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3244556288,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3244294144,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3244032000,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3243769856,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3243507712,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3243245568,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3242983424,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3242721280,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3242459136,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3242196992,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3241934848,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3241672704,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3241410560,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3241148416,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3240886272,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3240624128,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3240361984,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3240099840,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3239837696,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3239575552,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3239313408,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3239051264,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3238789120,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3238526976,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3238264832,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3238002688,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3237478400,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3236954112,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3236429824,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3235905536,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3235381248,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3234856960,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3234332672,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3233808384,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3233284096,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3232759808,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3232235520,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3231711232,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3231186944,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3230662656,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3230138368,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3229614080,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3228565504,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3227516928,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3226468352,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3225419776,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3224371200,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3223322624,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3222274048,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3221225472,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3219128320,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3217031168,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3214934016,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3212836864,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3208642560,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3204448256,0,3212836864,1036831949,0,0,2147483648,0
sqrt,3196059648,0,3212836864,1036831949,0,0,2147483648,0
sqrt,0,0,3212836864,1036831949,0,0,0,0
sqrt,1048576000,0,3212836864,1036831949,0,0,0,0
sqrt,1056964608,0,3212836864,1036831949,0,0,0,0
sqrt,1061158912,0,3212836864,1036831949,0,0,0,0
sqrt,1065353216,0,3212836864,1036831949,0,0,0,0
sqrt,1067450368,0,3212836864,1036831949,0,0,0,0
sqrt,1069547520,0,3212836864,1036831949,0,0,0,0
sqrt,1071644672,0,3212836864,1036831949,0,0,0,0
sqrt,1073741824,0,3212836864,1036831949,0,0,0,0
sqrt,1074790400,0,3212836864,1036831949,0,0,0,0
sqrt,1075838976,0,3212836864,1036831949,0,0,0,0
sqrt,1076887552,0,3212836864,1036831949,0,0,0,0
sqrt,1077936128,0,3212836864,1036831949,0,0,0,0
sqrt,1078984704,0,3212836864,1036831949,0,0,0,0
sqrt,1080033280,0,3212836864,1036831949,0,0,0,0
sqrt,1081081856,0,3212836864,1036831949,0,0,0,0
sqrt,1082130432,0,3212836864,1036831949,0,0,0,0
sqrt,1082654720,0,3212836864,1036831949,0,0,0,0
sqrt,1083179008,0,3212836864,1036831949,0,0,0,0
sqrt,1083703296,0,3212836864,1036831949,0,0,0,0
sqrt,1084227584,0,3212836864,1036831949,0,0,0,0
sqrt,1084751872,0,3212836864,1036831949,0,0,0,0
sqrt,1085276160,0,3212836864,1036831949,0,0,0,0
sqrt,1085800448,0,3212836864,1036831949,0,0,0,0
sqrt,1086324736,0,3212836864,1036831949,0,0,0,0
sqrt,1086849024,0,3212836864,1036831949,0,0,0,0
sqrt,1087373312,0,3212836864,1036831949,0,0,0,0
sqrt,1087897600,0,3212836864,1036831949,0,0,0,0
sqrt,1088421888,0,3212836864,1036831949,0,0,0,0
sqrt,1088946176,0,3212836864,1036831949,0,0,0,0
sqrt,1089470464,0,3212836864,1036831949,0,0,0,0
sqrt,1089994752,0,3212836864,1036831949,0,0,0,0
sqrt,1090519040,0,3212836864,1036831949,0,0,0,0
sqrt,1090781184,0,3212836864,1036831949,0,0,0,0
