#limits
idx,speed,accel,shaping_jerk,ang_vel_r,ang_vel_p,accel_r,accel_p,ff,vel_max,accel_max,jerk_max
86,3236954112,0,1084227584,1077936127,1080452710,1073741823,1070386380,0,1089470464,0,1084227584
87,3236954112,0,1084227584,1077936127,1080452710,1073741823,1070386380,1,1089470464,0,0
88,3236954112,0,1084227584,1077936127,1080452710,1099956223,1097229926,0,1089470464,0,1084227584
89,3236954112,0,1084227584,1077936127,1080452710,1099956223,1097229926,1,1089470464,0,0
90,3236954112,0,1112014848,0,0,0,0,0,1089470464,0,1112014848
91,3236954112,0,1112014848,0,0,0,0,1,1089470464,0,1112014848
92,3236954112,0,1112014848,0,0,1073741823,1070386380,0,1089470464,0,1112014848
93,3236954112,0,1112014848,0,0,1073741823,1070386380,1,1089470464,0,0
94,3236954112,0,1112014848,0,0,1099956223,1097229926,0,1089470464,0,1112014848
95,3236954112,0,1112014848,0,0,1099956223,1097229926,1,1089470464,0,0
96,3236954112,0,1112014848,1051931443,1054280253,0,0,0,1089470464,0,1112014848
97,3236954112,0,1112014848,1051931443,1054280253,0,0,1,1089470464,0,1079749441
98,3236954112,0,1112014848,1051931443,1054280253,1073741823,1070386380,0,1089470464,0,1112014848
99,3236954112,0,1112014848,1051931443,1054280253,1073741823,1070386380,1,1089470464,0,0
100,3236954112,0,1112014848,1051931443,1054280253,1099956223,1097229926,0,1089470464,0,1112014848
101,3236954112,0,1112014848,1051931443,1054280253,1099956223,1097229926,1,1089470464,0,0
102,3236954112,0,1112014848,1077936127,1080452710,0,0,0,1089470464,0,1112014848
103,3236954112,0,1112014848,1077936127,1080452710,0,0,1,1089470464,0,1105943566
104,3236954112,0,1112014848,1077936127,1080452710,1073741823,1070386380,0,1089470464,0,1112014848
105,3236954112,0,1112014848,1077936127,1080452710,1073741823,1070386380,1,1089470464,0,0
106,3236954112,0,1112014848,1077936127,1080452710,1099956223,1097229926,0,1089470464,0,1112014848
107,3236954112,0,1112014848,1077936127,1080452710,1099956223,1097229926,1,1089470464,0,0
108,3236954112,1075838976,0,0,0,0,0,0,1089470464,1075838976,0
109,3236954112,1075838976,0,0,0,0,0,1,1089470464,1075838976,0
110,3236954112,1075838976,0,0,0,1073741823,1070386380,0,1089470464,1075838976,0
111,3236954112,1075838976,0,0,0,1073741823,1070386380,1,1089470464,1075838976,0
112,3236954112,1075838976,0,0,0,1099956223,1097229926,0,1089470464,1075838976,0
113,3236954112,1075838976,0,0,0,1099956223,1097229926,1,1089470464,1075838976,0
114,3236954112,1075838976,0,1051931443,1054280253,0,0,0,1089470464,1075838976,0
115,3236954112,1075838976,0,1051931443,1054280253,0,0,1,1089470464,1075838976,0
116,3236954112,1075838976,0,1051931443,1054280253,1073741823,1070386380,0,1089470464,1075838976,0
117,3236954112,1075838976,0,1051931443,1054280253,1073741823,1070386380,1,1089470464,1075838976,0
118,3236954112,1075838976,0,1051931443,1054280253,1099956223,1097229926,0,1089470464,1075838976,0
119,3236954112,1075838976,0,1051931443,1054280253,1099956223,1097229926,1,1089470464,1075838976,0
120,3236954112,1075838976,0,1077936127,1080452710,0,0,0,1089470464,1075838976,0
121,3236954112,1075838976,0,1077936127,1080452710,0,0,1,1089470464,1075838976,0
122,3236954112,1075838976,0,1077936127,1080452710,1073741823,1070386380,0,1089470464,1075838976,0
123,3236954112,1075838976,0,1077936127,1080452710,1073741823,1070386380,1,1089470464,1075838976,0
124,3236954112,1075838976,0,1077936127,1080452710,1099956223,1097229926,0,1089470464,1075838976,0
125,3236954112,1075838976,0,1077936127,1080452710,1099956223,1097229926,1,1089470464,1075838976,0
126,3236954112,1075838976,1084227584,0,0,0,0,0,1089470464,1075838976,1084227584
127,3236954112,1075838976,1084227584,0,0,0,0,1,1089470464,1075838976,1084227584
128,3236954112,1075838976,1084227584,0,0,1073741823,1070386380,0,1089470464,1075838976,1084227584
129,3236954112,1075838976,1084227584,0,0,1073741823,1070386380,1,1089470464,1075838976,1078487919
130,3236954112,1075838976,1084227584,0,0,1099956223,1097229926,0,1089470464,1075838976,1084227584
131,3236954112,1075838976,1084227584,0,0,1099956223,1097229926,1,1089470464,1075838976,1084227584
132,3236954112,1075838976,1084227584,1051931443,1054280253,0,0,0,1089470464,1075838976,1084227584
133,3236954112,1075838976,1084227584,1051931443,1054280253,0,0,1,1089470464,1075838976,1079749441
134,3236954112,1075838976,1084227584,1051931443,1054280253,1073741823,1070386380,0,1089470464,1075838976,1084227584
135,3236954112,1075838976,1084227584,1051931443,1054280253,1073741823,1070386380,1,1089470464,1075838976,1078487919
136,3236954112,1075838976,1084227584,1051931443,1054280253,1099956223,1097229926,0,1089470464,1075838976,1084227584
137,3236954112,1075838976,1084227584,1051931443,1054280253,1099956223,1097229926,1,1089470464,1075838976,1079749441
138,3236954112,1075838976,1084227584,1077936127,1080452710,0,0,0,1089470464,1075838976,1084227584
139,3236954112,1075838976,1084227584,1077936127,1080452710,0,0,1,1089470464,1075838976,1084227584
140,3236954112,1075838976,1084227584,1077936127,1080452710,1073741823,1070386380,0,1089470464,1075838976,1084227584
141,3236954112,1075838976,1084227584,1077936127,1080452710,1073741823,1070386380,1,1089470464,1075838976,1078487919
142,3236954112,1075838976,1084227584,1077936127,1080452710,1099956223,1097229926,0,1089470464,1075838976,1084227584
143,3236954112,1075838976,1084227584,1077936127,1080452710,1099956223,1097229926,1,1089470464,1075838976,1084227584
144,3236954112,1075838976,1112014848,0,0,0,0,0,1089470464,1075838976,1112014848
145,3236954112,1075838976,1112014848,0,0,0,0,1,1089470464,1075838976,1112014848
146,3236954112,1075838976,1112014848,0,0,1073741823,1070386380,0,1089470464,1075838976,1112014848
147,3236954112,1075838976,1112014848,0,0,1073741823,1070386380,1,1089470464,1075838976,1078487919
148,3236954112,1075838976,1112014848,0,0,1099956223,1097229926,0,1089470464,1075838976,1112014848
149,3236954112,1075838976,1112014848,0,0,1099956223,1097229926,1,1089470464,1075838976,1091981459
150,3236954112,1075838976,1112014848,1051931443,1054280253,0,0,0,1089470464,1075838976,1112014848
151,3236954112,1075838976,1112014848,1051931443,1054280253,0,0,1,1089470464,1075838976,1079749441
152,3236954112,1075838976,1112014848,1051931443,1054280253,1073741823,1070386380,0,1089470464,1075838976,1112014848
153,3236954112,1075838976,1112014848,1051931443,1054280253,1073741823,1070386380,1,1089470464,1075838976,1078487919
154,3236954112,1075838976,1112014848,1051931443,1054280253,1099956223,1097229926,0,1089470464,1075838976,1112014848
155,3236954112,1075838976,1112014848,1051931443,1054280253,1099956223,1097229926,1,1089470464,1075838976,1079749441
156,3236954112,1075838976,1112014848,1077936127,1080452710,0,0,0,1089470464,1075838976,1112014848
157,3236954112,1075838976,1112014848,1077936127,1080452710,0,0,1,1089470464,1075838976,1105943566
158,3236954112,1075838976,1112014848,1077936127,1080452710,1073741823,1070386380,0,1089470464,1075838976,1112014848
159,3236954112,1075838976,1112014848,1077936127,1080452710,1073741823,1070386380,1,1089470464,1075838976,1078487919
160,3236954112,1075838976,1112014848,1077936127,1080452710,1099956223,1097229926,0,1089470464,1075838976,1112014848
161,3236954112,1075838976,1112014848,1077936127,1080452710,1099956223,1097229926,1,1089470464,1075838976,1091981459
162,3236954112,1091567616,0,0,0,0,0,0,1089470464,1091567616,0
163,3236954112,1091567616,0,0,0,0,0,1,1089470464,1091567616,0
164,3236954112,1091567616,0,0,0,1073741823,1070386380,0,1089470464,1091567616,0
165,3236954112,1091567616,0,0,0,1073741823,1070386380,1,1089470464,1091567616,0
166,3236954112,1091567616,0,0,0,1099956223,1097229926,0,1089470464,1091567616,0
167,3236954112,1091567616,0,0,0,1099956223,1097229926,1,1089470464,1091567616,0
168,3236954112,1091567616,0,1051931443,1054280253,0,0,0,1089470464,1091567616,0
169,3236954112,1091567616,0,1051931443,1054280253,0,0,1,1089470464,1091567616,0
170,3236954112,1091567616,0,1051931443,1054280253,1073741823,1070386380,0,1089470464,1091567616,0
171,3236954112,1091567616,0,1051931443,1054280253,1073741823,1070386380,1,1089470464,1091567616,0
172,3236954112,1091567616,0,1051931443,1054280253,1099956223,1097229926,0,1089470464,1091567616,0
173,3236954112,1091567616,0,1051931443,1054280253,1099956223,1097229926,1,1089470464,1091567616,0
174,3236954112,1091567616,0,1077936127,1080452710,0,0,0,1089470464,1091567616,0
175,3236954112,1091567616,0,1077936127,1080452710,0,0,1,1089470464,1091567616,0
176,3236954112,1091567616,0,1077936127,1080452710,1073741823,1070386380,0,1089470464,1091567616,0
177,3236954112,1091567616,0,1077936127,1080452710,1073741823,1070386380,1,1089470464,1091567616,0
178,3236954112,1091567616,0,1077936127,1080452710,1099956223,1097229926,0,1089470464,1091567616,0
179,3236954112,1091567616,0,1077936127,1080452710,1099956223,1097229926,1,1089470464,1091567616,0
180,3236954112,1091567616,1084227584,0,0,0,0,0,1089470464,1091567616,1084227584
181,3236954112,1091567616,1084227584,0,0,0,0,1,1089470464,1091567616,1084227584
182,3236954112,1091567616,1084227584,0,0,1073741823,1070386380,0,1089470464,1091567616,1084227584
183,3236954112,1091567616,1084227584,0,0,1073741823,1070386380,1,1089470464,1091567616,1084227584
184,3236954112,1091567616,1084227584,0,0,1099956223,1097229926,0,1089470464,1091567616,1084227584
185,3236954112,1091567616,1084227584,0,0,1099956223,1097229926,1,1089470464,1091567616,1084227584
186,3236954112,1091567616,1084227584,1051931443,1054280253,0,0,0,1089470464,1091567616,1084227584
187,3236954112,1091567616,1084227584,1051931443,1054280253,0,0,1,1089470464,1091567616,1079749441
188,3236954112,1091567616,1084227584,1051931443,1054280253,1073741823,1070386380,0,1089470464,1091567616,1084227584
189,3236954112,1091567616,1084227584,1051931443,1054280253,1073741823,1070386380,1,1089470464,1091567616,1079749441
190,3236954112,1091567616,1084227584,1051931443,1054280253,1099956223,1097229926,0,1089470464,1091567616,1084227584
191,3236954112,1091567616,1084227584,1051931443,1054280253,1099956223,1097229926,1,1089470464,1091567616,1079749441
192,3236954112,1091567616,1084227584,1077936127,1080452710,0,0,0,1089470464,1091567616,1084227584
193,3236954112,1091567616,1084227584,1077936127,1080452710,0,0,1,1089470464,1091567616,1084227584
194,3236954112,1091567616,1084227584,1077936127,1080452710,1073741823,1070386380,0,1089470464,1091567616,1084227584
195,3236954112,1091567616,1084227584,1077936127,1080452710,1073741823,1070386380,1,1089470464,1091567616,1084227584
196,3236954112,1091567616,1084227584,1077936127,1080452710,1099956223,1097229926,0,1089470464,1091567616,1084227584
197,3236954112,1091567616,1084227584,1077936127,1080452710,1099956223,1097229926,1,1089470464,1091567616,1084227584
198,3236954112,1091567616,1112014848,0,0,0,0,0,1089470464,1091567616,1112014848
199,3236954112,1091567616,1112014848,0,0,0,0,1,1089470464,1091567616,1112014848
200,3236954112,1091567616,1112014848,0,0,1073741823,1070386380,0,1089470464,1091567616,1112014848
201,3236954112,1091567616,1112014848,0,0,1073741823,1070386380,1,1089470464,1091567616,1086202497
202,3236954112,1091567616,1112014848,0,0,1099956223,1097229926,0,1089470464,1091567616,1112014848
203,3236954112,1091567616,1112014848,0,0,1099956223,1097229926,1,1089470464,1091567616,1099864545
204,3236954112,1091567616,1112014848,1051931443,1054280253,0,0,0,1089470464,1091567616,1112014848
205,3236954112,1091567616,1112014848,1051931443,1054280253,0,0,1,1089470464,1091567616,1079749441
206,3236954112,1091567616,1112014848,1051931443,1054280253,1073741823,1070386380,0,1089470464,1091567616,1112014848
207,3236954112,1091567616,1112014848,1051931443,1054280253,1073741823,1070386380,1,1089470464,1091567616,1079749441
208,3236954112,1091567616,1112014848,1051931443,1054280253,1099956223,1097229926,0,1089470464,1091567616,1112014848
209,3236954112,1091567616,1112014848,1051931443,1054280253,1099956223,1097229926,1,1089470464,1091567616,1079749441
210,3236954112,1091567616,1112014848,1077936127,1080452710,0,0,0,1089470464,1091567616,1112014848
211,3236954112,1091567616,1112014848,1077936127,1080452710,0,0,1,1089470464,1091567616,1105943566
212,3236954112,1091567616,1112014848,1077936127,1080452710,1073741823,1070386380,0,1089470464,1091567616,1112014848
213,3236954112,1091567616,1112014848,1077936127,1080452710,1073741823,1070386380,1,1089470464,1091567616,1086202497
214,3236954112,1091567616,1112014848,1077936127,1080452710,1099956223,1097229926,0,1089470464,1091567616,1112014848
215,3236954112,1091567616,1112014848,1077936127,1080452710,1099956223,1097229926,1,1089470464,1091567616,1099864545
216,0,3223322624,0,0,0,0,0,0,0,1075838976,0
217,0,3223322624,0,0,0,0,0,1,0,1075838976,0
218,0,3223322624,0,0,0,1073741823,1070386380,0,0,1075838976,0
219,0,3223322624,0,0,0,1073741823,1070386380,1,0,1075838976,0
220,0,3223322624,0,0,0,1099956223,1097229926,0,0,1075838976,0
221,0,3223322624,0,0,0,1099956223,1097229926,1,0,1075838976,0
222,0,3223322624,0,1051931443,1054280253,0,0,0,0,1075838976,0
223,0,3223322624,0,1051931443,1054280253,0,0,1,0,1075838976,0
224,0,3223322624,0,1051931443,1054280253,1073741823,1070386380,0,0,1075838976,0
225,0,3223322624,0,1051931443,1054280253,1073741823,1070386380,1,0,1075838976,0
226,0,3223322624,0,1051931443,1054280253,1099956223,1097229926,0,0,1075838976,0
227,0,3223322624,0,1051931443,1054280253,1099956223,1097229926,1,0,1075838976,0
228,0,3223322624,0,1077936127,1080452710,0,0,0,0,1075838976,0
229,0,3223322624,0,1077936127,1080452710,0,0,1,0,1075838976,0
230,0,3223322624,0,1077936127,1080452710,1073741823,1070386380,0,0,1075838976,0
231,0,3223322624,0,1077936127,1080452710,1073741823,1070386380,1,0,1075838976,0
232,0,3223322624,0,1077936127,1080452710,1099956223,1097229926,0,0,1075838976,0
233,0,3223322624,0,1077936127,1080452710,1099956223,1097229926,1,0,1075838976,0
234,0,3223322624,1084227584,0,0,0,0,0,0,1075838976,1084227584
235,0,3223322624,1084227584,0,0,0,0,1,0,1075838976,1084227584
236,0,3223322624,1084227584,0,0,1073741823,1070386380,0,0,1075838976,1084227584
237,0,3223322624,1084227584,0,0,1073741823,1070386380,1,0,1075838976,1078487919
238,0,3223322624,1084227584,0,0,1099956223,1097229926,0,0,1075838976,1084227584
239,0,3223322624,1084227584,0,0,1099956223,1097229926,1,0,1075838976,1084227584
240,0,3223322624,1084227584,1051931443,1054280253,0,0,0,0,1075838976,1084227584
241,0,3223322624,1084227584,1051931443,1054280253,0,0,1,0,1075838976,1079749441
242,0,3223322624,1084227584,1051931443,1054280253,1073741823,1070386380,0,0,1075838976,1084227584
243,0,3223322624,1084227584,1051931443,1054280253,1073741823,1070386380,1,0,1075838976,1078487919
244,0,3223322624,1084227584,1051931443,1054280253,1099956223,1097229926,0,0,1075838976,1084227584
245,0,3223322624,1084227584,1051931443,1054280253,1099956223,1097229926,1,0,1075838976,1079749441
246,0,3223322624,1084227584,1077936127,1080452710,0,0,0,0,1075838976,1084227584
247,0,3223322624,1084227584,1077936127,1080452710,0,0,1,0,1075838976,1084227584
248,0,3223322624,1084227584,1077936127,1080452710,1073741823,1070386380,0,0,1075838976,1084227584
249,0,3223322624,1084227584,1077936127,1080452710,1073741823,1070386380,1,0,1075838976,1078487919
250,0,3223322624,1084227584,1077936127,1080452710,1099956223,1097229926,0,0,1075838976,1084227584
251,0,3223322624,1084227584,1077936127,1080452710,1099956223,1097229926,1,0,1075838976,1084227584
252,0,3223322624,1112014848,0,0,0,0,0,0,1075838976,1112014848
253,0,3223322624,1112014848,0,0,0,0,1,0,1075838976,1112014848
254,0,3223322624,1112014848,0,0,1073741823,1070386380,0,0,1075838976,1112014848
255,0,3223322624,1112014848,0,0,1073741823,1070386380,1,0,1075838976,1078487919
256,0,3223322624,1112014848,0,0,1099956223,1097229926,0,0,1075838976,1112014848
257,0,3223322624,1112014848,0,0,1099956223,1097229926,1,0,1075838976,1091981459
258,0,3223322624,1112014848,1051931443,1054280253,0,0,0,0,1075838976,1112014848
259,0,3223322624,1112014848,1051931443,1054280253,0,0,1,0,1075838976,1079749441
260,0,3223322624,1112014848,1051931443,1054280253,1073741823,1070386380,0,0,1075838976,1112014848
261,0,3223322624,1112014848,1051931443,1054280253,1073741823,1070386380,1,0,1075838976,1078487919
262,0,3223322624,1112014848,1051931443,1054280253,1099956223,1097229926,0,0,1075838976,1112014848
263,0,3223322624,1112014848,1051931443,1054280253,1099956223,1097229926,1,0,1075838976,1079749441
264,0,3223322624,1112014848,1077936127,1080452710,0,0,0,0,1075838976,1112014848
265,0,3223322624,1112014848,1077936127,1080452710,0,0,1,0,1075838976,1105943566
266,0,3223322624,1112014848,1077936127,1080452710,1073741823,1070386380,0,0,1075838976,1112014848
267,0,3223322624,1112014848,1077936127,1080452710,1073741823,1070386380,1,0,1075838976,1078487919
268,0,3223322624,1112014848,1077936127,1080452710,1099956223,1097229926,0,0,1075838976,1112014848
269,0,3223322624,1112014848,1077936127,1080452710,1099956223,1097229926,1,0,1075838976,1091981459
270,0,0,0,0,0,0,0,0,0,0,0
271,0,0,0,0,0,0,0,1,0,0,0
272,0,0,0,0,0,1073741823,1070386380,0,0,0,0
273,0,0,0,0,0,1073741823,1070386380,1,0,0,0
274,0,0,0,0,0,1099956223,1097229926,0,0,0,0
275,0,0,0,0,0,1099956223,1097229926,1,0,0,0
276,0,0,0,1051931443,1054280253,0,0,0,0,0,0
277,0,0,0,1051931443,1054280253,0,0,1,0,0,0
278,0,0,0,1051931443,1054280253,1073741823,1070386380,0,0,0,0
279,0,0,0,1051931443,1054280253,1073741823,1070386380,1,0,0,0
280,0,0,0,1051931443,1054280253,1099956223,1097229926,0,0,0,0
281,0,0,0,1051931443,1054280253,1099956223,1097229926,1,0,0,0
282,0,0,0,1077936127,1080452710,0,0,0,0,0,0
283,0,0,0,1077936127,1080452710,0,0,1,0,0,0
284,0,0,0,1077936127,1080452710,1073741823,1070386380,0,0,0,0
285,0,0,0,1077936127,1080452710,1073741823,1070386380,1,0,0,0
286,0,0,0,1077936127,1080452710,1099956223,1097229926,0,0,0,0
287,0,0,0,1077936127,1080452710,1099956223,1097229926,1,0,0,0
288,0,0,1084227584,0,0,0,0,0,0,0,1084227584
289,0,0,1084227584,0,0,0,0,1,0,0,1084227584
290,0,0,1084227584,0,0,1073741823,1070386380,0,0,0,1084227584
291,0,0,1084227584,0,0,1073741823,1070386380,1,0,0,0
292,0,0,1084227584,0,0,1099956223,1097229926,0,0,0,1084227584
293,0,0,1084227584,0,0,1099956223,1097229926,1,0,0,0
294,0,0,1084227584,1051931443,1054280253,0,0,0,0,0,1084227584
295,0,0,1084227584,1051931443,1054280253,0,0,1,0,0,1079749441
296,0,0,1084227584,1051931443,1054280253,1073741823,1070386380,0,0,0,1084227584
297,0,0,1084227584,1051931443,1054280253,1073741823,1070386380,1,0,0,0
298,0,0,1084227584,1051931443,1054280253,1099956223,1097229926,0,0,0,1084227584
299,0,0,1084227584,1051931443,1054280253,1099956223,1097229926,1,0,0,0
300,0,0,1084227584,1077936127,1080452710,0,0,0,0,0,1084227584
301,0,0,1084227584,1077936127,1080452710,0,0,1,0,0,1084227584
302,0,0,1084227584,1077936127,1080452710,1073741823,1070386380,0,0,0,1084227584
303,0,0,1084227584,1077936127,1080452710,1073741823,1070386380,1,0,0,0
304,0,0,1084227584,1077936127,1080452710,1099956223,1097229926,0,0,0,1084227584
305,0,0,1084227584,1077936127,1080452710,1099956223,1097229926,1,0,0,0
306,0,0,1112014848,0,0,0,0,0,0,0,1112014848
307,0,0,1112014848,0,0,0,0,1,0,0,1112014848
308,0,0,1112014848,0,0,1073741823,1070386380,0,0,0,1112014848
309,0,0,1112014848,0,0,1073741823,1070386380,1,0,0,0
310,0,0,1112014848,0,0,1099956223,1097229926,0,0,0,1112014848
311,0,0,1112014848,0,0,1099956223,1097229926,1,0,0,0
312,0,0,1112014848,1051931443,1054280253,0,0,0,0,0,1112014848
313,0,0,1112014848,1051931443,1054280253,0,0,1,0,0,1079749441
314,0,0,1112014848,1051931443,1054280253,1073741823,1070386380,0,0,0,1112014848
