servo_min,servo_trim,servo_max,high_out,reversed,scaled,pwm_angle,pwm_range
1000,1200,2000,100,1,-9000,2000,2000
1000,1200,2000,100,1,0.499900013,1200,1995
1000,1200,2000,100,1,-0.499900013,1203,2000
1000,1200,2000,100,1,2249.8999,1000,1000
1000,1200,2000,100,1,-2249.8999,2000,2000
1000,1200,2000,1,0,0,1200,1000
1000,1200,2000,1,0,1,2000,2000
1000,1200,2000,1,0,-1,1000,1000
1000,1200,2000,1,0,0.5,1600,1500
1000,1200,2000,1,0,-0.5,1100,1000
1000,1200,2000,1,0,45,2000,2000
1000,1200,2000,1,0,-45,1000,1000
1000,1200,2000,1,0,100,2000,2000
1000,1200,2000,1,0,-100,1000,1000
1000,1200,2000,1,0,4500,2000,2000
1000,1200,2000,1,0,-4500,1000,1000
1000,1200,2000,1,0,9000,2000,2000
1000,1200,2000,1,0,-9000,1000,1000
1000,1200,2000,1,0,0.499900013,1599,1499
1000,1200,2000,1,0,-0.499900013,1101,1000
1000,1200,2000,1,0,2249.8999,2000,2000
1000,1200,2000,1,0,-2249.8999,1000,1000
1000,1200,2000,1,1,0,1200,2000
1000,1200,2000,1,1,1,1000,1000
1000,1200,2000,1,1,-1,2000,2000
1000,1200,2000,1,1,0.5,1100,1500
1000,1200,2000,1,1,-0.5,1600,2000
1000,1200,2000,1,1,45,1000,1000
1000,1200,2000,1,1,-45,2000,2000
1000,1200,2000,1,1,100,1000,1000
1000,1200,2000,1,1,-100,2000,2000
1000,1200,2000,1,1,4500,1000,1000
1000,1200,2000,1,1,-4500,2000,2000
1000,1200,2000,1,1,9000,1000,1000
1000,1200,2000,1,1,-9000,2000,2000
1000,1200,2000,1,1,0.499900013,1101,1500
1000,1200,2000,1,1,-0.499900013,1599,2000
1000,1200,2000,1,1,2249.8999,1000,1000
1000,1200,2000,1,1,-2249.8999,2000,2000
1000,1200,2000,0,0,0,1200,1000
1000,1200,2000,0,0,1,1200,1000
1000,1200,2000,0,0,-1,1200,1000
1000,1200,2000,0,0,0.5,1200,1000
1000,1200,2000,0,0,-0.5,1200,1000
1000,1200,2000,0,0,45,1200,1000
1000,1200,2000,0,0,-45,1200,1000
1000,1200,2000,0,0,100,1200,1000
1000,1200,2000,0,0,-100,1200,1000
1000,1200,2000,0,0,4500,1200,1000
1000,1200,2000,0,0,-4500,1200,1000
1000,1200,2000,0,0,9000,1200,1000
1000,1200,2000,0,0,-9000,1200,1000
1000,1200,2000,0,0,0.499900013,1200,1000
1000,1200,2000,0,0,-0.499900013,1200,1000
1000,1200,2000,0,0,2249.8999,1200,1000
1000,1200,2000,0,0,-2249.8999,1200,1000
1000,1200,2000,0,1,0,1200,1000
1000,1200,2000,0,1,1,1200,1000
1000,1200,2000,0,1,-1,1200,1000
1000,1200,2000,0,1,0.5,1200,1000
1000,1200,2000,0,1,-0.5,1200,1000
1000,1200,2000,0,1,45,1200,1000
1000,1200,2000,0,1,-45,1200,1000
1000,1200,2000,0,1,100,1200,1000
1000,1200,2000,0,1,-100,1200,1000
1000,1200,2000,0,1,4500,1200,1000
1000,1200,2000,0,1,-4500,1200,1000
1000,1200,2000,0,1,9000,1200,1000
1000,1200,2000,0,1,-9000,1200,1000
1000,1200,2000,0,1,0.499900013,1200,1000
1000,1200,2000,0,1,-0.499900013,1200,1000
1000,1200,2000,0,1,2249.8999,1200,1000
1000,1200,2000,0,1,-2249.8999,1200,1000
1000,1800,2000,4500,0,0,1800,1000
1000,1800,2000,4500,0,1,1800,1000
1000,1800,2000,4500,0,-1,1800,1000
1000,1800,2000,4500,0,0.5,1800,1000
1000,1800,2000,4500,0,-0.5,1800,1000
1000,1800,2000,4500,0,45,1802,1010
1000,1800,2000,4500,0,-45,1792,1000
1000,1800,2000,4500,0,100,1804,1022
1000,1800,2000,4500,0,-100,1783,1000
1000,1800,2000,4500,0,4500,2000,2000
1000,1800,2000,4500,0,-4500,1000,1000
1000,1800,2000,4500,0,9000,2000,2000
1000,1800,2000,4500,0,-9000,1000,1000
1000,1800,2000,4500,0,0.499900013,1800,1000
1000,1800,2000,4500,0,-0.499900013,1800,1000
1000,1800,2000,4500,0,2249.8999,1899,1499
1000,1800,2000,4500,0,-2249.8999,1401,1000
1000,1800,2000,4500,1,0,1800,2000
1000,1800,2000,4500,1,1,1800,1999
1000,1800,2000,4500,1,-1,1800,2000
1000,1800,2000,4500,1,0.5,1800,1999
1000,1800,2000,4500,1,-0.5,1800,2000
1000,1800,2000,4500,1,45,1792,1990
1000,1800,2000,4500,1,-45,1802,2000
1000,1800,2000,4500,1,100,1783,1977
1000,1800,2000,4500,1,-100,1804,2000
1000,1800,2000,4500,1,4500,1000,1000
1000,1800,2000,4500,1,-4500,2000,2000
1000,1800,2000,4500,1,9000,1000,1000
1000,1800,2000,4500,1,-9000,2000,2000
1000,1800,2000,4500,1,0.499900013,1800,1999
1000,1800,2000,4500,1,-0.499900013,1800,2000
1000,1800,2000,4500,1,2249.8999,1401,1500
1000,1800,2000,4500,1,-2249.8999,1899,2000
1000,1800,2000,100,0,0,1800,1000
1000,1800,2000,100,0,1,1802,1010
1000,1800,2000,100,0,-1,1792,1000
1000,1800,2000,100,0,0.5,1801,1005
1000,1800,2000,100,0,-0.5,1796,1000
1000,1800,2000,100,0,45,1890,1450
1000,1800,2000,100,0,-45,1440,1000
1000,1800,2000,100,0,100,2000,2000
1000,1800,2000,100,0,-100,1000,1000
1000,1800,2000,100,0,4500,2000,2000
1000,1800,2000,100,0,-4500,1000,1000
1000,1800,2000,100,0,9000,2000,2000
1000,1800,2000,100,0,-9000,1000,1000
1000,1800,2000,100,0,0.499900013,1800,1004
1000,1800,2000,100,0,-0.499900013,1797,1000
1000,1800,2000,100,0,2249.8999,2000,2000
1000,1800,2000,100,0,-2249.8999,1000,1000
1000,1800,2000,100,1,0,1800,2000
1000,1800,2000,100,1,1,1792,1990
1000,1800,2000,100,1,-1,1802,2000
1000,1800,2000,100,1,0.5,1796,1995
1000,1800,2000,100,1,-0.5,1801,2000
1000,1800,2000,100,1,45,1440,1550
1000,1800,2000,100,1,-45,1890,2000
1000,1800,2000,100,1,100,1000,1000
1000,1800,2000,100,1,-100,2000,2000
1000,1800,2000,100,1,4500,1000,1000
1000,1800,2000,100,1,-4500,2000,2000
1000,1800,2000,100,1,9000,1000,1000
1000,1800,2000,100,1,-9000,2000,2000
1000,1800,2000,100,1,0.499900013,1797,1995
1000,1800,2000,100,1,-0.499900013,1800,2000
1000,1800,2000,100,1,2249.8999,1000,1000
1000,1800,2000,100,1,-2249.8999,2000,2000
1000,1800,2000,1,0,0,1800,1000
1000,1800,2000,1,0,1,2000,2000
1000,1800,2000,1,0,-1,1000,1000
1000,1800,2000,1,0,0.5,1900,1500
1000,1800,2000,1,0,-0.5,1400,1000
1000,1800,2000,1,0,45,2000,2000
1000,1800,2000,1,0,-45,1000,1000
1000,1800,2000,1,0,100,2000,2000
1000,1800,2000,1,0,-100,1000,1000
1000,1800,2000,1,0,4500,2000,2000
1000,1800,2000,1,0,-4500,1000,1000
1000,1800,2000,1,0,9000,2000,2000
1000,1800,2000,1,0,-9000,1000,1000
1000,1800,2000,1,0,0.499900013,1899,1499
1000,1800,2000,1,0,-0.499900013,1401,1000
1000,1800,2000,1,0,2249.8999,2000,2000
1000,1800,2000,1,0,-2249.8999,1000,1000
1000,1800,2000,1,1,0,1800,2000
1000,1800,2000,1,1,1,1000,1000
1000,1800,2000,1,1,-1,2000,2000
1000,1800,2000,1,1,0.5,1400,1500
1000,1800,2000,1,1,-0.5,1900,2000
1000,1800,2000,1,1,45,1000,1000
1000,1800,2000,1,1,-45,2000,2000
1000,1800,2000,1,1,100,1000,1000
1000,1800,2000,1,1,-100,2000,2000
1000,1800,2000,1,1,4500,1000,1000
1000,1800,2000,1,1,-4500,2000,2000
1000,1800,2000,1,1,9000,1000,1000
1000,1800,2000,1,1,-9000,2000,2000
1000,1800,2000,1,1,0.499900013,1401,1500
1000,1800,2000,1,1,-0.499900013,1899,2000
1000,1800,2000,1,1,2249.8999,1000,1000
1000,1800,2000,1,1,-2249.8999,2000,2000
1000,1800,2000,0,0,0,1800,1000
1000,1800,2000,0,0,1,1800,1000
1000,1800,2000,0,0,-1,1800,1000
1000,1800,2000,0,0,0.5,1800,1000
1000,1800,2000,0,0,-0.5,1800,1000
1000,1800,2000,0,0,45,1800,1000
1000,1800,2000,0,0,-45,1800,1000
1000,1800,2000,0,0,100,1800,1000
1000,1800,2000,0,0,-100,1800,1000
1000,1800,2000,0,0,4500,1800,1000
1000,1800,2000,0,0,-4500,1800,1000
1000,1800,2000,0,0,9000,1800,1000
1000,1800,2000,0,0,-9000,1800,1000
1000,1800,2000,0,0,0.499900013,1800,1000
1000,1800,2000,0,0,-0.499900013,1800,1000
1000,1800,2000,0,0,2249.8999,1800,1000
1000,1800,2000,0,0,-2249.8999,1800,1000
1000,1800,2000,0,1,0,1800,1000
1000,1800,2000,0,1,1,1800,1000
1000,1800,2000,0,1,-1,1800,1000
1000,1800,2000,0,1,0.5,1800,1000
1000,1800,2000,0,1,-0.5,1800,1000
1000,1800,2000,0,1,45,1800,1000
1000,1800,2000,0,1,-45,1800,1000
1000,1800,2000,0,1,100,1800,1000
1000,1800,2000,0,1,-100,1800,1000
1000,1800,2000,0,1,4500,1800,1000
1000,1800,2000,0,1,-4500,1800,1000
1000,1800,2000,0,1,9000,1800,1000
1000,1800,2000,0,1,-9000,1800,1000
1000,1800,2000,0,1,0.499900013,1800,1000
1000,1800,2000,0,1,-0.499900013,1800,1000
1000,1800,2000,0,1,2249.8999,1800,1000
1000,1800,2000,0,1,-2249.8999,1800,1000
1000,1000,2000,4500,0,0,1000,1000
1000,1000,2000,4500,0,1,1000,1000
1000,1000,2000,4500,0,-1,1000,1000
1000,1000,2000,4500,0,0.5,1000,1000
1000,1000,2000,4500,0,-0.5,1000,1000
1000,1000,2000,4500,0,45,1010,1010
1000,1000,2000,4500,0,-45,1000,1000
1000,1000,2000,4500,0,100,1022,1022
1000,1000,2000,4500,0,-100,1000,1000
1000,1000,2000,4500,0,4500,2000,2000
1000,1000,2000,4500,0,-4500,1000,1000
1000,1000,2000,4500,0,9000,2000,2000
1000,1000,2000,4500,0,-9000,1000,1000
1000,1000,2000,4500,0,0.499900013,1000,1000
1000,1000,2000,4500,0,-0.499900013,1000,1000
1000,1000,2000,4500,0,2249.8999,1499,1499
1000,1000,2000,4500,0,-2249.8999,1000,1000
1000,1000,2000,4500,1,0,1000,2000
1000,1000,2000,4500,1,1,1000,1999
1000,1000,2000,4500,1,-1,1000,2000
1000,1000,2000,4500,1,0.5,1000,1999
1000,1000,2000,4500,1,-0.5,1000,2000
1000,1000,2000,4500,1,45,1000,1990
1000,1000,2000,4500,1,-45,1010,2000
1000,1000,2000,4500,1,100,1000,1977
1000,1000,2000,4500,1,-100,1022,2000
1000,1000,2000,4500,1,4500,1000,1000
1000,1000,2000,4500,1,-4500,2000,2000
1000,1000,2000,4500,1,9000,1000,1000
1000,1000,2000,4500,1,-9000,2000,2000
1000,1000,2000,4500,1,0.499900013,1000,1999
1000,1000,2000,4500,1,-0.499900013,1000,2000
1000,1000,2000,4500,1,2249.8999,1000,1500
1000,1000,2000,4500,1,-2249.8999,1499,2000
1000,1000,2000,100,0,0,1000,1000
1000,1000,2000,100,0,1,1010,1010
1000,1000,2000,100,0,-1,1000,1000
1000,1000,2000,100,0,0.5,1005,1005
1000,1000,2000,100,0,-0.5,1000,1000
1000,1000,2000,100,0,45,1450,1450
1000,1000,2000,100,0,-45,1000,1000
1000,1000,2000,100,0,100,2000,2000
1000,1000,2000,100,0,-100,1000,1000
1000,1000,2000,100,0,4500,2000,2000
1000,1000,2000,100,0,-4500,1000,1000
1000,1000,2000,100,0,9000,2000,2000
1000,1000,2000,100,0,-9000,1000,1000
1000,1000,2000,100,0,0.499900013,1004,1004
1000,1000,2000,100,0,-0.499900013,1000,1000
1000,1000,2000,100,0,2249.8999,2000,2000
1000,1000,2000,100,0,-2249.8999,1000,1000
1000,1000,2000,100,1,0,1000,2000
1000,1000,2000,100,1,1,1000,1990
1000,1000,2000,100,1,-1,1010,2000
1000,1000,2000,100,1,0.5,1000,1995
1000,1000,2000,100,1,-0.5,1005,2000
1000,1000,2000,100,1,45,1000,1550
1000,1000,2000,100,1,-45,1450,2000
1000,1000,2000,100,1,100,1000,1000
1000,1000,2000,100,1,-100,2000,2000
1000,1000,2000,100,1,4500,1000,1000
1000,1000,2000,100,1,-4500,2000,2000
1000,1000,2000,100,1,9000,1000,1000
1000,1000,2000,100,1,-9000,2000,2000
1000,1000,2000,100,1,0.499900013,1000,1995
1000,1000,2000,100,1,-0.499900013,1004,2000
1000,1000,2000,100,1,2249.8999,1000,1000
1000,1000,2000,100,1,-2249.8999,2000,2000
1000,1000,2000,1,0,0,1000,1000
1000,1000,2000,1,0,1,2000,2000
1000,1000,2000,1,0,-1,1000,1000
1000,1000,2000,1,0,0.5,1500,1500
1000,1000,2000,1,0,-0.5,1000,1000
1000,1000,2000,1,0,45,2000,2000
1000,1000,2000,1,0,-45,1000,1000
1000,1000,2000,1,0,100,2000,2000
1000,1000,2000,1,0,-100,1000,1000
1000,1000,2000,1,0,4500,2000,2000
1000,1000,2000,1,0,-4500,1000,1000
1000,1000,2000,1,0,9000,2000,2000
1000,1000,2000,1,0,-9000,1000,1000
1000,1000,2000,1,0,0.499900013,1499,1499
1000,1000,2000,1,0,-0.499900013,1000,1000
1000,1000,2000,1,0,2249.8999,2000,2000
1000,1000,2000,1,0,-2249.8999,1000,1000
1000,1000,2000,1,1,0,1000,2000
1000,1000,2000,1,1,1,1000,1000
1000,1000,2000,1,1,-1,2000,2000
1000,1000,2000,1,1,0.5,1000,1500
1000,1000,2000,1,1,-0.5,1500,2000
1000,1000,2000,1,1,45,1000,1000
1000,1000,2000,1,1,-45,2000,2000
1000,1000,2000,1,1,100,1000,1000
1000,1000,2000,1,1,-100,2000,2000
1000,1000,2000,1,1,4500,1000,1000
1000,1000,2000,1,1,-4500,2000,2000
1000,1000,2000,1,1,9000,1000,1000
1000,1000,2000,1,1,-9000,2000,2000
1000,1000,2000,1,1,0.499900013,1000,1500
1000,1000,2000,1,1,-0.499900013,1499,2000
1000,1000,2000,1,1,2249.8999,1000,1000
1000,1000,2000,1,1,-2249.8999,2000,2000
1000,1000,2000,0,0,0,1000,1000
1000,1000,2000,0,0,1,1000,1000
1000,1000,2000,0,0,-1,1000,1000
1000,1000,2000,0,0,0.5,1000,1000
1000,1000,2000,0,0,-0.5,1000,1000
1000,1000,2000,0,0,45,1000,1000
1000,1000,2000,0,0,-45,1000,1000
1000,1000,2000,0,0,100,1000,1000
1000,1000,2000,0,0,-100,1000,1000
1000,1000,2000,0,0,4500,1000,1000
1000,1000,2000,0,0,-4500,1000,1000
1000,1000,2000,0,0,9000,1000,1000
1000,1000,2000,0,0,-9000,1000,1000
1000,1000,2000,0,0,0.499900013,1000,1000
1000,1000,2000,0,0,-0.499900013,1000,1000
1000,1000,2000,0,0,2249.8999,1000,1000
1000,1000,2000,0,0,-2249.8999,1000,1000
1000,1000,2000,0,1,0,1000,1000
1000,1000,2000,0,1,1,1000,1000
1000,1000,2000,0,1,-1,1000,1000
1000,1000,2000,0,1,0.5,1000,1000
1000,1000,2000,0,1,-0.5,1000,1000
1000,1000,2000,0,1,45,1000,1000
1000,1000,2000,0,1,-45,1000,1000
1000,1000,2000,0,1,100,1000,1000
1000,1000,2000,0,1,-100,1000,1000
1000,1000,2000,0,1,4500,1000,1000
1000,1000,2000,0,1,-4500,1000,1000
1000,1000,2000,0,1,9000,1000,1000
1000,1000,2000,0,1,-9000,1000,1000
1000,1000,2000,0,1,0.499900013,1000,1000
1000,1000,2000,0,1,-0.499900013,1000,1000
1000,1000,2000,0,1,2249.8999,1000,1000
1000,1000,2000,0,1,-2249.8999,1000,1000
1000,2000,2000,4500,0,0,2000,1000
1000,2000,2000,4500,0,1,2000,1000
1000,2000,2000,4500,0,-1,2000,1000
1000,2000,2000,4500,0,0.5,2000,1000
1000,2000,2000,4500,0,-0.5,2000,1000
1000,2000,2000,4500,0,45,2000,1010
1000,2000,2000,4500,0,-45,1990,1000
1000,2000,2000,4500,0,100,2000,1022
1000,2000,2000,4500,0,-100,1978,1000
1000,2000,2000,4500,0,4500,2000,2000
1000,2000,2000,4500,0,-4500,1000,1000
1000,2000,2000,4500,0,9000,2000,2000
1000,2000,2000,4500,0,-9000,1000,1000
1000,2000,2000,4500,0,0.499900013,2000,1000
1000,2000,2000,4500,0,-0.499900013,2000,1000
1000,2000,2000,4500,0,2249.8999,2000,1499
1000,2000,2000,4500,0,-2249.8999,1501,1000
1000,2000,2000,4500,1,0,2000,2000
1000,2000,2000,4500,1,1,2000,1999
1000,2000,2000,4500,1,-1,2000,2000
1000,2000,2000,4500,1,0.5,2000,1999
1000,2000,2000,4500,1,-0.5,2000,2000
1000,2000,2000,4500,1,45,1990,1990
1000,2000,2000,4500,1,-45,2000,2000
1000,2000,2000,4500,1,100,1978,1977
1000,2000,2000,4500,1,-100,2000,2000
1000,2000,2000,4500,1,4500,1000,1000
1000,2000,2000,4500,1,-4500,2000,2000
1000,2000,2000,4500,1,9000,1000,1000
1000,2000,2000,4500,1,-9000,2000,2000
1000,2000,2000,4500,1,0.499900013,2000,1999
1000,2000,2000,4500,1,-0.499900013,2000,2000
1000,2000,2000,4500,1,2249.8999,1501,1500
1000,2000,2000,4500,1,-2249.8999,2000,2000
1000,2000,2000,100,0,0,2000,1000
1000,2000,2000,100,0,1,2000,1010
1000,2000,2000,100,0,-1,1990,1000
1000,2000,2000,100,0,0.5,2000,1005
1000,2000,2000,100,0,-0.5,1995,1000
1000,2000,2000,100,0,45,2000,1450
1000,2000,2000,100,0,-45,1550,1000
1000,2000,2000,100,0,100,2000,2000
1000,2000,2000,100,0,-100,1000,1000
1000,2000,2000,100,0,4500,2000,2000
1000,2000,2000,100,0,-4500,1000,1000
1000,2000,2000,100,0,9000,2000,2000
1000,2000,2000,100,0,-9000,1000,1000
1000,2000,2000,100,0,0.499900013,2000,1004
1000,2000,2000,100,0,-0.499900013,1996,1000
1000,2000,2000,100,0,2249.8999,2000,2000
1000,2000,2000,100,0,-2249.8999,1000,1000
1000,2000,2000,100,1,0,2000,2000
1000,2000,2000,100,1,1,1990,1990
1000,2000,2000,100,1,-1,2000,2000
1000,2000,2000,100,1,0.5,1995,1995
1000,2000,2000,100,1,-0.5,2000,2000
1000,2000,2000,100,1,45,1550,1550
