#output
#pwm
state,armed,disarm_disable,pwm_min,pwm_max,actuator,pwm
0,0,1,1,2,1051372202,0
0,0,1,1,2,1056964608,0
0,0,1,1,2,1059760811,0
0,0,1,1,2,1061158912,0
0,0,1,1,2,1063675494,0
0,0,1,1,2,1065336439,0
0,0,1,1,2,1065353216,0
0,0,1,1,2,1069547520,0
0,0,1,1,2,3196059648,0
0,1,0,1000,2000,0,1000
0,1,0,1000,2000,980151802,1000
0,1,0,1000,2000,1036831949,1000
0,1,0,1000,2000,1048576000,1000
0,1,0,1000,2000,1051372202,1000
0,1,0,1000,2000,1056964608,1000
0,1,0,1000,2000,1059760811,1000
0,1,0,1000,2000,1061158912,1000
0,1,0,1000,2000,1063675494,1000
0,1,0,1000,2000,1065336439,1000
0,1,0,1000,2000,1065353216,1000
0,1,0,1000,2000,1069547520,1000
0,1,0,1000,2000,3196059648,1000
0,1,0,1100,1900,0,1100
0,1,0,1100,1900,980151802,1100
0,1,0,1100,1900,1036831949,1100
0,1,0,1100,1900,1048576000,1100
0,1,0,1100,1900,1051372202,1100
0,1,0,1100,1900,1056964608,1100
0,1,0,1100,1900,1059760811,1100
0,1,0,1100,1900,1061158912,1100
0,1,0,1100,1900,1063675494,1100
0,1,0,1100,1900,1065336439,1100
0,1,0,1100,1900,1065353216,1100
0,1,0,1100,1900,1069547520,1100
0,1,0,1100,1900,3196059648,1100
0,1,0,1,2,0,1
0,1,0,1,2,980151802,1
0,1,0,1,2,1036831949,1
0,1,0,1,2,1048576000,1
0,1,0,1,2,1051372202,1
0,1,0,1,2,1056964608,1
0,1,0,1,2,1059760811,1
0,1,0,1,2,1061158912,1
0,1,0,1,2,1063675494,1
0,1,0,1,2,1065336439,1
0,1,0,1,2,1065353216,1
0,1,0,1,2,1069547520,1
0,1,0,1,2,3196059648,1
0,1,1,1000,2000,0,1000
0,1,1,1000,2000,980151802,1000
0,1,1,1000,2000,1036831949,1000
0,1,1,1000,2000,1048576000,1000
0,1,1,1000,2000,1051372202,1000
0,1,1,1000,2000,1056964608,1000
0,1,1,1000,2000,1059760811,1000
0,1,1,1000,2000,1061158912,1000
0,1,1,1000,2000,1063675494,1000
0,1,1,1000,2000,1065336439,1000
0,1,1,1000,2000,1065353216,1000
0,1,1,1000,2000,1069547520,1000
0,1,1,1000,2000,3196059648,1000
0,1,1,1100,1900,0,1100
0,1,1,1100,1900,980151802,1100
0,1,1,1100,1900,1036831949,1100
0,1,1,1100,1900,1048576000,1100
0,1,1,1100,1900,1051372202,1100
0,1,1,1100,1900,1056964608,1100
0,1,1,1100,1900,1059760811,1100
0,1,1,1100,1900,1061158912,1100
0,1,1,1100,1900,1063675494,1100
0,1,1,1100,1900,1065336439,1100
0,1,1,1100,1900,1065353216,1100
0,1,1,1100,1900,1069547520,1100
0,1,1,1100,1900,3196059648,1100
0,1,1,1,2,0,1
0,1,1,1,2,980151802,1
0,1,1,1,2,1036831949,1
0,1,1,1,2,1048576000,1
0,1,1,1,2,1051372202,1
0,1,1,1,2,1056964608,1
0,1,1,1,2,1059760811,1
0,1,1,1,2,1061158912,1
0,1,1,1,2,1063675494,1
0,1,1,1,2,1065336439,1
0,1,1,1,2,1065353216,1
0,1,1,1,2,1069547520,1
0,1,1,1,2,3196059648,1
1,0,0,1000,2000,0,1000
1,0,0,1000,2000,980151802,1000
1,0,0,1000,2000,1036831949,1100
1,0,0,1000,2000,1048576000,1250
1,0,0,1000,2000,1051372202,1333
1,0,0,1000,2000,1056964608,1500
1,0,0,1000,2000,1059760811,1666
1,0,0,1000,2000,1061158912,1750
1,0,0,1000,2000,1063675494,1900
1,0,0,1000,2000,1065336439,1999
1,0,0,1000,2000,1065353216,2000
1,0,0,1000,2000,1069547520,2500
1,0,0,1000,2000,3196059648,750
1,0,0,1100,1900,0,1100
1,0,0,1100,1900,980151802,1100
1,0,0,1100,1900,1036831949,1180
1,0,0,1100,1900,1048576000,1300
1,0,0,1100,1900,1051372202,1366
1,0,0,1100,1900,1056964608,1500
1,0,0,1100,1900,1059760811,1633
1,0,0,1100,1900,1061158912,1700
1,0,0,1100,1900,1063675494,1820
1,0,0,1100,1900,1065336439,1899
1,0,0,1100,1900,1065353216,1900
1,0,0,1100,1900,1069547520,2300
1,0,0,1100,1900,3196059648,900
1,0,0,1,2,0,1
1,0,0,1,2,980151802,1
1,0,0,1,2,1036831949,1
1,0,0,1,2,1048576000,1
1,0,0,1,2,1051372202,1
1,0,0,1,2,1056964608,1
1,0,0,1,2,1059760811,1
1,0,0,1,2,1061158912,1
1,0,0,1,2,1063675494,1
1,0,0,1,2,1065336439,1
1,0,0,1,2,1065353216,2
1,0,0,1,2,1069547520,2
1,0,0,1,2,3196059648,0
1,0,1,1000,2000,0,1000
1,0,1,1000,2000,980151802,1000
1,0,1,1000,2000,1036831949,1100
1,0,1,1000,2000,1048576000,1250
1,0,1,1000,2000,1051372202,1333
1,0,1,1000,2000,1056964608,1500
1,0,1,1000,2000,1059760811,1666
1,0,1,1000,2000,1061158912,1750
1,0,1,1000,2000,1063675494,1900
1,0,1,1000,2000,1065336439,1999
1,0,1,1000,2000,1065353216,2000
1,0,1,1000,2000,1069547520,2500
1,0,1,1000,2000,3196059648,750
1,0,1,1100,1900,0,1100
1,0,1,1100,1900,980151802,1100
1,0,1,1100,1900,1036831949,1180
1,0,1,1100,1900,1048576000,1300
1,0,1,1100,1900,1051372202,1366
1,0,1,1100,1900,1056964608,1500
1,0,1,1100,1900,1059760811,1633
1,0,1,1100,1900,1061158912,1700
1,0,1,1100,1900,1063675494,1820
1,0,1,1100,1900,1065336439,1899
1,0,1,1100,1900,1065353216,1900
1,0,1,1100,1900,1069547520,2300
1,0,1,1100,1900,3196059648,900
1,0,1,1,2,0,1
1,0,1,1,2,980151802,1
1,0,1,1,2,1036831949,1
1,0,1,1,2,1048576000,1
1,0,1,1,2,1051372202,1
1,0,1,1,2,1056964608,1
1,0,1,1,2,1059760811,1
1,0,1,1,2,1061158912,1
1,0,1,1,2,1063675494,1
1,0,1,1,2,1065336439,1
1,0,1,1,2,1065353216,2
1,0,1,1,2,1069547520,2
1,0,1,1,2,3196059648,0
1,1,0,1000,2000,0,1000
1,1,0,1000,2000,980151802,1000
1,1,0,1000,2000,1036831949,1100
1,1,0,1000,2000,1048576000,1250
1,1,0,1000,2000,1051372202,1333
1,1,0,1000,2000,1056964608,1500
1,1,0,1000,2000,1059760811,1666
1,1,0,1000,2000,1061158912,1750
1,1,0,1000,2000,1063675494,1900
1,1,0,1000,2000,1065336439,1999
1,1,0,1000,2000,1065353216,2000
1,1,0,1000,2000,1069547520,2500
1,1,0,1000,2000,3196059648,750
1,1,0,1100,1900,0,1100
1,1,0,1100,1900,980151802,1100
1,1,0,1100,1900,1036831949,1180
1,1,0,1100,1900,1048576000,1300
1,1,0,1100,1900,1051372202,1366
1,1,0,1100,1900,1056964608,1500
1,1,0,1100,1900,1059760811,1633
1,1,0,1100,1900,1061158912,1700
1,1,0,1100,1900,1063675494,1820
1,1,0,1100,1900,1065336439,1899
1,1,0,1100,1900,1065353216,1900
1,1,0,1100,1900,1069547520,2300
1,1,0,1100,1900,3196059648,900
1,1,0,1,2,0,1
1,1,0,1,2,980151802,1
1,1,0,1,2,1036831949,1
1,1,0,1,2,1048576000,1
1,1,0,1,2,1051372202,1
1,1,0,1,2,1056964608,1
1,1,0,1,2,1059760811,1
1,1,0,1,2,1061158912,1
1,1,0,1,2,1063675494,1
1,1,0,1,2,1065336439,1
1,1,0,1,2,1065353216,2
1,1,0,1,2,1069547520,2
1,1,0,1,2,3196059648,0
1,1,1,1000,2000,0,1000
1,1,1,1000,2000,980151802,1000
1,1,1,1000,2000,1036831949,1100
1,1,1,1000,2000,1048576000,1250
1,1,1,1000,2000,1051372202,1333
1,1,1,1000,2000,1056964608,1500
1,1,1,1000,2000,1059760811,1666
1,1,1,1000,2000,1061158912,1750
1,1,1,1000,2000,1063675494,1900
1,1,1,1000,2000,1065336439,1999
1,1,1,1000,2000,1065353216,2000
1,1,1,1000,2000,1069547520,2500
1,1,1,1000,2000,3196059648,750
1,1,1,1100,1900,0,1100
1,1,1,1100,1900,980151802,1100
1,1,1,1100,1900,1036831949,1180
1,1,1,1100,1900,1048576000,1300
1,1,1,1100,1900,1051372202,1366
1,1,1,1100,1900,1056964608,1500
1,1,1,1100,1900,1059760811,1633
1,1,1,1100,1900,1061158912,1700
1,1,1,1100,1900,1063675494,1820
1,1,1,1100,1900,1065336439,1899
1,1,1,1100,1900,1065353216,1900
1,1,1,1100,1900,1069547520,2300
1,1,1,1100,1900,3196059648,900
1,1,1,1,2,0,1
1,1,1,1,2,980151802,1
1,1,1,1,2,1036831949,1
1,1,1,1,2,1048576000,1
1,1,1,1,2,1051372202,1
1,1,1,1,2,1056964608,1
1,1,1,1,2,1059760811,1
1,1,1,1,2,1061158912,1
1,1,1,1,2,1063675494,1
1,1,1,1,2,1065336439,1
1,1,1,1,2,1065353216,2
1,1,1,1,2,1069547520,2
1,1,1,1,2,3196059648,0
2,0,0,1000,2000,0,1000
2,0,0,1000,2000,980151802,1000
2,0,0,1000,2000,1036831949,1100
2,0,0,1000,2000,1048576000,1250
2,0,0,1000,2000,1051372202,1333
2,0,0,1000,2000,1056964608,1500
2,0,0,1000,2000,1059760811,1666
2,0,0,1000,2000,1061158912,1750
2,0,0,1000,2000,1063675494,1900
2,0,0,1000,2000,1065336439,1999
2,0,0,1000,2000,1065353216,2000
2,0,0,1000,2000,1069547520,2500
2,0,0,1000,2000,3196059648,750
2,0,0,1100,1900,0,1100
2,0,0,1100,1900,980151802,1100
2,0,0,1100,1900,1036831949,1180
2,0,0,1100,1900,1048576000,1300
2,0,0,1100,1900,1051372202,1366
2,0,0,1100,1900,1056964608,1500
2,0,0,1100,1900,1059760811,1633
2,0,0,1100,1900,1061158912,1700
2,0,0,1100,1900,1063675494,1820
2,0,0,1100,1900,1065336439,1899
2,0,0,1100,1900,1065353216,1900
2,0,0,1100,1900,1069547520,2300
2,0,0,1100,1900,3196059648,900
2,0,0,1,2,0,1
2,0,0,1,2,980151802,1
2,0,0,1,2,1036831949,1
2,0,0,1,2,1048576000,1
2,0,0,1,2,1051372202,1
2,0,0,1,2,1056964608,1
2,0,0,1,2,1059760811,1
2,0,0,1,2,1061158912,1
2,0,0,1,2,1063675494,1
2,0,0,1,2,1065336439,1
2,0,0,1,2,1065353216,2
2,0,0,1,2,1069547520,2
2,0,0,1,2,3196059648,0
2,0,1,1000,2000,0,1000
2,0,1,1000,2000,980151802,1000
2,0,1,1000,2000,1036831949,1100
2,0,1,1000,2000,1048576000,1250
2,0,1,1000,2000,1051372202,1333
2,0,1,1000,2000,1056964608,1500
2,0,1,1000,2000,1059760811,1666
2,0,1,1000,2000,1061158912,1750
2,0,1,1000,2000,1063675494,1900
2,0,1,1000,2000,1065336439,1999
2,0,1,1000,2000,1065353216,2000
2,0,1,1000,2000,1069547520,2500
2,0,1,1000,2000,3196059648,750
2,0,1,1100,1900,0,1100
2,0,1,1100,1900,980151802,1100
2,0,1,1100,1900,1036831949,1180
2,0,1,1100,1900,1048576000,1300
2,0,1,1100,1900,1051372202,1366
2,0,1,1100,1900,1056964608,1500
2,0,1,1100,1900,1059760811,1633
2,0,1,1100,1900,1061158912,1700
2,0,1,1100,1900,1063675494,1820
2,0,1,1100,1900,1065336439,1899
2,0,1,1100,1900,1065353216,1900
2,0,1,1100,1900,1069547520,2300
2,0,1,1100,1900,3196059648,900
2,0,1,1,2,0,1
2,0,1,1,2,980151802,1
2,0,1,1,2,1036831949,1
2,0,1,1,2,1048576000,1
2,0,1,1,2,1051372202,1
2,0,1,1,2,1056964608,1
2,0,1,1,2,1059760811,1
2,0,1,1,2,1061158912,1
2,0,1,1,2,1063675494,1
2,0,1,1,2,1065336439,1
2,0,1,1,2,1065353216,2
2,0,1,1,2,1069547520,2
2,0,1,1,2,3196059648,0
2,1,0,1000,2000,0,1000
2,1,0,1000,2000,980151802,1000
2,1,0,1000,2000,1036831949,1100
2,1,0,1000,2000,1048576000,1250
2,1,0,1000,2000,1051372202,1333
2,1,0,1000,2000,1056964608,1500
2,1,0,1000,2000,1059760811,1666
2,1,0,1000,2000,1061158912,1750
2,1,0,1000,2000,1063675494,1900
2,1,0,1000,2000,1065336439,1999
2,1,0,1000,2000,1065353216,2000
2,1,0,1000,2000,1069547520,2500
2,1,0,1000,2000,3196059648,750
2,1,0,1100,1900,0,1100
2,1,0,1100,1900,980151802,1100
2,1,0,1100,1900,1036831949,1180
2,1,0,1100,1900,1048576000,1300
2,1,0,1100,1900,1051372202,1366
2,1,0,1100,1900,1056964608,1500
2,1,0,1100,1900,1059760811,1633
2,1,0,1100,1900,1061158912,1700
2,1,0,1100,1900,1063675494,1820
2,1,0,1100,1900,1065336439,1899
2,1,0,1100,1900,1065353216,1900
2,1,0,1100,1900,1069547520,2300
2,1,0,1100,1900,3196059648,900
2,1,0,1,2,0,1
2,1,0,1,2,980151802,1
2,1,0,1,2,1036831949,1
2,1,0,1,2,1048576000,1
2,1,0,1,2,1051372202,1
2,1,0,1,2,1056964608,1
2,1,0,1,2,1059760811,1
2,1,0,1,2,1061158912,1
2,1,0,1,2,1063675494,1
2,1,0,1,2,1065336439,1
2,1,0,1,2,1065353216,2
2,1,0,1,2,1069547520,2
2,1,0,1,2,3196059648,0
2,1,1,1000,2000,0,1000
2,1,1,1000,2000,980151802,1000
2,1,1,1000,2000,1036831949,1100
2,1,1,1000,2000,1048576000,1250
2,1,1,1000,2000,1051372202,1333
2,1,1,1000,2000,1056964608,1500
2,1,1,1000,2000,1059760811,1666
2,1,1,1000,2000,1061158912,1750
2,1,1,1000,2000,1063675494,1900
2,1,1,1000,2000,1065336439,1999
2,1,1,1000,2000,1065353216,2000
2,1,1,1000,2000,1069547520,2500
2,1,1,1000,2000,3196059648,750
2,1,1,1100,1900,0,1100
2,1,1,1100,1900,980151802,1100
2,1,1,1100,1900,1036831949,1180
2,1,1,1100,1900,1048576000,1300
2,1,1,1100,1900,1051372202,1366
2,1,1,1100,1900,1056964608,1500
2,1,1,1100,1900,1059760811,1633
2,1,1,1100,1900,1061158912,1700
2,1,1,1100,1900,1063675494,1820
2,1,1,1100,1900,1065336439,1899
2,1,1,1100,1900,1065353216,1900
2,1,1,1100,1900,1069547520,2300
2,1,1,1100,1900,3196059648,900
2,1,1,1,2,0,1
2,1,1,1,2,980151802,1
2,1,1,1,2,1036831949,1
2,1,1,1,2,1048576000,1
2,1,1,1,2,1051372202,1
2,1,1,1,2,1056964608,1
2,1,1,1,2,1059760811,1
2,1,1,1,2,1061158912,1
2,1,1,1,2,1063675494,1
2,1,1,1,2,1065336439,1
2,1,1,1,2,1065353216,2
2,1,1,1,2,1069547520,2
2,1,1,1,2,3196059648,0
3,0,0,1000,2000,0,1000
3,0,0,1000,2000,980151802,1000
3,0,0,1000,2000,1036831949,1100
3,0,0,1000,2000,1048576000,1250
3,0,0,1000,2000,1051372202,1333
3,0,0,1000,2000,1056964608,1500
3,0,0,1000,2000,1059760811,1666
3,0,0,1000,2000,1061158912,1750
3,0,0,1000,2000,1063675494,1900
3,0,0,1000,2000,1065336439,1999
3,0,0,1000,2000,1065353216,2000
3,0,0,1000,2000,1069547520,2500
3,0,0,1000,2000,3196059648,750
3,0,0,1100,1900,0,1100
3,0,0,1100,1900,980151802,1100
3,0,0,1100,1900,1036831949,1180
3,0,0,1100,1900,1048576000,1300
3,0,0,1100,1900,1051372202,1366
3,0,0,1100,1900,1056964608,1500
3,0,0,1100,1900,1059760811,1633
3,0,0,1100,1900,1061158912,1700
3,0,0,1100,1900,1063675494,1820
3,0,0,1100,1900,1065336439,1899
3,0,0,1100,1900,1065353216,1900
3,0,0,1100,1900,1069547520,2300
3,0,0,1100,1900,3196059648,900
3,0,0,1,2,0,1
3,0,0,1,2,980151802,1
3,0,0,1,2,1036831949,1
3,0,0,1,2,1048576000,1
3,0,0,1,2,1051372202,1
3,0,0,1,2,1056964608,1
3,0,0,1,2,1059760811,1
3,0,0,1,2,1061158912,1
3,0,0,1,2,1063675494,1
3,0,0,1,2,1065336439,1
3,0,0,1,2,1065353216,2
3,0,0,1,2,1069547520,2
3,0,0,1,2,3196059648,0
3,0,1,1000,2000,0,1000
3,0,1,1000,2000,980151802,1000
3,0,1,1000,2000,1036831949,1100
3,0,1,1000,2000,1048576000,1250
3,0,1,1000,2000,1051372202,1333
3,0,1,1000,2000,1056964608,1500
3,0,1,1000,2000,1059760811,1666
3,0,1,1000,2000,1061158912,1750
3,0,1,1000,2000,1063675494,1900
3,0,1,1000,2000,1065336439,1999
3,0,1,1000,2000,1065353216,2000
3,0,1,1000,2000,1069547520,2500
3,0,1,1000,2000,3196059648,750
3,0,1,1100,1900,0,1100
3,0,1,1100,1900,980151802,1100
3,0,1,1100,1900,1036831949,1180
3,0,1,1100,1900,1048576000,1300
3,0,1,1100,1900,1051372202,1366
3,0,1,1100,1900,1056964608,1500
3,0,1,1100,1900,1059760811,1633
3,0,1,1100,1900,1061158912,1700
3,0,1,1100,1900,1063675494,1820
3,0,1,1100,1900,1065336439,1899
3,0,1,1100,1900,1065353216,1900
3,0,1,1100,1900,1069547520,2300
3,0,1,1100,1900,3196059648,900
3,0,1,1,2,0,1
3,0,1,1,2,980151802,1
3,0,1,1,2,1036831949,1
3,0,1,1,2,1048576000,1
3,0,1,1,2,1051372202,1
3,0,1,1,2,1056964608,1
3,0,1,1,2,1059760811,1
3,0,1,1,2,1061158912,1
3,0,1,1,2,1063675494,1
3,0,1,1,2,1065336439,1
3,0,1,1,2,1065353216,2
3,0,1,1,2,1069547520,2
3,0,1,1,2,3196059648,0
3,1,0,1000,2000,0,1000
3,1,0,1000,2000,980151802,1000
3,1,0,1000,2000,1036831949,1100
3,1,0,1000,2000,1048576000,1250
3,1,0,1000,2000,1051372202,1333
3,1,0,1000,2000,1056964608,1500
3,1,0,1000,2000,1059760811,1666
3,1,0,1000,2000,1061158912,1750
3,1,0,1000,2000,1063675494,1900
3,1,0,1000,2000,1065336439,1999
3,1,0,1000,2000,1065353216,2000
3,1,0,1000,2000,1069547520,2500
3,1,0,1000,2000,3196059648,750
3,1,0,1100,1900,0,1100
3,1,0,1100,1900,980151802,1100
3,1,0,1100,1900,1036831949,1180
3,1,0,1100,1900,1048576000,1300
3,1,0,1100,1900,1051372202,1366
3,1,0,1100,1900,1056964608,1500
3,1,0,1100,1900,1059760811,1633
3,1,0,1100,1900,1061158912,1700
3,1,0,1100,1900,1063675494,1820
3,1,0,1100,1900,1065336439,1899
3,1,0,1100,1900,1065353216,1900
3,1,0,1100,1900,1069547520,2300
3,1,0,1100,1900,3196059648,900
3,1,0,1,2,0,1
3,1,0,1,2,980151802,1
3,1,0,1,2,1036831949,1
3,1,0,1,2,1048576000,1
3,1,0,1,2,1051372202,1
3,1,0,1,2,1056964608,1
3,1,0,1,2,1059760811,1
3,1,0,1,2,1061158912,1
3,1,0,1,2,1063675494,1
3,1,0,1,2,1065336439,1
3,1,0,1,2,1065353216,2
3,1,0,1,2,1069547520,2
3,1,0,1,2,3196059648,0
3,1,1,1000,2000,0,1000
3,1,1,1000,2000,980151802,1000
3,1,1,1000,2000,1036831949,1100
3,1,1,1000,2000,1048576000,1250
3,1,1,1000,2000,1051372202,1333
3,1,1,1000,2000,1056964608,1500
3,1,1,1000,2000,1059760811,1666
3,1,1,1000,2000,1061158912,1750
3,1,1,1000,2000,1063675494,1900
3,1,1,1000,2000,1065336439,1999
3,1,1,1000,2000,1065353216,2000
3,1,1,1000,2000,1069547520,2500
3,1,1,1000,2000,3196059648,750
3,1,1,1100,1900,0,1100
3,1,1,1100,1900,980151802,1100
3,1,1,1100,1900,1036831949,1180
3,1,1,1100,1900,1048576000,1300
3,1,1,1100,1900,1051372202,1366
3,1,1,1100,1900,1056964608,1500
3,1,1,1100,1900,1059760811,1633
3,1,1,1100,1900,1061158912,1700
3,1,1,1100,1900,1063675494,1820
3,1,1,1100,1900,1065336439,1899
3,1,1,1100,1900,1065353216,1900
3,1,1,1100,1900,1069547520,2300
3,1,1,1100,1900,3196059648,900
3,1,1,1,2,0,1
3,1,1,1,2,980151802,1
3,1,1,1,2,1036831949,1
3,1,1,1,2,1048576000,1
3,1,1,1,2,1051372202,1
3,1,1,1,2,1056964608,1
3,1,1,1,2,1059760811,1
3,1,1,1,2,1061158912,1
3,1,1,1,2,1063675494,1
3,1,1,1,2,1065336439,1
3,1,1,1,2,1065353216,2
3,1,1,1,2,1069547520,2
3,1,1,1,2,3196059648,0
4,0,0,1000,2000,0,1000
4,0,0,1000,2000,980151802,1000
4,0,0,1000,2000,1036831949,1100
4,0,0,1000,2000,1048576000,1250
4,0,0,1000,2000,1051372202,1333
4,0,0,1000,2000,1056964608,1500
4,0,0,1000,2000,1059760811,1666
4,0,0,1000,2000,1061158912,1750
4,0,0,1000,2000,1063675494,1900
4,0,0,1000,2000,1065336439,1999
4,0,0,1000,2000,1065353216,2000
4,0,0,1000,2000,1069547520,2500
4,0,0,1000,2000,3196059648,750
4,0,0,1100,1900,0,1100
4,0,0,1100,1900,980151802,1100
4,0,0,1100,1900,1036831949,1180
4,0,0,1100,1900,1048576000,1300
4,0,0,1100,1900,1051372202,1366
4,0,0,1100,1900,1056964608,1500
4,0,0,1100,1900,1059760811,1633
4,0,0,1100,1900,1061158912,1700
4,0,0,1100,1900,1063675494,1820
4,0,0,1100,1900,1065336439,1899
4,0,0,1100,1900,1065353216,1900
4,0,0,1100,1900,1069547520,2300
4,0,0,1100,1900,3196059648,900
4,0,0,1,2,0,1
4,0,0,1,2,980151802,1
4,0,0,1,2,1036831949,1
4,0,0,1,2,1048576000,1
4,0,0,1,2,1051372202,1
4,0,0,1,2,1056964608,1
4,0,0,1,2,1059760811,1
4,0,0,1,2,1061158912,1
4,0,0,1,2,1063675494,1
4,0,0,1,2,1065336439,1
4,0,0,1,2,1065353216,2
4,0,0,1,2,1069547520,2
4,0,0,1,2,3196059648,0
4,0,1,1000,2000,0,1000
4,0,1,1000,2000,980151802,1000
4,0,1,1000,2000,1036831949,1100
4,0,1,1000,2000,1048576000,1250
4,0,1,1000,2000,1051372202,1333
4,0,1,1000,2000,1056964608,1500
4,0,1,1000,2000,1059760811,1666
4,0,1,1000,2000,1061158912,1750
4,0,1,1000,2000,1063675494,1900
4,0,1,1000,2000,1065336439,1999
4,0,1,1000,2000,1065353216,2000
4,0,1,1000,2000,1069547520,2500
4,0,1,1000,2000,3196059648,750
4,0,1,1100,1900,0,1100
4,0,1,1100,1900,980151802,1100
4,0,1,1100,1900,1036831949,1180
4,0,1,1100,1900,1048576000,1300
4,0,1,1100,1900,1051372202,1366
4,0,1,1100,1900,1056964608,1500
4,0,1,1100,1900,1059760811,1633
4,0,1,1100,1900,1061158912,1700
4,0,1,1100,1900,1063675494,1820
4,0,1,1100,1900,1065336439,1899
4,0,1,1100,1900,1065353216,1900
4,0,1,1100,1900,1069547520,2300
4,0,1,1100,1900,3196059648,900
4,0,1,1,2,0,1
4,0,1,1,2,980151802,1
4,0,1,1,2,1036831949,1
4,0,1,1,2,1048576000,1
4,0,1,1,2,1051372202,1
4,0,1,1,2,1056964608,1
4,0,1,1,2,1059760811,1
4,0,1,1,2,1061158912,1
4,0,1,1,2,1063675494,1
4,0,1,1,2,1065336439,1
4,0,1,1,2,1065353216,2
4,0,1,1,2,1069547520,2
4,0,1,1,2,3196059648,0
4,1,0,1000,2000,0,1000
4,1,0,1000,2000,980151802,1000
4,1,0,1000,2000,1036831949,1100
4,1,0,1000,2000,1048576000,1250
4,1,0,1000,2000,1051372202,1333
4,1,0,1000,2000,1056964608,1500
4,1,0,1000,2000,1059760811,1666
4,1,0,1000,2000,1061158912,1750
4,1,0,1000,2000,1063675494,1900
4,1,0,1000,2000,1065336439,1999
4,1,0,1000,2000,1065353216,2000
4,1,0,1000,2000,1069547520,2500
4,1,0,1000,2000,3196059648,750
4,1,0,1100,1900,0,1100
4,1,0,1100,1900,980151802,1100
4,1,0,1100,1900,1036831949,1180
4,1,0,1100,1900,1048576000,1300
4,1,0,1100,1900,1051372202,1366
4,1,0,1100,1900,1056964608,1500
4,1,0,1100,1900,1059760811,1633
4,1,0,1100,1900,1061158912,1700
4,1,0,1100,1900,1063675494,1820
4,1,0,1100,1900,1065336439,1899
4,1,0,1100,1900,1065353216,1900
4,1,0,1100,1900,1069547520,2300
4,1,0,1100,1900,3196059648,900
4,1,0,1,2,0,1
4,1,0,1,2,980151802,1
4,1,0,1,2,1036831949,1
4,1,0,1,2,1048576000,1
4,1,0,1,2,1051372202,1
4,1,0,1,2,1056964608,1
4,1,0,1,2,1059760811,1
4,1,0,1,2,1061158912,1
4,1,0,1,2,1063675494,1
4,1,0,1,2,1065336439,1
4,1,0,1,2,1065353216,2
4,1,0,1,2,1069547520,2
4,1,0,1,2,3196059648,0
4,1,1,1000,2000,0,1000
4,1,1,1000,2000,980151802,1000
4,1,1,1000,2000,1036831949,1100
4,1,1,1000,2000,1048576000,1250
4,1,1,1000,2000,1051372202,1333
4,1,1,1000,2000,1056964608,1500
