key,type,group_element,word,get_key,is_sentinel
128,4,63,1033344,128,0
128,4,64,1049728,128,0
128,4,255,4179072,128,0
128,4,4095,67093632,128,0
128,4,65535,1073726592,128,0
128,4,262143,4294952064,128,0
128,5,0,1408,128,0
128,5,1,17792,128,0
128,5,63,1033600,128,0
128,5,64,1049984,128,0
128,5,255,4179328,128,0
128,5,4095,67093888,128,0
128,5,65535,1073726848,128,0
128,5,262143,4294952320,128,0
128,6,0,1664,128,0
128,6,1,18048,128,0
128,6,63,1033856,128,0
128,6,64,1050240,128,0
128,6,255,4179584,128,0
128,6,4095,67094144,128,0
128,6,65535,1073727104,128,0
128,6,262143,4294952576,128,0
128,31,0,8064,128,1
128,31,1,24448,128,1
128,31,63,1040256,128,1
128,31,64,1056640,128,1
128,31,255,4185984,128,1
128,31,4095,67100544,128,1
128,31,65535,1073733504,128,1
128,31,262143,4294958976,128,1
255,0,0,255,255,0
255,0,1,16639,255,0
255,0,63,1032447,255,0
255,0,64,1048831,255,0
255,0,255,4178175,255,0
255,0,4095,67092735,255,0
255,0,65535,1073725695,255,0
255,0,262143,4294951167,255,0
255,1,0,511,255,0
255,1,1,16895,255,0
255,1,63,1032703,255,0
255,1,64,1049087,255,0
255,1,255,4178431,255,0
255,1,4095,67092991,255,0
255,1,65535,1073725951,255,0
255,1,262143,4294951423,255,0
255,2,0,767,255,0
255,2,1,17151,255,0
255,2,63,1032959,255,0
255,2,64,1049343,255,0
255,2,255,4178687,255,0
255,2,4095,67093247,255,0
255,2,65535,1073726207,255,0
255,2,262143,4294951679,255,0
255,3,0,1023,255,0
255,3,1,17407,255,0
255,3,63,1033215,255,0
255,3,64,1049599,255,0
255,3,255,4178943,255,0
255,3,4095,67093503,255,0
255,3,65535,1073726463,255,0
255,3,262143,4294951935,255,0
255,4,0,1279,255,0
255,4,1,17663,255,0
255,4,63,1033471,255,0
255,4,64,1049855,255,0
255,4,255,4179199,255,0
255,4,4095,67093759,255,0
255,4,65535,1073726719,255,0
255,4,262143,4294952191,255,0
255,5,0,1535,255,0
255,5,1,17919,255,0
255,5,63,1033727,255,0
255,5,64,1050111,255,0
255,5,255,4179455,255,0
255,5,4095,67094015,255,0
255,5,65535,1073726975,255,0
255,5,262143,4294952447,255,0
255,6,0,1791,255,0
255,6,1,18175,255,0
255,6,63,1033983,255,0
255,6,64,1050367,255,0
255,6,255,4179711,255,0
255,6,4095,67094271,255,0
255,6,65535,1073727231,255,0
255,6,262143,4294952703,255,0
255,31,0,8191,255,1
255,31,1,24575,255,1
255,31,63,1040383,255,1
255,31,64,1056767,255,1
255,31,255,4186111,255,1
255,31,4095,67100671,255,1
255,31,65535,1073733631,255,1
255,31,262143,4294959103,255,1
256,0,0,8192,256,0
256,0,1,24576,256,0
256,0,63,1040384,256,0
256,0,64,1056768,256,0
256,0,255,4186112,256,0
256,0,4095,67100672,256,0
256,0,65535,1073733632,256,0
256,0,262143,4294959104,256,0
256,1,0,8448,256,0
256,1,1,24832,256,0
256,1,63,1040640,256,0
256,1,64,1057024,256,0
256,1,255,4186368,256,0
256,1,4095,67100928,256,0
256,1,65535,1073733888,256,0
256,1,262143,4294959360,256,0
256,2,0,8704,256,0
256,2,1,25088,256,0
256,2,63,1040896,256,0
256,2,64,1057280,256,0
256,2,255,4186624,256,0
256,2,4095,67101184,256,0
256,2,65535,1073734144,256,0
256,2,262143,4294959616,256,0
256,3,0,8960,256,0
256,3,1,25344,256,0
256,3,63,1041152,256,0
256,3,64,1057536,256,0
256,3,255,4186880,256,0
256,3,4095,67101440,256,0
256,3,65535,1073734400,256,0
256,3,262143,4294959872,256,0
256,4,0,9216,256,0
256,4,1,25600,256,0
256,4,63,1041408,256,0
256,4,64,1057792,256,0
256,4,255,4187136,256,0
256,4,4095,67101696,256,0
256,4,65535,1073734656,256,0
256,4,262143,4294960128,256,0
256,5,0,9472,256,0
256,5,1,25856,256,0
256,5,63,1041664,256,0
256,5,64,1058048,256,0
256,5,255,4187392,256,0
256,5,4095,67101952,256,0
256,5,65535,1073734912,256,0
256,5,262143,4294960384,256,0
256,6,0,9728,256,0
256,6,1,26112,256,0
256,6,63,1041920,256,0
256,6,64,1058304,256,0
256,6,255,4187648,256,0
256,6,4095,67102208,256,0
256,6,65535,1073735168,256,0
256,6,262143,4294960640,256,0
256,31,0,16128,256,1
256,31,1,32512,256,1
256,31,63,1048320,256,1
256,31,64,1064704,256,1
256,31,255,4194048,256,1
256,31,4095,67108608,256,1
256,31,65535,1073741568,256,1
256,31,262143,4294967040,256,1
257,0,0,8193,257,0
257,0,1,24577,257,0
257,0,63,1040385,257,0
257,0,64,1056769,257,0
257,0,255,4186113,257,0
257,0,4095,67100673,257,0
257,0,65535,1073733633,257,0
257,0,262143,4294959105,257,0
257,1,0,8449,257,0
257,1,1,24833,257,0
257,1,63,1040641,257,0
257,1,64,1057025,257,0
257,1,255,4186369,257,0
257,1,4095,67100929,257,0
257,1,65535,1073733889,257,0
257,1,262143,4294959361,257,0
257,2,0,8705,257,0
257,2,1,25089,257,0
257,2,63,1040897,257,0
257,2,64,1057281,257,0
257,2,255,4186625,257,0
257,2,4095,67101185,257,0
257,2,65535,1073734145,257,0
257,2,262143,4294959617,257,0
257,3,0,8961,257,0
257,3,1,25345,257,0
257,3,63,1041153,257,0
257,3,64,1057537,257,0
257,3,255,4186881,257,0
257,3,4095,67101441,257,0
257,3,65535,1073734401,257,0
257,3,262143,4294959873,257,0
257,4,0,9217,257,0
257,4,1,25601,257,0
257,4,63,1041409,257,0
257,4,64,1057793,257,0
257,4,255,4187137,257,0
257,4,4095,67101697,257,0
257,4,65535,1073734657,257,0
257,4,262143,4294960129,257,0
257,5,0,9473,257,0
257,5,1,25857,257,0
257,5,63,1041665,257,0
257,5,64,1058049,257,0
257,5,255,4187393,257,0
257,5,4095,67101953,257,0
257,5,65535,1073734913,257,0
257,5,262143,4294960385,257,0
257,6,0,9729,257,0
257,6,1,26113,257,0
257,6,63,1041921,257,0
257,6,64,1058305,257,0
257,6,255,4187649,257,0
257,6,4095,67102209,257,0
257,6,65535,1073735169,257,0
257,6,262143,4294960641,257,0
257,31,0,16129,257,1
257,31,1,32513,257,1
257,31,63,1048321,257,1
257,31,64,1064705,257,1
257,31,255,4194049,257,1
257,31,4095,67108609,257,1
257,31,65535,1073741569,257,1
257,31,262143,4294967041,257,1
383,0,0,8319,383,0
383,0,1,24703,383,0
383,0,63,1040511,383,0
383,0,64,1056895,383,0
383,0,255,4186239,383,0
383,0,4095,67100799,383,0
383,0,65535,1073733759,383,0
383,0,262143,4294959231,383,0
383,1,0,8575,383,0
383,1,1,24959,383,0
383,1,63,1040767,383,0
383,1,64,1057151,383,0
383,1,255,4186495,383,0
383,1,4095,67101055,383,0
383,1,65535,1073734015,383,0
383,1,262143,4294959487,383,0
383,2,0,8831,383,0
383,2,1,25215,383,0
383,2,63,1041023,383,0
383,2,64,1057407,383,0
383,2,255,4186751,383,0
383,2,4095,67101311,383,0
383,2,65535,1073734271,383,0
383,2,262143,4294959743,383,0
383,3,0,9087,383,0
383,3,1,25471,383,0
383,3,63,1041279,383,0
383,3,64,1057663,383,0
383,3,255,4187007,383,0
383,3,4095,67101567,383,0
383,3,65535,1073734527,383,0
383,3,262143,4294959999,383,0
383,4,0,9343,383,0
383,4,1,25727,383,0
383,4,63,1041535,383,0
383,4,64,1057919,383,0
383,4,255,4187263,383,0
383,4,4095,67101823,383,0
383,4,65535,1073734783,383,0
383,4,262143,4294960255,383,0
383,5,0,9599,383,0
383,5,1,25983,383,0
383,5,63,1041791,383,0
383,5,64,1058175,383,0
383,5,255,4187519,383,0
383,5,4095,67102079,383,0
383,5,65535,1073735039,383,0
383,5,262143,4294960511,383,0
383,6,0,9855,383,0
383,6,1,26239,383,0
383,6,63,1042047,383,0
383,6,64,1058431,383,0
383,6,255,4187775,383,0
383,6,4095,67102335,383,0
383,6,65535,1073735295,383,0
383,6,262143,4294960767,383,0
383,31,0,16255,383,1
383,31,1,32639,383,1
383,31,63,1048447,383,1
383,31,64,1064831,383,1
383,31,255,4194175,383,1
383,31,4095,67108735,383,1
383,31,65535,1073741695,383,1
383,31,262143,4294967167,383,1
511,0,0,8447,511,1
511,0,1,24831,511,1
511,0,63,1040639,511,1
511,0,64,1057023,511,1
511,0,255,4186367,511,1
511,0,4095,67100927,511,1
511,0,65535,1073733887,511,1
511,0,262143,4294959359,511,1
511,1,0,8703,511,1
511,1,1,25087,511,1
511,1,63,1040895,511,1
511,1,64,1057279,511,1
511,1,255,4186623,511,1
511,1,4095,67101183,511,1
511,1,65535,1073734143,511,1
511,1,262143,4294959615,511,1
511,2,0,8959,511,1
511,2,1,25343,511,1
511,2,63,1041151,511,1
511,2,64,1057535,511,1
511,2,255,4186879,511,1
511,2,4095,67101439,511,1
511,2,65535,1073734399,511,1
511,2,262143,4294959871,511,1
511,3,0,9215,511,1
511,3,1,25599,511,1
511,3,63,1041407,511,1
511,3,64,1057791,511,1
511,3,255,4187135,511,1
511,3,4095,67101695,511,1
511,3,65535,1073734655,511,1
511,3,262143,4294960127,511,1
511,4,0,9471,511,1
511,4,1,25855,511,1
511,4,63,1041663,511,1
511,4,64,1058047,511,1
511,4,255,4187391,511,1
511,4,4095,67101951,511,1
511,4,65535,1073734911,511,1
511,4,262143,4294960383,511,1
511,5,0,9727,511,1
511,5,1,26111,511,1
511,5,63,1041919,511,1
511,5,64,1058303,511,1
511,5,255,4187647,511,1
511,5,4095,67102207,511,1
511,5,65535,1073735167,511,1
511,5,262143,4294960639,511,1
511,6,0,9983,511,1
511,6,1,26367,511,1
511,6,63,1042175,511,1
511,6,64,1058559,511,1
511,6,255,4187903,511,1
511,6,4095,67102463,511,1
511,6,65535,1073735423,511,1
511,6,262143,4294960895,511,1
511,31,0,16383,511,1
511,31,1,32767,511,1
511,31,63,1048575,511,1
511,31,64,1064959,511,1
511,31,255,4194303,511,1
511,31,4095,67108863,511,1
511,31,65535,1073741823,511,1
511,31,262143,4294967295,511,1
