#harmonic
scenario,step,in,out_f,out_x,out_y,out_z
single_h12,36,1066671693,1067107298,1067107298,1075495906,3214590946
single_h12,37,1062646456,1066970134,1066970134,1075358742,3214453782
single_h12,38,1055532402,1066662784,1066662784,1075051392,3214146432
single_h12,39,1056975926,1066304296,1066304296,1074692904,3213787944
single_h12,40,1065773771,1066014848,1066014848,1074403456,3213498496
single_h12,41,1070380575,1065773812,1065773812,1074162420,3213257460
single_h12,42,1070737126,1065499693,1065499693,1073888301,3212983341
single_h12,43,1067526260,1065046600,1065046600,1073435208,3212530248
single_h12,44,1064322533,1064558872,1064558872,1072947480,3212042520
single_h12,45,1063684288,1064207182,1064207182,1072595790,3211690830
single_h12,46,1063055523,1063797201,1063797201,1072185809,3211280849
single_h12,47,1057707146,1063186954,1063186954,1071575562,3210670602
single_h12,48,1042825032,1062517017,1062517017,1070905625,3210000665
single_h12,49,1045939972,1062050650,1062050650,1070439258,3209534298
single_h12,50,1061408680,1061828747,1061828747,1070217355,3209312395
single_h12,51,1068040827,1061615613,1061615613,1070004221,3209099261
single_h12,52,1068463739,1061211335,1061211335,1069599943,3208694983
single_h12,53,1065311118,1060700445,1060700445,1069089053,3208184093
single_h12,54,1060117858,1060303222,1060303222,1068691830,3207786870
single_h12,55,1059687026,1060053080,1060053080,1068441688,3207536728
single_h12,56,1059288374,1059760712,1059760712,1068149320,3207244360
single_h12,57,1051418438,1059314464,1059314464,1067703072,3206798112
single_h12,58,3169718016,1058886145,1058886145,1067274753,3206369793
single_h12,59,1024319536,1058736214,1058736214,1067124822,3206219862
single_h12,60,1058761200,1058870105,1058870105,1067258713,3206353753
single_h12,61,1066877974,1059014866,1059014866,1067403474,3206498514
single_h12,62,1067468386,1058954414,1058954414,1067343022,3206438062
single_h12,63,1063666709,1058775945,1058775945,1067164553,3206259593
single_h12,64,1058829075,1058707326,1058707326,1067095934,3206190974
single_h12,65,1058761193,1058787494,1058787494,1067176102,3206271142
single_h12,66,1058730768,1058832408,1058832408,1067221016,3206316056
single_h12,67,1051045940,1058736628,1058736628,1067125236,3206220276
single_h12,68,3163759360,1058675632,1058675632,1067064240,3206159280
single_h12,69,1032519952,1058906738,1058906738,1067295346,3206390386
single_h12,70,1083519317,1080405564,1080405564,1088794172,3227889212
single_h12,71,1067522380,3190447520,3190447520,3198836128,1042963872
single_h12,72,1068290600,1069463188,1069463188,1077851796,3216946836
single_h12,73,1065505326,1069173617,1069173617,1077562225,3216657265
single_h12,74,1061154774,1061701480,1061701480,1070090088,3209185128
single_h12,75,1061408664,1060693249,1060693249,1069081857,3208176897
single_h12,76,1061684950,1066898266,1066898266,1075286874,3214381914
single_h12,77,1057249400,1068260424,1068260424,1076649032,3215744072
single_h12,78,1044655932,1064325799,1064325799,1072714407,3211809447
single_h12,79,1049999244,1055356470,1055356470,1063745078,3202840118
single_h12,80,1063684313,1052866492,1052866492,1061255100,3200350140
single_h12,81,1069624706,1059776482,1059776482,1068165090,3207260130
single_h12,82,1070484683,1064673225,1064673225,1073061833,3212156873
single_h12,83,1067778712,1065867373,1065867373,1074255981,3213351021
single_h12,84,1065593748,1065899165,1065899165,1074287773,3213382813
single_h12,85,1065773768,1066232458,1066232458,1074621066,3213716106
single_h12,86,1065951390,1066780504,1066780504,1075169112,3214264152
single_h12,87,1062165350,1066822654,1066822654,1075211262,3214306302
single_h12,88,1056494626,1066266419,1066266419,1074655027,3213750067
single_h12,89,1058416556,1065780164,1065780164,1074168772,3213263812
single_h12,90,1066969751,1065912363,1065912363,1074300971,3213396011
single_h12,91,1072045374,1066526472,1066526472,1074915080,3214010120
single_h12,92,1072861320,1067141470,1067141470,1075530078,3214625118
single_h12,93,1070097786,1067528242,1067528242,1075916850,3215011890
single_h12,94,1067842114,1067799741,1067799741,1076188349,3215283389
single_h12,95,1067938631,1068066152,1068066152,1076454760,3215549800
single_h12,96,1068020456,1068239484,1068239484,1076628092,3215723132
single_h12,97,1065720778,1068214174,1068214174,1076602782,3215697822
single_h12,98,1060415232,1068086482,1068086482,1076475090,3215570130
single_h12,99,1061843804,1068074812,1068074812,1076463420,3215558460
single_h12,100,1068544458,1068261568,1068261568,1076650176,3215745216
single_h12,101,1073472248,1068513524,1068513524,1076902132,3215997172
single_h12,102,1073937015,1068668929,1068668929,1077057537,3216152577
single_h12,103,1071205477,1068720998,1068720998,1077109606,3216204646
single_h12,104,1068780325,1068765574,1068765574,1077154182,3216249222
single_h12,105,1068702035,1068822521,1068822521,1077211129,3216306169
single_h12,106,1068604707,1068799652,1068799652,1077188260,3216283300
single_h12,107,1066122550,1068644282,1068644282,1077032890,3216127930
single_h12,108,1060849260,1068454187,1068454187,1076842795,3215937835
single_h12,109,1061905841,1068377138,1068377138,1076765746,3215860786
single_h12,110,1068389291,1068427449,1068427449,1076816057,3215911097
single_h12,111,1073131858,1068467388,1068467388,1076855996,3215951036
single_h12,112,1073608448,1068378741,1068378741,1076767349,3215862389
single_h12,113,1070501380,1068195194,1068195194,1076583802,3215678842
single_h12,114,1067899839,1068025262,1068025262,1076413870,3215508910
single_h12,115,1067650175,1067887438,1067887438,1076276046,3215371086
single_h12,116,1067387462,1067691098,1067691098,1076079706,3215174746
single_h12,117,1064140478,1067386886,1067386886,1075775494,3214870534
single_h12,118,1057796514,1067067755,1067067755,1075456363,3214551403
single_h12,119,1058569122,1066868223,1066868223,1075256831,3214351871
single_h124,0,0,0,0,0,2147483648
single_h124,1,1058799034,1053524557,1053524557,1061913165,3201008205
single_h124,2,1060520607,1054373006,1054373006,1062761614,3201856654
single_h124,3,1053236742,1049496632,1049496632,1057885240,3196980280
single_h124,4,1040347936,1047249348,1047249348,1055637956,3194732996
single_h124,5,1041680553,1051327236,1051327236,1059715844,3198810884
single_h124,6,1042957018,1044359524,1044359524,1052748132,3191843172
single_h124,7,3184012752,1023529632,1023529632,1031918240,3171013280
single_h124,8,3201930206,3179674109,3179674109,3188062717,1032190461
single_h124,9,3198681359,3141589384,3141589384,3149977992,994105736
single_h124,10,1049375234,1045823889,1045823889,1054212497,3193307537
single_h124,11,1063242891,1051099893,1051099893,1059488501,3198583541
single_h124,12,1064789152,1053537325,1053537325,1061925933,3201020973
single_h124,13,1059169650,1053682768,1053682768,1062071376,3201166416
single_h124,14,1052154547,1053389841,1053389841,1061778449,3200873489
single_h124,15,1052331775,1053819884,1053819884,1062208492,3201303532
single_h124,16,1052439990,1052482827,1052482827,1060871435,3199966475
single_h124,17,1034713420,1051369968,1051369968,1059758576,3198853616
single_h124,18,3196427289,1050463451,1050463451,1058852059,3197947099
single_h124,19,3191565032,1050883297,1050883297,1059271905,3198366945
single_h124,20,1068702041,1065584049,1065584049,1073972657,3213067697
single_h124,21,1073567155,1065303569,1065303569,1073692177,3212787217
single_h124,22,1073952870,1066518559,1066518559,1074907167,3214002207
single_h124,23,1071173794,1067693240,1067693240,1076081848,3215176888
single_h124,24,1068685408,1068882214,1068882214,1077270822,3216365862
single_h124,25,1068544432,1067531474,1067531474,1075920082,3215015122
single_h124,26,1068385320,1068974734,1068974734,1077363342,3216458382
single_h124,27,1065842634,1069603504,1069603504,1077992112,3217087152
single_h124,28,1060171512,1069542960,1069542960,1077931568,3217026608
single_h124,29,1061114050,1069242600,1069242600,1077631208,3216726248
single_h124,30,1067938630,1067654226,1067654226,1076042834,3215137874
single_h124,31,1072628936,1067565647,1067565647,1075954255,3215049295
single_h124,32,1073056210,1067275076,1067275076,1075663684,3214758724
single_h124,33,1069902898,1067161546,1067161546,1075550154,3214645194
single_h124,34,1067258547,1067329626,1067329626,1075718234,3214813274
single_h124,35,1066969714,1066979270,1066979270,1075367878,3214462918
single_h124,36,1066671693,1067198523,1067198523,1075587131,3214682171
single_h124,37,1062646456,1066969065,1066969065,1075357673,3214452713
single_h124,38,1055532402,1066644680,1066644680,1075033288,3214128328
single_h124,39,1056975926,1066406302,1066406302,1074794910,3213889950
single_h124,40,1065773771,1065956241,1065956241,1074344849,3213439889
single_h124,41,1070380575,1065839389,1065839389,1074227997,3213323037
single_h124,42,1070737126,1065509167,1065509167,1073897775,3212992815
single_h124,43,1067526260,1065048837,1065048837,1073437445,3212532485
single_h124,44,1064322533,1064664142,1064664142,1073052750,3212147790
single_h124,45,1063684288,1064149985,1064149985,1072538593,3211633633
single_h124,46,1063055523,1063884414,1063884414,1072273022,3211368062
single_h124,47,1057707146,1063221555,1063221555,1071610163,3210705203
single_h124,48,1042825032,1062545533,1062545533,1070934141,3210029181
single_h124,49,1045939972,1062111909,1062111909,1070500517,3209595557
single_h124,50,1061408680,1061797206,1061797206,1070185814,3209280854
single_h124,51,1068040827,1061662946,1061662946,1070051554,3209146594
single_h124,52,1068463739,1061237704,1061237704,1069626312,3208721352
single_h124,53,1065311118,1060730008,1060730008,1069118616,3208213656
single_h124,54,1060117858,1060343484,1060343484,1068732092,3207827132
single_h124,55,1059687026,1060046114,1060046114,1068434722,3207529762
single_h124,56,1059288374,1059801177,1059801177,1068189785,3207284825
single_h124,57,1051418438,1059345523,1059345523,1067734131,3206829171
single_h124,58,3169718016,1058909672,1058909672,1067298280,3206393320
single_h124,59,1024319536,1058744198,1058744198,1067132806,3206227846
single_h124,60,1058761200,1058842482,1058842482,1067231090,3206326130
single_h124,61,1066877974,1059016704,1059016704,1067405312,3206500352
single_h124,62,1067468386,1058963420,1058963420,1067352028,3206447068
single_h124,63,1063666709,1058788694,1058788694,1067177302,3206272342
single_h124,64,1058829075,1058710154,1058710154,1067098762,3206193802
single_h124,65,1058761193,1058772375,1058772375,1067160983,3206256023
single_h124,66,1058730768,1058837700,1058837700,1067226308,3206321348
single_h124,67,1051045940,1058746406,1058746406,1067135014,3206230054
single_h124,68,3163759360,1058675337,1058675337,1067063945,3206158985
single_h124,69,1032519952,1058880426,1058880426,1067269034,3206364074
single_h124,70,1083519317,1078998038,1078998038,1087386646,3226481686
single_h124,71,1067522380,1053704937,1053704937,1062093545,3201188585
single_h124,72,1068290600,1066788358,1066788358,1075176966,3214272006
single_h124,73,1065505326,1067797695,1067797695,1076186303,3215281343
single_h124,74,1061154774,1068214970,1068214970,1076603578,3215698618
single_h124,75,1061408664,1040678696,1040678696,1049067304,3188162344
single_h124,76,1061684950,1069996231,1069996231,1078384839,3217479879
single_h124,77,1057249400,1067033518,1067033518,1075422126,3214517166
single_h124,78,1044655932,1063549622,1063549622,1071938230,3211033270
single_h124,79,1049999244,1060847770,1060847770,1069236378,3208331418
single_h124,80,1063684313,1033814648,1033814648,1042203256,3181298296
single_h124,81,1069624706,1062976152,1062976152,1071364760,3210459800
single_h124,82,1070484683,1062858912,1062858912,1071247520,3210342560
single_h124,83,1067778712,1065564086,1065564086,1073952694,3213047734
single_h124,84,1065593748,1066927602,1066927602,1075316210,3214411250
single_h124,85,1065773768,1064554629,1064554629,1072943237,3212038277
single_h124,86,1065951390,1067719711,1067719711,1076108319,3215203359
single_h124,87,1062165350,1066393592,1066393592,1074782200,3213877240
single_h124,88,1056494626,1066217915,1066217915,1074606523,3213701563
single_h124,89,1058416556,1066296226,1066296226,1074684834,3213779874
single_h124,90,1066969751,1065151007,1065151007,1073539615,3212634655
single_h124,91,1072045374,1066990078,1066990078,1075378686,3214473726
single_h124,92,1072861320,1066845944,1066845944,1075234552,3214329592
single_h124,93,1070097786,1067481946,1067481946,1075870554,3214965594
single_h124,94,1067842114,1068017933,1068017933,1076406541,3215501581
single_h124,95,1067938631,1067728986,1067728986,1076117594,3215212634
single_h124,96,1068020456,1068504346,1068504346,1076892954,3215987994
single_h124,97,1065720778,1068077337,1068077337,1076465945,3215560985
single_h124,98,1060415232,1068096347,1068096347,1076484955,3215579995
single_h124,99,1061843804,1068181351,1068181351,1076569959,3215664999
single_h124,100,1068544458,1068081954,1068081954,1076470562,3215565602
single_h124,101,1073472248,1068638932,1068638932,1077027540,3216122580
single_h124,102,1073937015,1068581293,1068581293,1076969901,3216064941
single_h124,103,1071205477,1068726654,1068726654,1077115262,3216210302
single_h124,104,1068780325,1068813724,1068813724,1077202332,3216297372
single_h124,105,1068702035,1068737894,1068737894,1077126502,3216221542
single_h124,106,1068604707,1068879832,1068879832,1077268440,3216363480
single_h124,107,1066122550,1068614720,1068614720,1077003328,3216098368
single_h124,108,1060849260,1068474062,1068474062,1076862670,3215957710
single_h124,109,1061905841,1068401610,1068401610,1076790218,3215885258
single_h124,110,1068389291,1068380271,1068380271,1076768879,3215863919
single_h124,111,1073131858,1068505843,1068505843,1076894451,3215989491
single_h124,112,1073608448,1068365453,1068365453,1076754061,3215849101
single_h124,113,1070501380,1068215500,1068215500,1076604108,3215699148
single_h124,114,1067899839,1068046410,1068046410,1076435018,3215530058
single_h124,115,1067650175,1067876464,1067876464,1076265072,3215360112
single_h124,116,1067387462,1067728374,1067728374,1076116982,3215212022
single_h124,117,1064140478,1067398647,1067398647,1075787255,3214882295
single_h124,118,1057796514,1067092886,1067092886,1075481494,3214576534
single_h124,119,1058569122,1066881964,1066881964,1075270572,3214365612
double_h1,0,0,0,0,0,2147483648
double_h1,1,1058799034,1057675111,1057675111,1066063719,3205158759
double_h1,2,1060520607,1057545097,1057545097,1065933705,3205028745
double_h1,3,1053236742,1045652846,1045652846,1054041454,3193136494
double_h1,4,1040347936,1032659532,1032659532,1041048140,3180143180
double_h1,5,1041680553,1047794414,1047794414,1056183022,3195278062
double_h1,6,1042957018,1051749372,1051749372,1060137980,3199233020
double_h1,7,3184012752,1039071260,1039071260,1047459868,3186554908
double_h1,8,3201930206,3192089686,3192089686,3200478294,1044606038
double_h1,9,3198681359,3188260978,3188260978,3196649586,1040777330
double_h1,10,1049375234,1049967486,1049967486,1058356094,3197451134
double_h1,11,1063242891,1058783874,1058783874,1067172482,3206267522
double_h1,12,1064789152,1056422456,1056422456,1064811064,3203906104
double_h1,13,1059169650,1042902312,1042902312,1051290920,3190385960
double_h1,14,1052154547,1040783382,1040783382,1049171990,3188267030
double_h1,15,1052331775,1055155870,1055155870,1063544478,3202639518
double_h1,16,1052439990,1059817508,1059817508,1068206116,3207301156
double_h1,17,1034713420,1056729354,1056729354,1065117962,3204213002
double_h1,18,3196427289,1042450664,1042450664,1050839272,3189934312
double_h1,19,3191565032,1040514020,1040514020,1048902628,3187997668
double_h1,20,1068702041,1068166786,1068166786,1076555394,3215650434
double_h1,21,1073567155,1068645133,1068645133,1077033741,3216128781
double_h1,22,1073952870,1066761440,1066761440,1075150048,3214245088
double_h1,23,1071173794,1063812386,1063812386,1072200994,3211296034
double_h1,24,1068685408,1065657625,1065657625,1074046233,3213141273
double_h1,25,1068544432,1069768700,1069768700,1078157308,3217252348
double_h1,26,1068385320,1072673348,1072673348,1081061956,3220156996
double_h1,27,1065842634,1071413910,1071413910,1079802518,3218897558
double_h1,28,1060171512,1068051124,1068051124,1076439732,3215534772
double_h1,29,1061114050,1066757316,1066757316,1075145924,3214240964
double_h1,30,1067938630,1068267247,1068267247,1076655855,3215750895
double_h1,31,1072628936,1069242808,1069242808,1077631416,3216726456
double_h1,32,1073056210,1067275726,1067275726,1075664334,3214759374
double_h1,33,1069902898,1063604300,1063604300,1071992908,3211087948
double_h1,34,1067258547,1063904998,1063904998,1072293606,3211388646
double_h1,35,1066969714,1067817956,1067817956,1076206564,3215301604
double_h1,36,1066671693,1070072742,1070072742,1078461350,3217556390
double_h1,37,1062646456,1068578603,1068578603,1076967211,3216062251
double_h1,38,1055532402,1065378814,1065378814,1073767422,3212862462
double_h1,39,1056975926,1063637470,1063637470,1072026078,3211121118
double_h1,40,1065773771,1066449776,1066449776,1074838384,3213933424
double_h1,41,1070380575,1067710780,1067710780,1076099388,3215194428
double_h1,42,1070737126,1065761750,1065761750,1074150358,3213245398
double_h1,43,1067526260,1060084194,1060084194,1068472802,3207567842
double_h1,44,1064322533,1059563002,1059563002,1067951610,3207046650
double_h1,45,1063684288,1065085345,1065085345,1073473953,3212568993
double_h1,46,1063055523,1067168884,1067168884,1075557492,3214652532
double_h1,47,1057707146,1065575199,1065575199,1073963807,3213058847
double_h1,48,1042825032,1059620946,1059620946,1068009554,3207104594
double_h1,49,1045939972,1058372547,1058372547,1066761155,3205856195
double_h1,50,1061408680,1062891791,1062891791,1071280399,3210375439
double_h1,51,1068040827,1065635098,1065635098,1074023706,3213118746
double_h1,52,1068463739,1062288556,1062288556,1070677164,3209772204
double_h1,53,1065311118,1055473096,1055473096,1063861704,3202956744
double_h1,54,1060117858,1054115598,1054115598,1062504206,3201599246
double_h1,55,1059687026,1060868588,1060868588,1069257196,3208352236
double_h1,56,1059288374,1064677882,1064677882,1073066490,3212161530
double_h1,57,1051418438,1061598280,1061598280,1069986888,3209081928
double_h1,58,3169718016,1054531468,1054531468,1062920076,3202015116
double_h1,59,1024319536,1053021994,1053021994,1061410602,3200505642
double_h1,60,1058761200,1060078590,1060078590,1068467198,3207562238
double_h1,61,1066877974,1063640420,1063640420,1072029028,3211124068
double_h1,62,1067468386,1060446144,1060446144,1068834752,3207929792
double_h1,63,1063666709,1052404434,1052404434,1060793042,3199888082
double_h1,64,1058829075,1051464720,1051464720,1059853328,3198948368
double_h1,65,1058761193,1059713609,1059713609,1068102217,3207197257
double_h1,66,1058730768,1063723542,1063723542,1072112150,3211207190
double_h1,67,1051045940,1060925902,1060925902,1069314510,3208409550
double_h1,68,3163759360,1053949098,1053949098,1062337706,3201432746
double_h1,69,1032519952,1053364462,1053364462,1061753070,3200848110
double_h1,70,1083519317,1082729929,1082729929,1091118537,3230213577
double_h1,71,1067522380,1050806524,1050806524,1059195132,3198290172
double_h1,72,1068290600,1059397680,1059397680,1067786288,3206881328
double_h1,73,1065505326,1061773966,1061773966,1070162574,3209257614
double_h1,74,1061154774,1065781678,1065781678,1074170286,3213265326
double_h1,75,1061408664,1068839178,1068839178,1077227786,3216322826
double_h1,76,1061684950,1069331542,1069331542,1077720150,3216815190
