#pid
scenario,step,out,target,actual,error,P,I,D,FF,DFF,Dmod,srate,limit,pdlimit,reset,integrator
0,58,3245264077,3240099840,3223322624,3236954112,3245342720,1033476519,0,2147483648,0,1065353216,1156459752,0,0,0,1033476519
0,59,3245342720,3240099840,3223322624,3236954112,3245342720,870318080,0,2147483648,0,1065353216,1156579248,0,0,0,870318080
0,60,1125033574,1101004800,1084227584,1097859072,1106247680,1041865120,1122041856,0,0,1065353216,1156679086,0,0,0,1041865120
0,61,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1157506553,0,0,0,870318080
0,62,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1158607319,0,0,0,1041865120
0,63,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1160021566,0,0,0,870318080
0,64,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1161395370,0,0,0,1041865120
0,65,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1162714222,0,0,0,870318080
0,66,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1163981260,0,0,0,1041865120
0,67,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1165197616,0,0,0,870318080
0,68,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1166190942,0,0,0,1041865120
0,69,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1166751465,0,0,0,870318080
0,70,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1167289568,0,0,0,1041865120
0,71,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1167806147,0,0,0,870318080
0,72,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1168302063,0,0,0,1041865120
0,73,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1168778142,0,0,0,870318080
0,74,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1169235178,0,0,0,1041865120
0,75,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1169673933,0,0,0,870318080
0,76,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1170095138,0,0,0,1041865120
0,77,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1170499494,0,0,0,870318080
0,78,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1170887676,0,0,0,1041865120
0,79,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1171251280,0,0,0,870318080
0,80,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1171591470,0,0,0,1041865120
0,81,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1171933906,0,0,0,870318080
0,82,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1172262645,0,0,0,1041865120
0,83,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1172578234,0,0,0,870318080
0,84,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1172881199,0,0,0,1041865120
0,85,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1173172046,0,0,0,870318080
0,86,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1173451259,0,0,0,1041865120
0,87,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1173719303,0,0,0,870318080
0,88,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1173967616,0,0,0,1041865120
0,89,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1174197166,0,0,0,870318080
0,90,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1174420247,0,0,0,1041865120
0,91,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1174534587,0,0,0,870318080
0,92,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1174644353,0,0,0,1041865120
0,93,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1174749728,0,0,0,870318080
0,94,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1174850888,0,0,0,1041865120
0,95,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1174948002,0,0,0,870318080
0,96,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1175041231,0,0,0,1041865120
0,97,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1175126227,0,0,0,870318080
0,98,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1175203408,0,0,0,1041865120
0,99,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1175286421,0,0,0,870318080
0,100,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1175366113,0,0,0,1041865120
0,101,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1175442618,0,0,0,870318080
0,102,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1175516063,0,0,0,1041865120
0,103,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1175586570,0,0,0,870318080
0,104,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1175654256,0,0,0,1041865120
0,105,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1175719235,0,0,0,870318080
0,106,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1175777111,0,0,0,1041865120
0,107,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1175828257,0,0,0,870318080
0,108,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1175886276,0,0,0,1041865120
0,109,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1175941974,0,0,0,870318080
0,110,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1175995444,0,0,0,1041865120
0,111,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1176046776,0,0,0,870318080
0,112,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1176096054,0,0,0,1041865120
0,113,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1176143361,0,0,0,870318080
0,114,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1176188776,0,0,0,1041865120
0,115,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1176227870,0,0,0,870318080
0,116,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1176260985,0,0,0,1041865120
0,117,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1176301695,0,0,0,870318080
0,118,1127491174,1101004800,1084227584,1097859072,1106247680,1041865120,1125515264,0,0,1065353216,1176340776,0,0,0,1041865120
0,119,3274964992,3248488448,3231711232,3245342720,3253731328,870318080,3272998912,2147483648,2147483648,1065353216,1176378294,0,0,0,870318080
0,200,1090560983,1084227584,1065353216,1082130432,1090519040,1025759014,0,0,0,1065353216,1176414311,0,0,1,1025759014
0,201,1090519040,1084227584,1065353216,1082130432,1090519040,0,0,0,0,1065353216,1176414311,0,0,0,0
1,0,1097937715,1092616192,1075838976,1089470464,1097859072,1033476505,0,1075838976,0,1065353216,0,0,0,1,1033476505
1,1,1098016358,1092616192,1075838976,1089470464,1097859072,1041865113,0,1075838976,0,1065353216,1094061345,0,0,0,1041865113
1,2,1098095002,1092616192,1075838976,1089470464,1097859072,1046898278,0,1075838976,0,1065353216,1102211334,0,0,0,1046898278
1,3,1098173645,1092616192,1075838976,1089470464,1097859072,1050253721,0,1075838976,0,1065353216,1107502677,0,0,0,1050253721
1,4,1098252288,1092616192,1075838976,1089470464,1097859072,1052770303,0,1075838976,0,1065353216,1110141604,0,0,0,1052770303
1,5,1098330931,1092616192,1075838976,1089470464,1097859072,1055286885,0,1075838976,0,1065353216,1112674974,0,0,0,1055286885
1,6,1098409574,1092616192,1075838976,1089470464,1097859072,1057384038,0,1075838976,0,1065353216,1115107009,0,0,0,1057384038
1,7,1098488218,1092616192,1075838976,1089470464,1097859072,1058642329,0,1075838976,0,1065353216,1116563313,0,0,0,1058642329
1,8,1098566861,1092616192,1075838976,1089470464,1097859072,1059900620,0,1075838976,0,1065353216,1117683995,0,0,0,1059900620
1,9,1098645504,1092616192,1075838976,1089470464,1097859072,1061158911,0,1075838976,0,1065353216,1118759849,0,0,0,1061158911
1,10,1098724147,1092616192,1075838976,1089470464,1097859072,1062417202,0,1075838976,0,1065353216,1119792669,0,0,0,1062417202
1,11,1098802790,1092616192,1075838976,1089470464,1097859072,1063675493,0,1075838976,0,1065353216,1120784176,0,0,0,1063675493
1,12,1098881434,1092616192,1075838976,1089470464,1097859072,1064933784,0,1075838976,0,1065353216,1121736023,0,0,0,1064933784
1,13,1098933862,1092616192,1075838976,1089470464,1097859072,1065772646,0,1075838976,0,1065353216,1122649796,0,0,0,1065772646
1,14,1098973184,1092616192,1075838976,1089470464,1097859072,1066401792,0,1075838976,0,1065353216,1123527018,0,0,0,1066401792
1,15,1099012506,1092616192,1075838976,1089470464,1097859072,1067030938,0,1075838976,0,1065353216,1124221312,0,0,0,1067030938
1,16,1099051827,1092616192,1075838976,1089470464,1097859072,1067660084,0,1075838976,0,1065353216,1124625536,0,0,0,1067660084
1,17,1099091149,1092616192,1075838976,1089470464,1097859072,1068289230,0,1075838976,0,1065353216,1124998677,0,0,0,1068289230
1,18,1099130470,1092616192,1075838976,1089470464,1097859072,1068918376,0,1075838976,0,1065353216,1125342277,0,0,0,1068918376
1,19,1099169792,1092616192,1075838976,1089470464,1097859072,1069547522,0,1075838976,0,1065353216,1125657810,0,0,0,1069547522
1,20,1099209114,1092616192,1075838976,1089470464,1097859072,1070176668,0,1075838976,0,1065353216,1125946686,0,0,0,1070176668
1,21,1099248435,1092616192,1075838976,1089470464,1097859072,1070805814,0,1075838976,0,1065353216,1126210251,0,0,0,1070805814
1,22,1099287757,1092616192,1075838976,1089470464,1097859072,1071434960,0,1075838976,0,1065353216,1126449792,0,0,0,1071434960
1,23,1099327079,1092616192,1075838976,1089470464,1097859072,1072064106,0,1075838976,0,1065353216,1126666541,0,0,0,1072064106
1,24,1099366400,1092616192,1075838976,1089470464,1097859072,1072693252,0,1075838976,0,1065353216,1126861673,0,0,0,1072693252
1,25,1099405722,1092616192,1075838976,1089470464,1097859072,1073322398,0,1075838976,0,1065353216,1127036311,0,0,0,1073322398
1,26,1099445044,1092616192,1075838976,1089470464,1097859072,1073846684,0,1075838976,0,1065353216,1127191530,0,0,0,1073846684
1,27,1099484365,1092616192,1075838976,1089470464,1097859072,1074161257,0,1075838976,0,1065353216,1127328354,0,0,0,1074161257
1,28,1099523687,1092616192,1075838976,1089470464,1097859072,1074475830,0,1075838976,0,1065353216,1127447763,0,0,0,1074475830
1,29,1099563008,1092616192,1075838976,1089470464,1097859072,1074790403,0,1075838976,0,1065353216,1127550693,0,0,0,1074790403
1,30,3242018682,3230258544,3223322624,1068866764,1077255372,1074849914,3246879846,3213481328,2147483648,1065353216,1127638038,0,0,0,1074849914
1,31,3251240695,3238400792,3223322624,3226886986,3235275594,1074709413,3248897690,3221623576,2147483648,1065353216,1129156981,0,0,0,1074709413
1,32,3251249741,3239616232,3223322624,3233305273,3241693881,1074467817,3246307034,3222839016,2147483648,1065353216,1130604151,0,0,0,1074467817
1,33,3249273982,3239962188,3223322624,3235509454,3243898062,1074182137,3240079916,3223184972,2147483648,1065353216,1131982640,0,0,0,1074182137
1,34,3247465650,3240060659,3223322624,3236402157,3244790765,1073878603,3232986642,3223283443,2147483648,1065353216,1132878746,0,0,0,1073878603
1,35,3246170769,3240088688,3223322624,3236748217,3245136825,1073394472,3225187569,3223311472,2147483648,1065353216,1133503692,0,0,0,1073394472
1,36,3244841509,3240096666,3223322624,3236878596,3245267204,1072768347,3216846435,3223319450,2147483648,1065353216,1134098561,0,0,0,1072768347
1,37,3244172211,3240098937,3223322624,3236926756,3245315364,1072140296,3208120579,3223321721,2147483648,1065353216,1134664656,0,0,0,1072140296
1,38,3243872991,3240099583,3223322624,3236944294,3245332902,1071511543,3199141638,3223322367,2147483648,1065353216,1135203229,0,0,0,1071511543
1,39,3243767122,3240099767,3223322624,3236950613,3245339221,1070882537,3190011542,3223322551,2147483648,1065353216,1135715478,0,0,0,1070882537
1,40,3243757809,3240099819,3223322624,3236952872,3245341480,1070253441,3180805306,3223322603,2147483648,1065353216,1136202552,1,0,0,1070253441
1,41,3243795249,3240099834,3223322624,3236953674,3245342282,1069624313,3171575337,3223322618,2147483648,1065353216,1136665551,1,0,0,1069624313
1,42,3243854841,3240099838,3223322624,3236953958,3245342566,1068995174,3162210096,3223322622,2147483648,1065353216,1137105531,1,0,0,1068995174
1,43,3243924757,3240099839,3223322624,3236954057,3245342665,1068366031,3152229317,3223322623,2147483648,1065353216,1137523501,1,0,0,1068366031
1,44,3243999438,3240099840,3223322624,3236954093,3245342701,1067736886,3142352627,3223322624,2147483648,1065353216,1137920431,1,0,0,1067736886
1,45,3244076288,3240099840,3223322624,3236954105,3245342713,1067107741,3132576744,3223322624,0,1065353216,1138297248,1,0,0,1067107741
1,46,3244154126,3240099840,3223322624,3236954110,3245342718,1066478596,3122935820,3223322624,0,1065353216,1138654842,1,0,0,1066478596
1,47,3244232406,3240099840,3223322624,3236954111,3245342719,1065849450,3113368889,3223322624,0,1065353216,1138979601,1,0,0,1065849450
1,48,3244310889,3240099840,3223322624,3236954112,3245342720,1065087393,3103981581,3223322624,0,1065353216,1139273210,1,0,0,1065087393
1,49,3244389459,3240099840,3223322624,3236954112,3245342720,1063829102,3093836877,3223322624,0,1065353216,1139537277,1,0,0,1063829102
1,50,3244468070,3240099840,3223322624,3236954112,3245342720,1062570811,3083717624,3223322624,0,1065353216,1139773340,0,0,0,1062570811
1,51,3244546698,3240099840,3223322624,3236954112,3245342720,1061312520,3073795191,3223322624,0,1065353216,1139982868,0,0,0,1061312520
1,52,3244625336,3240099840,3223322624,3236954112,3245342720,1060054229,3064047192,3223322624,0,1065353216,1140167265,0,0,0,1060054229
1,53,3244703976,3240099840,3223322624,3236954112,3245342720,1058795938,3054453791,3223322624,0,1065353216,1140327871,0,0,0,1058795938
1,54,3244782618,3240099840,3223322624,3236954112,3245342720,1057537647,3044930106,3223322624,0,1065353216,1140465965,0,0,0,1057537647
1,55,3244861260,3240099840,3223322624,3236954112,3245342720,1055594104,3034648810,3223322624,0,1065353216,1140582770,0,0,0,1055594104
1,56,3244939903,3240099840,3223322624,3236954112,3245342720,1053077522,3024582760,3223322624,0,1065353216,1140679453,0,0,0,1053077522
1,57,3245018547,3240099840,3223322624,3236954112,3245342720,1050560940,3014707479,3223322624,0,1065353216,1140757127,0,0,0,1050560940
1,58,3245097190,3240099840,3223322624,3236954112,3245342720,1047512716,3005001269,3223322624,0,1065353216,1140816856,0,0,0,1047512716
1,59,3245175833,3240099840,3223322624,3236954112,3245342720,1042479552,2995444904,3223322624,0,1065353216,1140855171,0,0,0,1042479552
1,60,1105627230,1094148116,1084227584,1070568656,1078957264,1043567876,1103834778,1077370900,0,1065353216,1140868589,0,0,0,1043567876
1,61,3239393635,3241195726,3231711232,3227045452,3235434060,1041294502,3224131392,3224418510,2147483648,1065353216,1141341757,0,0,0,1041294502
1,62,1102083626,1093836190,1084227584,1077318864,1085707472,1043209006,1099003072,1077058974,0,1065353216,1141871609,0,0,0,1043209006
1,63,3245408592,3241284510,3231711232,3225487642,3233876250,1041184882,3239229861,3224507294,2147483648,1065353216,1142380267,0,0,0,1041184882
1,64,1100319684,1093810918,1084227584,1077792792,1086181400,1043175214,1095334176,1077033702,0,1065353216,1142912759,0,0,0,1043175214
1,65,3246812028,3241291704,3231711232,3225342168,3233730776,1041174365,3241126602,3224514488,2147483648,1065353216,1143423952,0,0,0,1041174365
1,66,1099875725,1093808870,1084227584,1077837866,1086226474,1043171909,1094423771,1077031654,0,1065353216,1143914697,0,0,0,1043171909
1,67,3247021005,3241292286,3231711232,3225328064,3233716672,1041173317,3241551592,3224515070,2147483648,1065353216,1144385812,0,0,0,1041173317
1,68,1099779312,1093808704,1084227584,1077842320,1086230928,1043171574,1094228725,1077031488,0,1065353216,1144838082,0,0,0,1043171574
1,69,3247064925,3241292334,3231711232,3225326648,3233715256,1041173209,3241640138,3224515118,2147483648,1065353216,1145272262,0,0,0,1041173209
1,70,1099759476,1093808692,1084227584,1077842780,1086231388,1043171539,1094188823,1077031476,0,1065353216,1145689074,0,0,0,1043171539
1,71,3247073837,3241292338,3231711232,3225326498,3233715106,1041173198,3241658037,3224515122,2147483648,1065353216,1146089214,0,0,0,1041173198
1,72,1099755485,1093808690,1084227584,1077842824,1086231432,1043171535,1094180818,1077031474,0,1065353216,1146473348,0,0,0,1043171535
1,73,3247075618,3241292338,3231711232,3225326484,3233715092,1041173196,3241661605,3224515122,2147483648,1065353216,1146842117,0,0,0,1041173196
1,74,1099754694,1093808690,1084227584,1077842832,1086231440,1043171534,1094179232,1077031474,0,1065353216,1147196135,0,0,0,1043171534
1,75,3247075970,3241292338,3231711232,3225326480,3233715088,1041173196,3241662312,3224515122,2147483648,1065353216,1147535992,0,0,0,1041173196
1,76,1099754536,1093808690,1084227584,1077842832,1086231440,1043171534,1094178917,1077031474,0,1065353216,1147862255,0,0,0,1043171534
1,77,3247076040,3241292338,3231711232,3225326480,3233715088,1041173196,3241662451,3224515122,2147483648,1065353216,1148164621,0,0,0,1041173196
1,78,1099754506,1093808690,1084227584,1077842832,1086231440,1043171534,1094178855,1077031474,0,1065353216,1148444261,0,0,0,1043171534
1,79,3247076054,3241292338,3231711232,3225326480,3233715088,1041173196,3241662480,3224515122,2147483648,1065353216,1148702297,0,0,0,1041173196
1,80,1099754499,1093808690,1084227584,1077842832,1086231440,1043171534,1094178842,1077031474,0,1065353216,1148932066,0,0,0,1043171534
1,81,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149135056,0,0,0,1041173196
1,82,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149275994,0,0,0,1043171534
1,83,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149352813,0,0,0,1041173196
1,84,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149418283,0,0,0,1043171534
1,85,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149473023,0,0,0,1041173196
1,86,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149524357,0,0,0,1043171534
1,87,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149569206,0,0,0,1041173196
1,88,1099754498,1093808690,1084227584,1077842832,1086231440,1043171534,1094178840,1077031474,0,1065353216,1149607918,0,0,0,1043171534
1,89,3247076056,3241292338,3231711232,3225326480,3233715088,1041173196,3241662485,3224515122,2147483648,1065353216,1149640826,0,0,0,1041173196
