#rot
rotation,probe,rejected,x,y,z
47,3,1,1065353216,1073741824,1077936128
47,4,1,3227516928,1088946176,3241279488
47,5,1,1621981420,1065353216,3212836864
47,6,1,1123477881,3292872901,981467136
48,0,1,1065353216,0,0
48,1,1,0,1065353216,0
48,2,1,0,0,1065353216
48,3,1,1065353216,1073741824,1077936128
48,4,1,3227516928,1088946176,3241279488
48,5,1,1621981420,1065353216,3212836864
48,6,1,1123477881,3292872901,981467136
49,0,1,1065353216,0,0
49,1,1,0,1065353216,0
49,2,1,0,0,1065353216
49,3,1,1065353216,1073741824,1077936128
49,4,1,3227516928,1088946176,3241279488
49,5,1,1621981420,1065353216,3212836864
49,6,1,1123477881,3292872901,981467136
50,0,1,1065353216,0,0
50,1,1,0,1065353216,0
50,2,1,0,0,1065353216
50,3,1,1065353216,1073741824,1077936128
50,4,1,3227516928,1088946176,3241279488
50,5,1,1621981420,1065353216,3212836864
50,6,1,1123477881,3292872901,981467136
51,0,1,1065353216,0,0
51,1,1,0,1065353216,0
51,2,1,0,0,1065353216
51,3,1,1065353216,1073741824,1077936128
51,4,1,3227516928,1088946176,3241279488
51,5,1,1621981420,1065353216,3212836864
51,6,1,1123477881,3292872901,981467136
52,0,1,1065353216,0,0
52,1,1,0,1065353216,0
52,2,1,0,0,1065353216
52,3,1,1065353216,1073741824,1077936128
52,4,1,3227516928,1088946176,3241279488
52,5,1,1621981420,1065353216,3212836864
52,6,1,1123477881,3292872901,981467136
53,0,1,1065353216,0,0
53,1,1,0,1065353216,0
53,2,1,0,0,1065353216
53,3,1,1065353216,1073741824,1077936128
53,4,1,3227516928,1088946176,3241279488
53,5,1,1621981420,1065353216,3212836864
53,6,1,1123477881,3292872901,981467136
54,0,1,1065353216,0,0
54,1,1,0,1065353216,0
54,2,1,0,0,1065353216
54,3,1,1065353216,1073741824,1077936128
54,4,1,3227516928,1088946176,3241279488
54,5,1,1621981420,1065353216,3212836864
54,6,1,1123477881,3292872901,981467136
55,0,1,1065353216,0,0
55,1,1,0,1065353216,0
55,2,1,0,0,1065353216
55,3,1,1065353216,1073741824,1077936128
55,4,1,3227516928,1088946176,3241279488
55,5,1,1621981420,1065353216,3212836864
55,6,1,1123477881,3292872901,981467136
56,0,1,1065353216,0,0
56,1,1,0,1065353216,0
56,2,1,0,0,1065353216
56,3,1,1065353216,1073741824,1077936128
56,4,1,3227516928,1088946176,3241279488
56,5,1,1621981420,1065353216,3212836864
56,6,1,1123477881,3292872901,981467136
57,0,1,1065353216,0,0
57,1,1,0,1065353216,0
57,2,1,0,0,1065353216
57,3,1,1065353216,1073741824,1077936128
57,4,1,3227516928,1088946176,3241279488
57,5,1,1621981420,1065353216,3212836864
57,6,1,1123477881,3292872901,981467136
58,0,1,1065353216,0,0
58,1,1,0,1065353216,0
58,2,1,0,0,1065353216
58,3,1,1065353216,1073741824,1077936128
58,4,1,3227516928,1088946176,3241279488
58,5,1,1621981420,1065353216,3212836864
58,6,1,1123477881,3292872901,981467136
59,0,1,1065353216,0,0
59,1,1,0,1065353216,0
59,2,1,0,0,1065353216
59,3,1,1065353216,1073741824,1077936128
59,4,1,3227516928,1088946176,3241279488
59,5,1,1621981420,1065353216,3212836864
59,6,1,1123477881,3292872901,981467136
60,0,1,1065353216,0,0
60,1,1,0,1065353216,0
60,2,1,0,0,1065353216
60,3,1,1065353216,1073741824,1077936128
60,4,1,3227516928,1088946176,3241279488
60,5,1,1621981420,1065353216,3212836864
60,6,1,1123477881,3292872901,981467136
61,0,1,1065353216,0,0
61,1,1,0,1065353216,0
61,2,1,0,0,1065353216
61,3,1,1065353216,1073741824,1077936128
61,4,1,3227516928,1088946176,3241279488
61,5,1,1621981420,1065353216,3212836864
61,6,1,1123477881,3292872901,981467136
62,0,1,1065353216,0,0
62,1,1,0,1065353216,0
62,2,1,0,0,1065353216
62,3,1,1065353216,1073741824,1077936128
62,4,1,3227516928,1088946176,3241279488
62,5,1,1621981420,1065353216,3212836864
62,6,1,1123477881,3292872901,981467136
63,0,1,1065353216,0,0
63,1,1,0,1065353216,0
63,2,1,0,0,1065353216
63,3,1,1065353216,1073741824,1077936128
63,4,1,3227516928,1088946176,3241279488
63,5,1,1621981420,1065353216,3212836864
63,6,1,1123477881,3292872901,981467136
64,0,1,1065353216,0,0
64,1,1,0,1065353216,0
64,2,1,0,0,1065353216
64,3,1,1065353216,1073741824,1077936128
64,4,1,3227516928,1088946176,3241279488
64,5,1,1621981420,1065353216,3212836864
64,6,1,1123477881,3292872901,981467136
65,0,1,1065353216,0,0
65,1,1,0,1065353216,0
65,2,1,0,0,1065353216
65,3,1,1065353216,1073741824,1077936128
65,4,1,3227516928,1088946176,3241279488
65,5,1,1621981420,1065353216,3212836864
65,6,1,1123477881,3292872901,981467136
66,0,1,1065353216,0,0
66,1,1,0,1065353216,0
66,2,1,0,0,1065353216
66,3,1,1065353216,1073741824,1077936128
66,4,1,3227516928,1088946176,3241279488
66,5,1,1621981420,1065353216,3212836864
66,6,1,1123477881,3292872901,981467136
67,0,1,1065353216,0,0
67,1,1,0,1065353216,0
67,2,1,0,0,1065353216
67,3,1,1065353216,1073741824,1077936128
67,4,1,3227516928,1088946176,3241279488
67,5,1,1621981420,1065353216,3212836864
67,6,1,1123477881,3292872901,981467136
68,0,1,1065353216,0,0
68,1,1,0,1065353216,0
68,2,1,0,0,1065353216
68,3,1,1065353216,1073741824,1077936128
68,4,1,3227516928,1088946176,3241279488
68,5,1,1621981420,1065353216,3212836864
68,6,1,1123477881,3292872901,981467136
69,0,1,1065353216,0,0
69,1,1,0,1065353216,0
69,2,1,0,0,1065353216
69,3,1,1065353216,1073741824,1077936128
69,4,1,3227516928,1088946176,3241279488
69,5,1,1621981420,1065353216,3212836864
69,6,1,1123477881,3292872901,981467136
70,0,1,1065353216,0,0
70,1,1,0,1065353216,0
70,2,1,0,0,1065353216
70,3,1,1065353216,1073741824,1077936128
70,4,1,3227516928,1088946176,3241279488
70,5,1,1621981420,1065353216,3212836864
70,6,1,1123477881,3292872901,981467136
71,0,1,1065353216,0,0
71,1,1,0,1065353216,0
71,2,1,0,0,1065353216
71,3,1,1065353216,1073741824,1077936128
71,4,1,3227516928,1088946176,3241279488
71,5,1,1621981420,1065353216,3212836864
71,6,1,1123477881,3292872901,981467136
72,0,1,1065353216,0,0
72,1,1,0,1065353216,0
72,2,1,0,0,1065353216
72,3,1,1065353216,1073741824,1077936128
72,4,1,3227516928,1088946176,3241279488
72,5,1,1621981420,1065353216,3212836864
72,6,1,1123477881,3292872901,981467136
73,0,1,1065353216,0,0
73,1,1,0,1065353216,0
73,2,1,0,0,1065353216
73,3,1,1065353216,1073741824,1077936128
73,4,1,3227516928,1088946176,3241279488
73,5,1,1621981420,1065353216,3212836864
73,6,1,1123477881,3292872901,981467136
74,0,1,1065353216,0,0
74,1,1,0,1065353216,0
74,2,1,0,0,1065353216
74,3,1,1065353216,1073741824,1077936128
74,4,1,3227516928,1088946176,3241279488
74,5,1,1621981420,1065353216,3212836864
74,6,1,1123477881,3292872901,981467136
75,0,1,1065353216,0,0
75,1,1,0,1065353216,0
75,2,1,0,0,1065353216
75,3,1,1065353216,1073741824,1077936128
75,4,1,3227516928,1088946176,3241279488
75,5,1,1621981420,1065353216,3212836864
75,6,1,1123477881,3292872901,981467136
76,0,1,1065353216,0,0
76,1,1,0,1065353216,0
76,2,1,0,0,1065353216
76,3,1,1065353216,1073741824,1077936128
76,4,1,3227516928,1088946176,3241279488
76,5,1,1621981420,1065353216,3212836864
76,6,1,1123477881,3292872901,981467136
77,0,1,1065353216,0,0
77,1,1,0,1065353216,0
77,2,1,0,0,1065353216
77,3,1,1065353216,1073741824,1077936128
77,4,1,3227516928,1088946176,3241279488
77,5,1,1621981420,1065353216,3212836864
77,6,1,1123477881,3292872901,981467136
78,0,1,1065353216,0,0
78,1,1,0,1065353216,0
78,2,1,0,0,1065353216
78,3,1,1065353216,1073741824,1077936128
78,4,1,3227516928,1088946176,3241279488
78,5,1,1621981420,1065353216,3212836864
78,6,1,1123477881,3292872901,981467136
79,0,1,1065353216,0,0
79,1,1,0,1065353216,0
79,2,1,0,0,1065353216
79,3,1,1065353216,1073741824,1077936128
79,4,1,3227516928,1088946176,3241279488
79,5,1,1621981420,1065353216,3212836864
79,6,1,1123477881,3292872901,981467136
80,0,1,1065353216,0,0
80,1,1,0,1065353216,0
80,2,1,0,0,1065353216
80,3,1,1065353216,1073741824,1077936128
80,4,1,3227516928,1088946176,3241279488
80,5,1,1621981420,1065353216,3212836864
80,6,1,1123477881,3292872901,981467136
81,0,1,1065353216,0,0
81,1,1,0,1065353216,0
81,2,1,0,0,1065353216
81,3,1,1065353216,1073741824,1077936128
81,4,1,3227516928,1088946176,3241279488
81,5,1,1621981420,1065353216,3212836864
81,6,1,1123477881,3292872901,981467136
82,0,1,1065353216,0,0
82,1,1,0,1065353216,0
82,2,1,0,0,1065353216
82,3,1,1065353216,1073741824,1077936128
82,4,1,3227516928,1088946176,3241279488
82,5,1,1621981420,1065353216,3212836864
82,6,1,1123477881,3292872901,981467136
83,0,1,1065353216,0,0
83,1,1,0,1065353216,0
83,2,1,0,0,1065353216
83,3,1,1065353216,1073741824,1077936128
83,4,1,3227516928,1088946176,3241279488
83,5,1,1621981420,1065353216,3212836864
83,6,1,1123477881,3292872901,981467136
84,0,1,1065353216,0,0
84,1,1,0,1065353216,0
84,2,1,0,0,1065353216
84,3,1,1065353216,1073741824,1077936128
84,4,1,3227516928,1088946176,3241279488
84,5,1,1621981420,1065353216,3212836864
84,6,1,1123477881,3292872901,981467136
85,0,1,1065353216,0,0
85,1,1,0,1065353216,0
85,2,1,0,0,1065353216
85,3,1,1065353216,1073741824,1077936128
85,4,1,3227516928,1088946176,3241279488
85,5,1,1621981420,1065353216,3212836864
85,6,1,1123477881,3292872901,981467136
86,0,1,1065353216,0,0
86,1,1,0,1065353216,0
86,2,1,0,0,1065353216
86,3,1,1065353216,1073741824,1077936128
86,4,1,3227516928,1088946176,3241279488
86,5,1,1621981420,1065353216,3212836864
86,6,1,1123477881,3292872901,981467136
87,0,1,1065353216,0,0
87,1,1,0,1065353216,0
87,2,1,0,0,1065353216
87,3,1,1065353216,1073741824,1077936128
87,4,1,3227516928,1088946176,3241279488
87,5,1,1621981420,1065353216,3212836864
87,6,1,1123477881,3292872901,981467136
88,0,1,1065353216,0,0
88,1,1,0,1065353216,0
88,2,1,0,0,1065353216
88,3,1,1065353216,1073741824,1077936128
88,4,1,3227516928,1088946176,3241279488
88,5,1,1621981420,1065353216,3212836864
88,6,1,1123477881,3292872901,981467136
89,0,1,1065353216,0,0
89,1,1,0,1065353216,0
89,2,1,0,0,1065353216
89,3,1,1065353216,1073741824,1077936128
89,4,1,3227516928,1088946176,3241279488
89,5,1,1621981420,1065353216,3212836864
89,6,1,1123477881,3292872901,981467136
90,0,1,1065353216,0,0
90,1,1,0,1065353216,0
90,2,1,0,0,1065353216
90,3,1,1065353216,1073741824,1077936128
90,4,1,3227516928,1088946176,3241279488
90,5,1,1621981420,1065353216,3212836864
90,6,1,1123477881,3292872901,981467136
91,0,1,1065353216,0,0
91,1,1,0,1065353216,0
91,2,1,0,0,1065353216
91,3,1,1065353216,1073741824,1077936128
91,4,1,3227516928,1088946176,3241279488
91,5,1,1621981420,1065353216,3212836864
91,6,1,1123477881,3292872901,981467136
92,0,1,1065353216,0,0
92,1,1,0,1065353216,0
92,2,1,0,0,1065353216
92,3,1,1065353216,1073741824,1077936128
92,4,1,3227516928,1088946176,3241279488
92,5,1,1621981420,1065353216,3212836864
92,6,1,1123477881,3292872901,981467136
93,0,1,1065353216,0,0
93,1,1,0,1065353216,0
93,2,1,0,0,1065353216
93,3,1,1065353216,1073741824,1077936128
93,4,1,3227516928,1088946176,3241279488
93,5,1,1621981420,1065353216,3212836864
93,6,1,1123477881,3292872901,981467136
94,0,1,1065353216,0,0
94,1,1,0,1065353216,0
94,2,1,0,0,1065353216
94,3,1,1065353216,1073741824,1077936128
94,4,1,3227516928,1088946176,3241279488
94,5,1,1621981420,1065353216,3212836864
94,6,1,1123477881,3292872901,981467136
95,0,1,1065353216,0,0
95,1,1,0,1065353216,0
95,2,1,0,0,1065353216
95,3,1,1065353216,1073741824,1077936128
95,4,1,3227516928,1088946176,3241279488
95,5,1,1621981420,1065353216,3212836864
95,6,1,1123477881,3292872901,981467136
96,0,1,1065353216,0,0
96,1,1,0,1065353216,0
96,2,1,0,0,1065353216
96,3,1,1065353216,1073741824,1077936128
96,4,1,3227516928,1088946176,3241279488
96,5,1,1621981420,1065353216,3212836864
96,6,1,1123477881,3292872901,981467136
97,0,1,1065353216,0,0
97,1,1,0,1065353216,0
97,2,1,0,0,1065353216
97,3,1,1065353216,1073741824,1077936128
97,4,1,3227516928,1088946176,3241279488
97,5,1,1621981420,1065353216,3212836864
97,6,1,1123477881,3292872901,981467136
98,0,1,1065353216,0,0
98,1,1,0,1065353216,0
98,2,1,0,0,1065353216
98,3,1,1065353216,1073741824,1077936128
98,4,1,3227516928,1088946176,3241279488
98,5,1,1621981420,1065353216,3212836864
98,6,1,1123477881,3292872901,981467136
99,0,1,1065353216,0,0
99,1,1,0,1065353216,0
99,2,1,0,0,1065353216
99,3,1,1065353216,1073741824,1077936128
99,4,1,3227516928,1088946176,3241279488
99,5,1,1621981420,1065353216,3212836864
99,6,1,1123477881,3292872901,981467136
100,0,1,1065353216,0,0
100,1,1,0,1065353216,0
100,2,1,0,0,1065353216
100,3,1,1065353216,1073741824,1077936128
100,4,1,3227516928,1088946176,3241279488
100,5,1,1621981420,1065353216,3212836864
100,6,1,1123477881,3292872901,981467136
103,0,1,1065353216,0,0
103,1,1,0,1065353216,0
103,2,1,0,0,1065353216
103,3,1,1065353216,1073741824,1077936128
103,4,1,3227516928,1088946176,3241279488
103,5,1,1621981420,1065353216,3212836864
103,6,1,1123477881,3292872901,981467136
#probes
probe,x,y,z
0,1065353216,0,0
1,0,1065353216,0
2,0,0,1065353216
3,1065353216,1073741824,1077936128
4,3227516928,1088946176,3241279488
5,1621981420,1065353216,3212836864
6,1123477881,3292872901,981467136
