#location_offset
kind,lat,lng,a,b,out1,out2
offset,-353632621,1491652374,3212836864,3212836864,-353632710,1491652264
offset,-353632621,1491652374,1120403456,1120403456,-353623638,1491663389
offset,-353632621,1491652374,3267887104,3267887104,-353641604,1491641359
offset,-353632621,1491652374,1148846080,1167867904,-353542789,1492203122
offset,-353632621,1491652374,1195593728,3343077376,-349141019,1486159816
offset,-353632621,1491652374,1212370944,0,-335666212,1491652374
offset,-353632621,1491652374,0,1212370944,-353632621,1513683557
offset,-353632621,1491652374,1028443341,1028443341,-353632617,1491652379
bearing,-353632621,1491652374,0,1120403456,-353623638,1491652374
bearing,-353632621,1491652374,1119092736,1120403456,-353632621,1491663389
bearing,-353632621,1491652374,1127481344,1120403456,-353641604,1491652374
bearing,-353632621,1491652374,1132920832,1120403456,-353632621,1491641359
bearing,-353632621,1491652374,1110704128,1148846080,-353569101,1491730262
bearing,-353632621,1491652374,1130430464,1148846080,-353696141,1491574479
bearing,-353632621,1491652374,0,3287941120,-353677537,1491652374
bearing,-353632621,1491652374,1108606976,3287941120,-353668492,1491619227
bearing,-353632621,1491652374,1135866675,1132068864,-353610164,1491652326
bearing,-353632621,1491652374,1144258560,1120403456,-353623638,1491652374
bearing,-353632621,1491652374,3258187776,1120403456,-353626269,1491644585
offset,899000000,0,0,0,899000000,0
offset,899000000,0,1065353216,0,899000089,0
offset,899000000,0,0,1065353216,899000000,8983
offset,899000000,0,3212836864,3212836864,898999911,-8983
offset,899000000,0,1120403456,1120403456,899008983,898320
offset,899000000,0,3267887104,3267887104,898991017,-898320
offset,899000000,0,1148846080,1167867904,899089832,44916024
offset,899000000,0,1195593728,3343077376,896508398,-449160242
offset,899000000,0,1212370944,0,883033591,0
offset,899000000,0,0,1212370944,899000000,1796640970
offset,899000000,0,1028443341,1028443341,899000004,449
bearing,899000000,0,0,1120403456,899008983,0
bearing,899000000,0,1119092736,1120403456,899000000,898320
bearing,899000000,0,1127481344,1120403456,898991017,0
bearing,899000000,0,1132920832,1120403456,899000000,-898320
bearing,899000000,0,1110704128,1148846080,899063520,6352085
bearing,899000000,0,1130430464,1148846080,898936480,-6352084
bearing,899000000,0,0,3287941120,898955084,0
bearing,899000000,0,1108606976,3287941120,898964129,-2703113
bearing,899000000,0,1135866675,1132068864,899022457,-3920
bearing,899000000,0,1144258560,1120403456,899008983,0
bearing,899000000,0,3258187776,1120403456,899006352,-635208
offset,-899000000,0,0,0,-899000000,0
offset,-899000000,0,1065353216,0,-898999911,0
offset,-899000000,0,0,1065353216,-899000000,8983
offset,-899000000,0,3212836864,3212836864,-899000089,-8983
offset,-899000000,0,1120403456,1120403456,-898991017,898320
offset,-899000000,0,3267887104,3267887104,-899008983,-898320
offset,-899000000,0,1148846080,1167867904,-898910168,44916024
offset,-899000000,0,1195593728,3343077376,-894508398,-449160242
offset,-899000000,0,1212370944,0,-881033591,0
offset,-899000000,0,0,1212370944,-899000000,1796640970
offset,-899000000,0,1028443341,1028443341,-898999996,449
bearing,-899000000,0,0,1120403456,-898991017,0
bearing,-899000000,0,1119092736,1120403456,-899000000,898320
bearing,-899000000,0,1127481344,1120403456,-899008983,0
bearing,-899000000,0,1132920832,1120403456,-899000000,-898320
bearing,-899000000,0,1110704128,1148846080,-898936480,6352085
bearing,-899000000,0,1130430464,1148846080,-899063520,-6352084
bearing,-899000000,0,0,3287941120,-899044916,0
bearing,-899000000,0,1108606976,3287941120,-899035871,-2703113
bearing,-899000000,0,1135866675,1132068864,-898977543,-3920
bearing,-899000000,0,1144258560,1120403456,-898991017,0
bearing,-899000000,0,3258187776,1120403456,-898993648,-635208
offset,450000000,1799999000,0,0,450000000,1799999000
offset,450000000,1799999000,1065353216,0,450000089,1799999000
offset,450000000,1799999000,0,1065353216,450000000,1799999127
offset,450000000,1799999000,3212836864,3212836864,449999911,1799998873
offset,450000000,1799999000,1120403456,1120403456,450008983,-1799988296
offset,450000000,1799999000,3267887104,3267887104,449991017,1799986296
offset,450000000,1799999000,1148846080,1167867904,450089832,-1799365742
offset,450000000,1799999000,1195593728,3343077376,454491602,1793621871
offset,450000000,1799999000,1212370944,0,467966409,1799999000
offset,450000000,1799999000,0,1212370944,450000000,-1774592663
offset,450000000,1799999000,1028443341,1028443341,450000004,1799999006
bearing,450000000,1799999000,0,1120403456,450008983,1799999000
bearing,450000000,1799999000,1119092736,1120403456,450000000,-1799988296
bearing,450000000,1799999000,1127481344,1120403456,449991017,1799999000
bearing,450000000,1799999000,1132920832,1120403456,450000000,1799986296
bearing,450000000,1799999000,1110704128,1148846080,450063520,-1799911163
bearing,450000000,1799999000,1130430464,1148846080,449936480,1799909173
bearing,450000000,1799999000,0,3287941120,449955084,1799999000
bearing,450000000,1799999000,1108606976,3287941120,449964129,1799960774
bearing,450000000,1799999000,1135866675,1132068864,450022457,1799998945
bearing,450000000,1799999000,1144258560,1120403456,450008983,1799999000
bearing,450000000,1799999000,3258187776,1120403456,450006352,1799990017
offset,450000000,-1799999000,0,0,450000000,-1799999000
offset,450000000,-1799999000,1065353216,0,450000089,-1799999000
offset,450000000,-1799999000,0,1065353216,450000000,-1799998873
offset,450000000,-1799999000,3212836864,3212836864,449999911,-1799999127
offset,450000000,-1799999000,1120403456,1120403456,450008983,-1799986296
offset,450000000,-1799999000,3267887104,3267887104,449991017,1799988296
offset,450000000,-1799999000,1148846080,1167867904,450089832,-1799363742
offset,450000000,-1799999000,1195593728,3343077376,454491602,1793623871
offset,450000000,-1799999000,1212370944,0,467966409,-1799999000
offset,450000000,-1799999000,0,1212370944,450000000,-1774590663
offset,450000000,-1799999000,1028443341,1028443341,450000004,-1799998994
bearing,450000000,-1799999000,0,1120403456,450008983,-1799999000
bearing,450000000,-1799999000,1119092736,1120403456,450000000,-1799986296
bearing,450000000,-1799999000,1127481344,1120403456,449991017,-1799999000
bearing,450000000,-1799999000,1132920832,1120403456,450000000,1799988296
bearing,450000000,-1799999000,1110704128,1148846080,450063520,-1799909163
bearing,450000000,-1799999000,1130430464,1148846080,449936480,1799911173
bearing,450000000,-1799999000,0,3287941120,449955084,-1799999000
bearing,450000000,-1799999000,1108606976,3287941120,449964129,1799962774
bearing,450000000,-1799999000,1135866675,1132068864,450022457,-1799999055
bearing,450000000,-1799999000,1144258560,1120403456,450008983,-1799999000
bearing,450000000,-1799999000,3258187776,1120403456,450006352,1799992017
offset,600000000,0,0,0,600000000,0
offset,600000000,0,1065353216,0,600000089,0
offset,600000000,0,0,1065353216,600000000,179
offset,600000000,0,3212836864,3212836864,599999911,-179
offset,600000000,0,1120403456,1120403456,600008983,17966
offset,600000000,0,3267887104,3267887104,599991017,-17966
offset,600000000,0,1148846080,1167867904,600089832,898442
offset,600000000,0,1195593728,3343077376,604491602,-9044678
offset,600000000,0,1212370944,0,617966409,0
offset,600000000,0,0,1212370944,600000000,35932820
offset,600000000,0,1028443341,1028443341,600000004,8
bearing,600000000,0,0,1120403456,600008983,0
bearing,600000000,0,1119092736,1120403456,600000000,17966
bearing,600000000,0,1127481344,1120403456,599991017,0
bearing,600000000,0,1132920832,1120403456,600000000,-17966
bearing,600000000,0,1110704128,1148846080,600063520,127053
bearing,600000000,0,1130430464,1148846080,599936480,-127029
bearing,600000000,0,0,3287941120,599955084,0
bearing,600000000,0,1108606976,3287941120,599964129,-54059
bearing,600000000,0,1135866675,1132068864,600022457,-78
bearing,600000000,0,1144258560,1120403456,600008983,0
bearing,600000000,0,3258187776,1120403456,600006352,-12704
offset,10,10,0,0,10,10
offset,10,10,1065353216,0,99,10
offset,10,10,0,1065353216,10,99
offset,10,10,3212836864,3212836864,-79,-79
offset,10,10,1120403456,1120403456,8993,8993
offset,10,10,3267887104,3267887104,-8973,-8973
offset,10,10,1148846080,1167867904,89842,449170
offset,10,10,1195593728,3343077376,4491612,-4491626
offset,10,10,1212370944,0,17966419,10
offset,10,10,0,1212370944,10,17966419
offset,10,10,1028443341,1028443341,14,14
bearing,10,10,0,1120403456,8993,10
bearing,10,10,1119092736,1120403456,10,8993
bearing,10,10,1127481344,1120403456,-8973,10
bearing,10,10,1132920832,1120403456,10,-8973
bearing,10,10,1110704128,1148846080,63530,63530
bearing,10,10,1130430464,1148846080,-63510,-63510
bearing,10,10,0,3287941120,-44906,10
bearing,10,10,1108606976,3287941120,-35861,-27021
bearing,10,10,1135866675,1132068864,22467,-29
bearing,10,10,1144258560,1120403456,8993,10
bearing,10,10,3258187776,1120403456,6362,-6342
proportion,0,0,0,0,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,0,0,0,0,1065353216,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,0,0,0,0,1065353216,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,0,0,0,0,1065353216,899000000
proportion_q,899000000,0,0,0,0,0
proportion,0,0,0,0,1065353216,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,0,0,0,0,1065353216,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,0,0,0,0,1065353216,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,0,0,0,0,1065353216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,0,0,0,0,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,0,0,515080000,-1268000,0,0
proportion_q,0,0,0,0,0,0
proportion,0,0,515080000,-1268000,1065353216,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,0,0,515080000,-1268000,3207680769,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,0,0,515080000,-1268000,1071605676,899000000
proportion_q,899000000,0,0,0,0,0
proportion,0,0,515080000,-1268000,3219089324,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,0,0,515080000,-1268000,1063113256,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,0,0,515080000,-1268000,1063353453,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,0,0,515080000,-1268000,1066736178,600000000
proportion_q,600000000,0,0,0,0,0
proportion,0,0,515080000,-1268000,849765883,10
proportion_q,10,10,0,0,0,0
proportion,0,0,-353632621,1491652374,0,0
proportion_q,0,0,0,0,0,0
proportion,0,0,-353632621,1491652374,3182393830,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,0,0,-353632621,1491652374,1065353216,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,0,0,-353632621,1491652374,3189229621,899000000
proportion_q,899000000,0,0,0,0,0
proportion,0,0,-353632621,1491652374,1041745973,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,0,0,-353632621,1491652374,1065585722,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,0,0,-353632621,1491652374,3214314152,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,0,0,-353632621,1491652374,3184171497,600000000
proportion_q,600000000,0,0,0,0,0
proportion,0,0,-353632621,1491652374,833291569,10
proportion_q,10,10,0,0,0,0
proportion,0,0,899000000,0,0,0
proportion_q,0,0,0,0,0,0
proportion,0,0,899000000,0,1058188467,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,0,0,899000000,0,3200870084,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,0,0,899000000,0,1065353216,899000000
proportion_q,899000000,0,0,0,0,0
proportion,0,0,899000000,0,3212836864,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,0,0,899000000,0,1056973939,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,0,0,899000000,0,1056973939,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,0,0,899000000,0,1059773252,600000000
proportion_q,600000000,0,0,0,0,0
proportion,0,0,899000000,0,842996105,10
proportion_q,10,10,0,0,0,0
proportion,0,0,-899000000,0,0,0
proportion_q,0,0,0,0,0,0
proportion,0,0,-899000000,0,3205672115,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,0,0,-899000000,0,1053386436,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,0,0,-899000000,0,3212836864,899000000
proportion_q,899000000,0,0,0,0,0
proportion,0,0,-899000000,0,1065353216,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,0,0,-899000000,0,3204457587,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,0,0,-899000000,0,3204457587,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,0,0,-899000000,0,3207256900,600000000
proportion_q,600000000,0,0,0,0,0
proportion,0,0,-899000000,0,2990479753,10
proportion_q,10,10,0,0,0,0
proportion,0,0,450000000,1799999000,0,0
proportion_q,0,0,0,0,0,0
proportion,0,0,450000000,1799999000,1033805992,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,0,0,450000000,1799999000,1061036042,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,0,0,450000000,1799999000,1040945954,899000000
proportion_q,899000000,0,0,0,0,0
proportion,0,0,450000000,1799999000,3188429602,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,0,0,450000000,1799999000,1065353216,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,0,0,450000000,1799999000,3210547527,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,0,0,450000000,1799999000,1035619969,600000000
proportion_q,600000000,0,0,0,0,0
proportion,0,0,450000000,1799999000,838114571,10
proportion_q,10,10,0,0,0,0
proportion,0,0,450000000,-1799999000,0,0
proportion_q,0,0,0,0,0,0
proportion,0,0,450000000,-1799999000,1033977761,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,0,0,450000000,-1799999000,3210318765,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,0,0,450000000,-1799999000,1040945954,899000000
proportion_q,899000000,0,0,0,0,0
proportion,0,0,450000000,-1799999000,3188429602,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,0,0,450000000,-1799999000,3210547527,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,0,0,450000000,-1799999000,1065353216,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,0,0,450000000,-1799999000,1035619969,600000000
proportion_q,600000000,0,0,0,0,0
proportion,0,0,450000000,-1799999000,2978770008,10
proportion_q,10,10,0,0,0,0
proportion,0,0,600000000,0,0,0
proportion_q,0,0,0,0,0,0
proportion,0,0,600000000,0,1062978681,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,0,0,600000000,0,3205947933,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,0,0,600000000,0,1069533539,899000000
proportion_q,899000000,0,0,0,0,0
proportion,0,0,600000000,0,3217017187,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,0,0,600000000,0,1061158912,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,0,0,600000000,0,1061158912,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,0,0,600000000,0,1065353216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,0,0,600000000,0,848243299,10
proportion_q,10,10,0,0,0,0
proportion,0,0,10,10,0,0
proportion_q,0,0,0,0,0,0
proportion,0,0,10,10,1271139649,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,0,0,10,10,1280024214,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,0,0,10,10,1277917307,899000000
proportion_q,899000000,0,0,0,0,0
proportion,0,0,10,10,3425400955,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,0,0,10,10,1288274555,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,0,0,10,10,3429325733,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,0,0,10,10,1273291199,600000000
proportion_q,600000000,0,0,0,0,0
proportion,0,0,10,10,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,515080000,-1268000,0,0,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,515080000,-1268000,0,0,0,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,515080000,-1268000,0,0,1071165793,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,515080000,-1268000,0,0,3208564621,899000000
proportion_q,899000000,0,0,0,0,0
proportion,515080000,-1268000,0,0,1076868055,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,515080000,-1268000,0,0,1039676464,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,515080000,-1268000,0,0,1039676465,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,515080000,-1268000,0,0,3190346248,600000000
proportion_q,600000000,0,0,0,0,0
proportion,515080000,-1268000,0,0,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,515080000,-1268000,515080000,-1268000,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,515080000,-1268000,515080000,-1268000,1065353216,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,515080000,-1268000,515080000,-1268000,1065353216,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,515080000,-1268000,515080000,-1268000,1065353216,899000000
proportion_q,899000000,0,0,0,0,0
proportion,515080000,-1268000,515080000,-1268000,1065353216,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,515080000,-1268000,515080000,-1268000,1065353216,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,515080000,-1268000,515080000,-1268000,1065353216,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,515080000,-1268000,515080000,-1268000,1065353216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,515080000,-1268000,515080000,-1268000,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,515080000,-1268000,-353632621,1491652374,1042052685,0
proportion_q,0,0,0,0,0,0
proportion,515080000,-1268000,-353632621,1491652374,0,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,515080000,-1268000,-353632621,1491652374,1065353216,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,515080000,-1268000,-353632621,1491652374,3186093789,899000000
proportion_q,899000000,0,0,0,0,0
proportion,515080000,-1268000,-353632621,1491652374,1054230021,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,515080000,-1268000,-353632621,1491652374,3205840772,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,515080000,-1268000,-353632621,1491652374,3205840761,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,515080000,-1268000,-353632621,1491652374,3167397429,600000000
proportion_q,600000000,0,0,0,0,0
proportion,515080000,-1268000,-353632621,1491652374,1042052685,10
proportion_q,10,10,0,0,0,0
proportion,515080000,-1268000,899000000,0,3215702655,0
proportion_q,0,0,0,0,0,0
proportion,515080000,-1268000,899000000,0,0,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,515080000,-1268000,899000000,0,3222309865,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,515080000,-1268000,899000000,0,1065353216,899000000
proportion_q,899000000,0,0,0,0,0
proportion,515080000,-1268000,899000000,0,3228285575,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,515080000,-1268000,899000000,0,3190886825,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,515080000,-1268000,899000000,0,3190886825,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,515080000,-1268000,899000000,0,1046642841,600000000
proportion_q,600000000,0,0,0,0,0
proportion,515080000,-1268000,899000000,0,3215702655,10
proportion_q,10,10,0,0,0,0
proportion,515080000,-1268000,-899000000,0,1052409639,0
proportion_q,0,0,0,0,0,0
proportion,515080000,-1268000,-899000000,0,0,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,515080000,-1268000,-899000000,0,1058897601,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,515080000,-1268000,-899000000,0,3196780988,899000000
proportion_q,899000000,0,0,0,0,0
proportion,515080000,-1268000,-899000000,0,1065353216,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,515080000,-1268000,-899000000,0,1027183197,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,515080000,-1268000,-899000000,0,1027183197,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,515080000,-1268000,-899000000,0,3178625491,600000000
proportion_q,600000000,0,0,0,0,0
proportion,515080000,-1268000,-899000000,0,1052409639,10
proportion_q,10,10,0,0,0,0
proportion,515080000,-1268000,450000000,1799999000,1018632369,0
proportion_q,0,0,0,0,0,0
proportion,515080000,-1268000,450000000,1799999000,2147483648,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,515080000,-1268000,450000000,1799999000,3214441250,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,515080000,-1268000,450000000,1799999000,3163628223,899000000
proportion_q,899000000,0,0,0,0,0
proportion,515080000,-1268000,450000000,1799999000,1031862379,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,515080000,-1268000,450000000,1799999000,1065353216,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,515080000,-1268000,450000000,1799999000,1065353197,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,515080000,-1268000,450000000,1799999000,3146864977,600000000
proportion_q,600000000,0,0,0,0,0
proportion,515080000,-1268000,450000000,1799999000,1018632365,10
proportion_q,10,10,0,0,0,0
proportion,515080000,-1268000,450000000,-1799999000,1018632396,0
proportion_q,0,0,0,0,0,0
proportion,515080000,-1268000,450000000,-1799999000,2147483648,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,515080000,-1268000,450000000,-1799999000,3214441261,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,515080000,-1268000,450000000,-1799999000,3163628244,899000000
proportion_q,899000000,0,0,0,0,0
proportion,515080000,-1268000,450000000,-1799999000,1031862398,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,515080000,-1268000,450000000,-1799999000,1065353225,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,515080000,-1268000,450000000,-1799999000,1065353216,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,515080000,-1268000,450000000,-1799999000,3146864996,600000000
proportion_q,600000000,0,0,0,0,0
proportion,515080000,-1268000,450000000,-1799999000,1018632392,10
proportion_q,10,10,0,0,0,0
proportion,515080000,-1268000,600000000,0,3233944556,0
proportion_q,0,0,0,0,0,0
proportion,515080000,-1268000,600000000,0,0,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,515080000,-1268000,600000000,0,3240186668,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,515080000,-1268000,600000000,0,1083222384,899000000
proportion_q,899000000,0,0,0,0,0
proportion,515080000,-1268000,600000000,0,3246732405,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,515080000,-1268000,600000000,0,3210904338,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,515080000,-1268000,600000000,0,3210904336,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,515080000,-1268000,600000000,0,1065353216,600000000
proportion_q,600000000,0,0,0,0,0
proportion,515080000,-1268000,600000000,0,3233944556,10
proportion_q,10,10,0,0,0,0
proportion,515080000,-1268000,10,10,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,515080000,-1268000,10,10,0,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,515080000,-1268000,10,10,1071165793,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,515080000,-1268000,10,10,3208564621,899000000
proportion_q,899000000,0,0,0,0,0
proportion,515080000,-1268000,10,10,1076868055,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,515080000,-1268000,10,10,1039676459,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,515080000,-1268000,10,10,1039676460,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,515080000,-1268000,10,10,3190346248,600000000
proportion_q,600000000,0,0,0,0,0
proportion,515080000,-1268000,10,10,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,-353632621,1491652374,0,0,1065353216,0
proportion_q,0,0,0,0,0,0
proportion,-353632621,1491652374,0,0,1066382129,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-353632621,1491652374,0,0,0,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-353632621,1491652374,0,0,1066066902,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-353632621,1491652374,0,0,1052416376,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-353632621,1491652374,0,0,3180435536,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-353632621,1491652374,0,0,3180435716,450000000
proportion_q,450000000,-1799999000,0,0,0,0
proportion,-353632621,1491652374,0,0,1066383870,600000000
proportion_q,600000000,0,0,0,0,0
proportion,-353632621,1491652374,0,0,1065353216,10
proportion_q,10,10,0,0,0,0
proportion,-353632621,1491652374,515080000,-1268000,1062318986,0
proportion_q,0,0,0,0,0,0
proportion,-353632621,1491652374,515080000,-1268000,1065353216,515080000
proportion_q,515080000,-1268000,0,0,0,0
proportion,-353632621,1491652374,515080000,-1268000,0,-353632621
proportion_q,-353632621,1491652374,0,0,0,0
proportion,-353632621,1491652374,515080000,-1268000,1065662795,899000000
proportion_q,899000000,0,0,0,0,0
proportion,-353632621,1491652374,515080000,-1268000,1044122897,-899000000
proportion_q,-899000000,0,0,0,0,0
proportion,-353632621,1491652374,515080000,-1268000,1034549355,450000000
proportion_q,450000000,1799999000,0,0,0,0
proportion,-353632621,1491652374,515080000,-1268000,1034549218,450000000
