#geometry
idx,flare_sec,flare_alt,flare_effect,groundspeed,land_sinkrate,prev_lat,prev_lng,prev_alt,next_lat,next_lng,next_alt,cur_lat,cur_lng,cur_alt,slope,offset_cm,aim_lat,aim_lng,aim_alt,alt_proportion
20,0,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
21,0,0,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028444478,-2751,-353600861,1491691319,1499,1064437944
22,0,0,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028443493,-4501,-353600861,1491691319,1499,1060879185
23,0,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
24,0,0,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028444478,-2751,-353600861,1491691319,1499,1064437944
25,0,0,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028443493,-4501,-353600861,1491691319,1499,1060879185
26,0,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
27,0,0,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028444478,-2751,-353600861,1491691319,1499,1064437944
28,0,0,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028443493,-4501,-353600861,1491691319,1499,1060879185
29,0,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
30,0,0,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028444478,-2751,-353600861,1491691319,1499,1064437944
31,0,0,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028443493,-4501,-353600861,1491691319,1499,1060879185
32,0,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
33,0,0,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028444478,-2751,-353600861,1491691319,1499,1064437944
34,0,0,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028443493,-4501,-353600861,1491691319,1499,1060879185
35,0,0,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
36,0,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028444478,-2751,-353600861,1491691319,1499,1064437944
37,0,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028443493,-4501,-353600861,1491691319,1499,1060879185
38,0,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
39,0,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028444478,-2751,-353600861,1491691319,1499,1064437944
40,0,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028443493,-4501,-353600861,1491691319,1499,1060879185
41,0,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
42,0,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028444478,-2751,-353600861,1491691319,1499,1064437944
43,0,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028443493,-4501,-353600861,1491691319,1499,1060879185
44,0,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
45,0,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028444478,-2751,-353600861,1491691319,1499,1064437944
46,0,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028443493,-4501,-353600861,1491691319,1499,1060879185
47,0,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
48,0,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028444478,-2751,-353600861,1491691319,1499,1064437944
49,0,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028443493,-4501,-353600861,1491691319,1499,1060879185
50,0,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
51,0,0,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028444478,-2751,-353600861,1491691319,1499,1064437944
52,0,0,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028443493,-4501,-353600861,1491691319,1499,1060879185
53,0,0,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028443388,-12501,-353600861,1491691319,1499,1057300102
54,0,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3161069025,764,-353601813,1491690151,5014,1064412297
55,0,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026874702,-3908,-353601813,1491690151,2092,1060803398
56,0,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028139116,-12144,-353601813,1491690151,1856,1057251518
57,0,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3161069025,764,-353601813,1491690151,5014,1064412297
58,0,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026874702,-3908,-353601813,1491690151,2092,1060803398
59,0,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028139116,-12144,-353601813,1491690151,1856,1057251518
60,0,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3161069025,764,-353601813,1491690151,5014,1064412297
61,0,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026874702,-3908,-353601813,1491690151,2092,1060803398
62,0,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028139116,-12144,-353601813,1491690151,1856,1057251518
63,0,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3161069025,764,-353601813,1491690151,5014,1064412297
64,0,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026874702,-3908,-353601813,1491690151,2092,1060803398
65,0,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028139116,-12144,-353601813,1491690151,1856,1057251518
66,0,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3161069025,764,-353601813,1491690151,5014,1064412297
67,0,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026874702,-3908,-353601813,1491690151,2092,1060803398
68,0,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028139116,-12144,-353601813,1491690151,1856,1057251518
69,0,1077936128,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3161069025,764,-353601813,1491690151,5014,1064412297
70,0,1077936128,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026874702,-3908,-353601813,1491690151,2092,1060803398
71,0,1077936128,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028139116,-12144,-353601813,1491690151,1856,1057251518
72,0,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3158944645,665,-353601456,1491690589,4915,1064422082
73,0,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026704015,-3877,-353601456,1491690589,2123,1060832116
74,0,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028102049,-12137,-353601456,1491690589,1863,1057269806
75,0,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3158944645,665,-353601456,1491690589,4915,1064422082
76,0,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026704015,-3877,-353601456,1491690589,2123,1060832116
77,0,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028102049,-12137,-353601456,1491690589,1863,1057269806
78,0,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3158944645,665,-353601456,1491690589,4915,1064422082
79,0,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026704015,-3877,-353601456,1491690589,2123,1060832116
80,0,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028102049,-12137,-353601456,1491690589,1863,1057269806
81,0,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3158944645,665,-353601456,1491690589,4915,1064422082
82,0,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026704015,-3877,-353601456,1491690589,2123,1060832116
83,0,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028102049,-12137,-353601456,1491690589,1863,1057269806
84,0,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3158944645,665,-353601456,1491690589,4915,1064422082
85,0,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026704015,-3877,-353601456,1491690589,2123,1060832116
86,0,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028102049,-12137,-353601456,1491690589,1863,1057269806
87,0,1077936128,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3158944645,665,-353601456,1491690589,4915,1064422082
88,0,1077936128,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026704015,-3877,-353601456,1491690589,2123,1060832116
89,0,1077936128,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028102049,-12137,-353601456,1491690589,1863,1057269806
90,0,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3157930786,618,-353601242,1491690852,4868,1064427855
91,0,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026603942,-3858,-353601242,1491690852,2142,1060849173
92,0,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028079909,-12133,-353601242,1491690852,1867,1057280738
93,0,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3157930786,618,-353601242,1491690852,4868,1064427855
94,0,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026603942,-3858,-353601242,1491690852,2142,1060849173
95,0,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028079909,-12133,-353601242,1491690852,1867,1057280738
96,0,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3157930786,618,-353601242,1491690852,4868,1064427855
97,0,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026603942,-3858,-353601242,1491690852,2142,1060849173
98,0,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028079909,-12133,-353601242,1491690852,1867,1057280738
99,0,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3157930786,618,-353601242,1491690852,4868,1064427855
100,0,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026603942,-3858,-353601242,1491690852,2142,1060849173
101,0,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028079909,-12133,-353601242,1491690852,1867,1057280738
102,0,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3157930786,618,-353601242,1491690852,4868,1064427855
103,0,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026603942,-3858,-353601242,1491690852,2142,1060849173
104,0,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028079909,-12133,-353601242,1491690852,1867,1057280738
105,0,1077936128,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3157930786,618,-353601242,1491690852,4868,1064427855
106,0,1077936128,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1026603942,-3858,-353601242,1491690852,2142,1060849173
107,0,1077936128,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028079909,-12133,-353601242,1491690852,1867,1057280738
108,0,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
109,0,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021972328,-2429,-353604037,1491687425,3571,1060616022
110,0,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027410942,-11308,-353604037,1491687425,2692,1057135762
111,0,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
112,0,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021972328,-2429,-353604037,1491687425,3571,1060616022
113,0,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027410942,-11308,-353604037,1491687425,2692,1057135762
114,0,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
115,0,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021972328,-2429,-353604037,1491687425,3571,1060616022
116,0,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027410942,-11308,-353604037,1491687425,2692,1057135762
117,0,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
118,0,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021972328,-2429,-353604037,1491687425,3571,1060616022
119,0,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027410942,-11308,-353604037,1491687425,2692,1057135762
120,0,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
121,0,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021972328,-2429,-353604037,1491687425,3571,1060616022
122,0,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027410942,-11308,-353604037,1491687425,2692,1057135762
123,0,1092616192,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
124,0,1092616192,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021972328,-2429,-353604037,1491687425,3571,1060616022
125,0,1092616192,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027410942,-11308,-353604037,1491687425,2692,1057135762
126,0,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
127,0,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021192350,-2356,-353602846,1491688885,3644,1060718249
128,0,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027292947,-11286,-353602846,1491688885,2714,1057198164
129,0,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
130,0,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021192350,-2356,-353602846,1491688885,3644,1060718249
131,0,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027292947,-11286,-353602846,1491688885,2714,1057198164
132,0,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
133,0,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021192350,-2356,-353602846,1491688885,3644,1060718249
134,0,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027292947,-11286,-353602846,1491688885,2714,1057198164
135,0,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
136,0,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021192350,-2356,-353602846,1491688885,3644,1060718249
137,0,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027292947,-11286,-353602846,1491688885,2714,1057198164
138,0,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
139,0,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021192350,-2356,-353602846,1491688885,3644,1060718249
140,0,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027292947,-11286,-353602846,1491688885,2714,1057198164
141,0,1092616192,60,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3197738222,15751,-353602448,1491689372,20001,1064394377
142,0,1092616192,60,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1021192350,-2356,-353602846,1491688885,3644,1060718249
143,0,1092616192,60,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027292947,-11286,-353602846,1491688885,2714,1057198164
144,0,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3196060832,13251,-353602131,1491689762,17501,1064403420
145,0,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1020761311,-2316,-353602131,1491689762,3684,1060777544
146,0,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027223223,-11273,-353602131,1491689762,2727,1057235184
147,0,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3196060832,13251,-353602131,1491689762,17501,1064403420
148,0,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1020761311,-2316,-353602131,1491689762,3684,1060777544
149,0,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027223223,-11273,-353602131,1491689762,2727,1057235184
150,0,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3196060832,13251,-353602131,1491689762,17501,1064403420
151,0,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1020761311,-2316,-353602131,1491689762,3684,1060777544
152,0,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027223223,-11273,-353602131,1491689762,2727,1057235184
153,0,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3196060832,13251,-353602131,1491689762,17501,1064403420
154,0,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1020761311,-2316,-353602131,1491689762,3684,1060777544
155,0,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027223223,-11273,-353602131,1491689762,2727,1057235184
156,0,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3196060832,13251,-353602131,1491689762,17501,1064403420
157,0,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1020761311,-2316,-353602131,1491689762,3684,1060777544
158,0,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027223223,-11273,-353602131,1491689762,2727,1057235184
159,0,1092616192,100,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,3196060832,13251,-353602131,1491689762,17501,1064403420
160,0,1092616192,100,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1020761311,-2316,-353602131,1491689762,3684,1060777544
161,0,1092616192,100,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1027223223,-11273,-353602131,1491689762,2727,1057235184
162,1073741824,0,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
163,1073741824,0,0,0,1048576000,-353658029,1491621217,6000,-353632621,1491652374,4000,-353642784,1491639912,4800,1028418311,-4491,-353600876,1491691300,1509,1060877991
164,1073741824,0,0,0,1048576000,-353759662,1491496578,14000,-353632621,1491652374,4000,-353683437,1491590059,8000,1028438354,-12495,-353600876,1491691300,1505,1057299328
165,1073741824,0,0,0,1048576000,-353635797,1491648480,4250,-353632621,1491652374,4000,-353633891,1491650817,4100,1028242111,-2708,-353600876,1491691300,1542,1064437545
